studyPointID,LFEVTGroupCd_FINAL,os_loading,ms_loading,us_loading,tree_loading,snag_loading,shrub_loading,herb_loading,herb_percentlive,moss_loading,lichen_loading,litter_loading,litter_depth,duff_loading,duff_depth,1hr_loading,10hr_loading,100hr_loading,fwd_loading,1000hrS_loading,1000hrR_loading,1000hr_loading,10000hrS_loading,10000hrR_loading,10000hr_loading,GT10000hrS_loading,GT10000hrR_loading,GT10000hr_loading,cwd_sound_loading,cwd_rotten_loading,cwd_loading
315,614,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,
316,614,,,,,,,,,,,,,,,,,,,,,11.15,,,,,,,,,
317,614,,,,,,,,,,,,,,,,,,,,,24.09,,,,,,,,,
318,693,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,
319,693,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,
320,660,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,
321,626,,,,,,,,,,,,,47.14,,0.72,1.84,2.12,4.68,14.37,23.23,37.6,,,,,,,,,
322,625,,,,,,,,,,,,,49.47,,0.27,2.17,3.43,5.87,14.37,3.79,18.16,,,,,,,,,
323,631,,,,,,,,,,,,,22.56,,0.27,0.93,1.64,2.84,14.37,6.26,20.63,,,,,,,,,
324,655,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,
325,655,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,
326,655,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,
327,617,,,,,,,7.11,,,,,,,,,,,,,,,,,,,,,,,
328,617,,,,,,,8.15,,,,,,,,,,,,,,,,,,,,,,,
329,617,,,,,,,7.64,,,,,,,,,,,,,,,,,,,,,,,
330,617,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,
331,617,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,
332,617,,,,,,,2.48,,,,,,,,,,,,,,,,,,,,,,,
333,617,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,
334,617,,,,,,,2.27,,,,,,,,,,,,,,,,,,,,,,,
335,617,,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,,
336,604,,,,,,,1.49,,,,,,,,,,,,,,,,,,,,,,,
337,604,,,,,,,2.53,,,,,,,,,,,,,,,,,,,,,,,
338,614,,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,
339,628,,,,,,,1.19,,,,,,,,,,,,,,,,,,,,,,,
340,614,,,,,,,2.13,,,,,,,,,,,,,,2.98,,,,,,,,,
341,614,,,,,,,1.91,,,,,,,,,,,,,,15.52,,,,,,,,,
342,631,,,,,,,,,,,,,,,0.4,1.52,1.7,3.62,,,14.14,,,,,,,,,
343,631,,,,,,,,,,,,,,,0.22,2,8.07,10.29,,,12.18,,,,,,,,,
344,631,,,,,,,,,,,,,,,0.31,2.19,9.19,11.69,,,18.96,,,,,,,,,
345,631,,,,,,,,,,,,,,,0.89,1.47,0.91,3.27,2.34,4.77,7.11,,,,,,,,,
346,631,,,,,,,0.31,,,,0.58,0.16,2.41,0.12,0.09,,,,0.09,0.04,0.13,,,,,,,,,
347,631,,,,,,,0.27,,,,0.54,0.67,11.19,0.75,0.22,,,,23.24,0,23.24,,,,,,,,,
348,614,,,,,,,0.18,,,,0.31,0.08,2.27,0.12,0.13,,,,0,0.27,0.27,,,,,,,,,
349,625,,,,,,,0.13,,,,0.71,0.43,15.65,0.83,0.27,,,,0.09,0.27,0.36,,,,,,,,,
350,625,,,,,,,0.54,,,,0.71,0.43,20.52,1.1,0.22,,,,0.81,0.31,1.12,,,,,,,,,
351,643,,,,,,,0.18,,,,0.36,0.2,46.07,2.13,0.4,,,,0.45,1.47,1.92,,,,,,,,,
352,643,,,,,,,0.31,,,,0.4,0.28,12.8,0.59,0.22,,,,0.18,0.27,0.45,,,,,,,,,
353,643,,,,,,,0.13,,,,0.58,0.51,25.73,1.46,0.27,,,,16.68,17.67,34.35,,,,,,,,,
354,643,,,,,,,0.13,,,,0.58,2.6,24.04,1.22,0.27,,,,2.1,12.62,14.72,,,,,,,,,
355,643,,,,,,,0.27,,,,0.45,3.03,46.61,2.05,0.49,,,,0.31,2.63,2.94,,,,,,,,,
356,643,,,,,,,0.12,,,,0.36,0.35,28.05,1.65,0.36,,,,4.41,10.8,15.21,,,,,,,,,
357,645,,,,,,,0.15,,,,0.22,0.51,36.88,0.51,0.27,,,,10.79,31.9,42.69,,,,,,,,,
358,645,,,,,,,0.09,,,,0.2,0.24,24.26,1.69,0.22,,,,1.88,0.71,2.59,,,,,,,,,
359,645,,,,,,,0.05,,,,0.11,0.71,51.37,2.42,0.16,,,,37.9,60.6,98.5,,,,,,,,,
360,622,,,,,,,0.62,,,,0.27,0.51,14.32,0.67,0.09,,,,1.3,2,3.3,,,,,,,,,
361,622,,,,,,,1.25,,,,0.4,0.51,14.45,0.71,1.38,,,,0.36,0.8,1.16,,,,,,,,,
362,622,,,,,,,0.36,,,,0.27,0.31,32.02,1.5,0.22,,,,0.63,0.98,1.61,,,,,,,,,
363,639,,,,,,,0.32,,,,0.58,0.59,65.25,3.43,0.18,,,,2.23,1.25,3.48,,,,,,,,,
364,686,,,,,,,0.18,,,,4.82,,9.01,,,,,,,,,,,,,,,,,
365,686,,,,,,,0.22,,,,5.62,,12.04,,,,,,,,,,,,,,,,,
366,686,,,,,,,0.22,,,,4.24,,10.12,,,,,,,,,,,,,,,,,
367,665,,,,,,,,,,,0.78,0.5,6.63,1.5,,,,,,,,,,,,,,,,
368,665,,,,,,,,,,,1.32,0.5,9.41,1.5,,,,,,,,,,,,,,,,
369,665,,,,,,,,,,,0.92,0.5,11.86,2.5,,,,,,,,,,,,,,,,
370,665,,,,,,,,,,,1.67,0.3,1.88,0.3,,,,,,,,,,,,,,,,
371,665,,,,,,,,,,,1.56,0.5,5.15,1,,,,,,,,,,,,,,,,
372,665,,,,,,,,,,,2.15,0.5,8.07,1,,,,,,,,,,,,,,,,
373,665,,,,,,,,,,,1.84,0.9,8.84,1.4,,,,,,,,,,,,,,,,
374,665,,,,,,,,,,,1.68,0.8,15.73,1.8,,,,,,,,,,,,,,,,
375,665,,,,,,,,,,,1.36,0.8,7.83,1.6,,,,,,,,,,,,,,,,
376,665,,,,,,,,,,,1.24,0.8,14.01,1.7,,,,,,,,,,,,,,,,
377,665,,,,,,,,,,,1.23,0.8,13.45,2.3,,,,,,,,,,,,,,,,
378,665,,,,,,,,,,,1.28,0.5,10.19,1.4,,,,,,,,,,,,,,,,
379,665,,,,,,,,,,,1.05,0.5,11.63,1.7,,,,,,,,,,,,,,,,
380,665,,,,,,,,,,,1.15,0.6,12.12,1.9,,,,,,,,,,,,,,,,
381,665,,,,,,,,,,,1.73,0.8,13.28,1.7,,,,,,,,,,,,,,,,
382,665,,,,,,,,,,,1.02,0.5,6.27,1.5,,,,,,,,,,,,,,,,
383,665,,,,,,,,,,,1.57,0.5,9.61,1.3,,,,,,,,,,,,,,,,
384,665,,,,,,,,,,,0.99,0.6,9.75,1.7,,,,,,,,,,,,,,,,
385,665,,,,,,,,,,,0.8,0.4,10.4,1.5,,,,,,,,,,,,,,,,
386,665,,,,,,,,,,,0.8,0.5,15.02,2,,,,,,,,,,,,,,,,
387,665,,,,,,,,,,,3.81,1.1,12.22,1.8,,,,,,,,,,,,,,,,
388,665,,,,,,,,,,,1.28,0.6,14.13,2.1,,,,,,,,,,,,,,,,
389,665,,,,,,,,,,,4.69,1.3,18.49,2.1,,,,,,,,,,,,,,,,
390,665,,,,,,,,,,,0.78,0.4,2.23,0.6,,,,,,,,,,,,,,,,
391,665,,,,,,,,,,,2.5,1.5,7.78,3.2,,,,,,,,,,,,,,,,
392,665,,,,,,,,,,,2.17,0.6,10.05,2,,,,,,,,,,,,,,,,
393,665,,,,,,,,,,,2.63,0.9,10.63,2.3,,,,,,,,,,,,,,,,
394,665,,,,,,,,,,,1.45,1,5.08,1,,,,,,,,,,,,,,,,
395,665,,,,,,,,,,,2.32,1.1,13.75,2.6,,,,,,,,,,,,,,,,
396,665,,,,,,,,,,,1.7,1,9.21,1,,,,,,,,,,,,,,,,
397,665,,,,,,,,,,,3.1,1.1,11.3,1.9,,,,,,,,,,,,,,,,
398,665,,,,,,,,,,,1.74,0.9,10.09,1.4,,,,,,,,,,,,,,,,
399,665,,,,,,,,,,,1.28,1,13.4,2,,,,,,,,,,,,,,,,
400,665,,,,,,,,,,,1.71,1,4.73,1.6,,,,,,,,,,,,,,,,
401,665,,,,,,,,,,,2.46,0.8,7.95,1.3,,,,,,,,,,,,,,,,
402,665,,,,,,,,,,,1.81,0.8,13.89,1.9,,,,,,,,,,,,,,,,
403,665,,,,,,,,,,,1.33,0.5,3.22,0.6,,,,,,,,,,,,,,,,
404,665,,,,,,,,,,,2.19,1,10.4,1.5,,,,,,,,,,,,,,,,
405,665,,,,,,,,,,,1.58,1,12.45,1.5,,,,,,,,,,,,,,,,
406,665,,,,,,,,,,,1.92,1,16.22,2,,,,,,,,,,,,,,,,
407,665,,,,,,,,,,,0.86,0.5,14.87,1.5,,,,,,,,,,,,,,,,
408,665,,,,,,,,,,,1.65,0.5,10.3,1.6,,,,,,,,,,,,,,,,
409,665,,,,,,,,,,,1.07,0.5,13.15,1.4,,,,,,,,,,,,,,,,
410,665,,,,,,,,,,,4.86,1.3,10.68,1.6,,,,,,,,,,,,,,,,
411,665,,,,,,,,,,,1.66,0.6,4.04,1.3,,,,,,,,,,,,,,,,
412,665,,,,,,,,,,,0.8,0.5,5.81,1,,,,,,,,,,,,,,,,
413,665,,,,,,,,,,,1.6,0.6,14.12,2.1,,,,,,,,,,,,,,,,
414,665,,,,,,,,,,,1.44,0.5,9.19,2,,,,,,,,,,,,,,,,
415,665,,,,,,,,,,,1.16,0.5,10.93,2,,,,,,,,,,,,,,,,
416,665,,,,,,,,,,,2.12,0.5,15.16,2,,,,,,,,,,,,,,,,
417,665,,,,,,,,,,,1.42,0.5,7.22,1,,,,,,,,,,,,,,,,
418,665,,,,,,,,,,,1.88,0.5,16.64,2.5,,,,,,,,,,,,,,,,
419,665,,,,,,,,,,,0.16,0.5,15.94,2.5,,,,,,,,,,,,,,,,
420,665,,,,,,,,,,,1.05,0.5,18.4,2.3,,,,,,,,,,,,,,,,
421,665,,,,,,,,,,,1.81,0.5,10.42,1.5,,,,,,,,,,,,,,,,
422,665,,,,,,,,,,,1.25,0.5,13.85,2.5,,,,,,,,,,,,,,,,
423,665,,,,,,,,,,,1.8,0.5,17.96,2.5,,,,,,,,,,,,,,,,
424,665,,,,,,,,,,,2.01,0.8,12.43,2.3,,,,,,,,,,,,,,,,
425,665,,,,,,,,,,,5.83,1.3,13.63,2.2,,,,,,,,,,,,,,,,
426,665,,,,,,,,,,,1.54,0.6,15.84,2.6,,,,,,,,,,,,,,,,
427,665,,,,,,,,,,,1.12,0.5,15.24,2.5,,,,,,,,,,,,,,,,
428,665,,,,,,,,,,,2.61,0.5,11.47,2.3,,,,,,,,,,,,,,,,
429,665,,,,,,,,,,,1.28,0.5,9.86,2.1,,,,,,,,,,,,,,,,
430,665,,,,,,,,,,,1.99,0.5,16.47,2.3,,,,,,,,,,,,,,,,
431,665,,,,,,,,,,,1.6,0.5,16.33,1.5,,,,,,,,,,,,,,,,
432,649,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,
433,646,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,
434,649,,,,,,,3.22,,,,,,,,,,,,,,,,,,,,,,,
435,646,,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,
436,649,,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,
437,646,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
438,646,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,
439,649,,,,,,,4.28,,,,,,,,,,,,,,,,,,,,,,,
440,649,,,,,,,3.19,,,,,,,,,,,,,,,,,,,,,,,
441,649,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
442,649,,,,,,,3.64,,,,,,,,,,,,,,,,,,,,,,,
443,649,,,,,,,5.09,,,,,,,,,,,,,,,,,,,,,,,
444,649,,,,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,
445,660,,,,,,,,,,,1.02,1,3.97,0.8,,,0.96,,,,9.5,,,,,,,,,
446,653,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,
447,653,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,
448,653,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,
449,653,,,,,,,1.58,,,,,,,,,,,,,,,,,,,,,,,
450,653,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,
451,653,,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,,,
452,653,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,
453,653,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,
454,649,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,
455,649,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,
456,649,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,
457,649,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,
458,649,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,
459,649,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,
460,649,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,
461,649,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,
462,649,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,
463,649,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,
464,617,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,
465,617,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,
466,631,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,
467,631,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,
468,631,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,
469,631,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,
470,649,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,
471,649,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,
472,649,,,,,,,1.53,,,,,,,,,,,,,,,,,,,,,,,
473,646,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,
474,1010,,,,,,,,,,,3.66,1.3,20.56,2.4,,,,,,,,,,,,,,,,
475,1020,,,,,,,,,,,6.69,2.2,34.89,4.8,,,,,,,,,,,,,,,,
476,631,,,,,,,,,,,1.66,,12.93,,0.16,0.83,2.19,3.18,5.22,9.15,14.37,,,,,,,,,
477,631,,,,,,,,,,,2.38,,11.82,,0.32,0.65,0.81,1.78,2.09,4.26,6.35,,,,,,,,,
478,691,,,,,,8.18,0.01,,,,1.96,,,,,,,,,,,,,,,,,,,
479,691,,,,,,8.25,0.02,,,,2.15,,,,,,,,,,,,,,,,,,,
480,691,,,,,,4.6,0.04,,,,2.56,,,,,,,,,,,,,,,,,,,
481,691,,,,,,9.41,0.24,,,,5.22,,,,,,,,,,,,,,,,,,,
482,691,,,,,,12.77,0,,,,4.87,,,,,,,,,,,,,,,,,,,
483,682,,,,,,,0.07,,,,2.01,,10.35,,,,,,,,,,,,,,,,,
484,682,,,,,,,0.07,,,,1.66,,12.69,,,,,,,,,,,,,,,,,
485,639,,,,,,2.25,0.02,,,,,,,,,,,,,,,,,,,,,,,
486,630,,,,2.73,,,0.46,,,,,,,,,,,,,,,,,,,,,,,
487,630,,,,3.18,,,0.41,,,,,,,,,,,,,,,,,,,,,,,
488,640,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,
489,640,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,
494,646,,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,
495,646,,,,,,,2.14,,,,,,,,,,,,,,,,,,,,,,,
496,646,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,
497,649,,,,,,,2.73,,,,,,,,,,,,,,,,,,,,,,,
498,649,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,
499,649,,,,,,,3.36,,,,,,,,,,,,,,,,,,,,,,,
500,643,,,,,,,,,,,,,,2.6,0.9,1.7,2.1,4.7,,,11.6,,,,,,,,,
501,643,,,,,,,,,,,,,,3,0.6,1.3,3.3,5.2,,,15.3,,,,,,,,,
502,643,,,,,,,,,,,,,,1.9,0.4,1.9,0.7,3,,,19.3,,,,,,,,,
503,643,,,,,,,,,,,,,,2.6,0.5,1.9,3.6,6,,,18,,,,,,,,,
504,643,,,,,,,,,,,,,,2.6,0.7,2.9,2.4,6,,,20.9,,,,,,,,,
505,643,,,,,,,,,,,,,,4,1.1,2.2,5.5,8.8,,,26.6,,,,,,,,,
506,643,,,,,,,,,,,,,,4,0.6,1.6,1.2,3.4,,,34.6,,,,,,,,,
507,645,,,,,,,,,,,,,,2.8,0.4,1.1,0.5,2,,,6.9,,,,,,,,,
508,645,,,,,,,,,,,,,,2,0.6,1.2,1.3,3.1,,,7.8,,,,,,,,,
509,645,,,,,,,,,,,,,,3.1,0.2,1.1,2.3,3.6,,,7.9,,,,,,,,,
510,645,,,,,,,,,,,,,,2.9,0.4,1.1,1.5,3,,,10.3,,,,,,,,,
511,645,,,,,,,,,,,,,,3.5,0.4,2,0.9,3.3,,,11.4,,,,,,,,,
512,645,,,,,,,,,,,,,,3.1,0.4,1.7,1.1,3.2,,,13.8,,,,,,,,,
513,645,,,,,,,,,,,,,,1.9,0.6,1.8,2.1,4.5,,,13.2,,,,,,,,,
514,645,,,,,,,,,,,,,,4,0.4,1.5,1.4,3.3,,,14.7,,,,,,,,,
515,645,,,,,,,,,,,,,,3.5,0.4,1.7,3.2,5.3,,,14.2,,,,,,,,,
516,645,,,,,,,,,,,,,,1.5,0.3,1.2,1.6,3.1,,,17.3,,,,,,,,,
517,645,,,,,,,,,,,,,,2.4,0.4,1.2,1.1,2.7,,,18.1,,,,,,,,,
518,642,,,,,,,,,,,,,,2.2,0.6,1.2,0.8,2.6,,,21.1,,,,,,,,,
519,645,,,,,,,,,,,,,,3,0.7,2.1,3.1,5.9,,,21.2,,,,,,,,,
520,645,,,,,,,,,,,,,,5.3,0.6,2.2,2.5,5.3,,,33.6,,,,,,,,,
521,645,,,,,,,,,,,,,,2.8,0.2,1.1,1,2.3,,,55.3,,,,,,,,,
522,631,,,,,,,,,,,,,,1.5,0,0.6,0.4,1,,,0.1,,,,,,,,,
523,631,,,,,,,,,,,,,,0.7,0.3,0.6,1.1,2,,,1.1,,,,,,,,,
524,631,,,,,,,,,,,,,,0.6,0.2,0.3,0.9,1.4,,,2.4,,,,,,,,,
525,631,,,,,,,,,,,,,,1.7,0.3,1,0.5,1.8,,,3.9,,,,,,,,,
526,631,,,,,,,,,,,,,,1.1,0.2,0.6,1.9,2.7,,,4,,,,,,,,,
527,631,,,,,,,,,,,,,,1.1,0.5,1.9,4.5,6.9,,,3.5,,,,,,,,,
528,631,,,,,,,,,,,,,,2.7,0.1,1.1,2.7,3.9,,,6.5,,,,,,,,,
529,631,,,,,,,,,,,,,,0.8,0.2,0.4,0.7,1.3,,,9.4,,,,,,,,,
530,631,,,,,,,,,,,,,,0.4,0.2,1.3,3.2,4.7,,,6.7,,,,,,,,,
531,631,,,,,,,,,,,,,,2.1,0.1,2.2,4.4,6.7,,,9.7,,,,,,,,,
532,631,,,,,,,,,,,,,,1,0.1,0.9,0.8,1.8,,,0.7,,,,,,,,,
533,631,,,,,,,,,,,,,,1.5,0.5,0.8,0.3,1.6,,,1.1,,,,,,,,,
534,631,,,,,,,,,,,,,,1.5,0.3,0.8,0.7,1.8,,,1.9,,,,,,,,,
535,631,,,,,,,,,,,,,,1.2,0.4,1.4,1.1,2.9,,,5.3,,,,,,,,,
536,631,,,,,,,,,,,,,,1.6,0.2,0.7,0.8,1.7,,,7.7,,,,,,,,,
537,631,,,,,,,,,,,,,,1.8,0.2,0.7,0.5,1.4,,,9,,,,,,,,,
538,631,,,,,,,,,,,,,,1.2,0.5,1.4,4.6,6.5,,,4.3,,,,,,,,,
539,631,,,,,,,,,,,,,,1.2,0.5,1,1.1,2.6,,,8.9,,,,,,,,,
540,631,,,,,,,,,,,,,,1.7,0.1,0.5,0.8,1.4,,,10.9,,,,,,,,,
541,631,,,,,,,,,,,,,,0.8,0.7,2.3,2,5,,,13.6,,,,,,,,,
542,631,,,,,,,,,,,,,,1.9,0.9,1.7,3.6,6.2,,,14,,,,,,,,,
543,631,,,,,,,,,,,,,,1.9,0.2,1.1,1.7,3,,,35,,,,,,,,,
544,644,,,,,,,,,,,,,,1.8,0.5,0.7,0.2,1.4,,,0,,,,,,,,,
545,644,,,,,,,,,,,,,,1.6,0.5,1.2,1.2,2.9,,,2,,,,,,,,,
546,644,,,,,,,,,,,,,,2.3,0.5,1.9,2.1,4.5,,,0.8,,,,,,,,,
547,644,,,,,,,,,,,,,,2.4,0.7,1.3,3.1,5.1,,,7.5,,,,,,,,,
548,644,,,,,,,,,,,,,,2.2,0.2,1.5,4,5.7,,,7.7,,,,,,,,,
549,644,,,,,,,,,,,,,,1.8,0.3,1.5,3.5,5.3,,,16.9,,,,,,,,,
550,644,,,,,,,,,,,,,,0.5,0.1,1,4,5.1,,,18.3,,,,,,,,,
551,644,,,,,,,,,,,,,,1.6,0.6,5,2.2,7.8,,,16.1,,,,,,,,,
552,644,,,,,,,,,,,,,,3.2,0.5,2.1,4.4,7,,,17.7,,,,,,,,,
553,644,,,,,,,,,,,,,,1.7,0.3,1.7,1.9,3.9,,,22.1,,,,,,,,,
554,644,,,,,,,,,,,,,,1.5,0.3,0.7,0.8,1.8,,,25.5,,,,,,,,,
555,644,,,,,,,,,,,,,,1.9,0.4,2.7,3.5,6.6,,,23.1,,,,,,,,,
556,644,,,,,,,,,,,,,,2.5,0.5,2.9,12.9,16.3,,,20.6,,,,,,,,,
557,644,,,,,,,,,,,,,,1.3,0.7,2.9,6.7,10.3,,,27.9,,,,,,,,,
558,644,,,,,,,,,,,,,,2.1,0.5,2.1,6.5,9.1,,,50.2,,,,,,,,,
559,644,,,,,,,,,,,,,,1.4,1.5,4.4,10.3,16.2,,,47.9,,,,,,,,,
560,644,,,,,,,,,,,,,,4.6,1.5,3.1,11,15.6,,,55.9,,,,,,,,,
561,644,,,,,,,,,,,,,,2.7,0.3,1.5,4.3,6.1,,,67.8,,,,,,,,,
562,614,,,,,,,,,,,,,,1.4,0.4,1.2,0.8,2.4,,,0.5,,,,,,,,,
563,614,,,,,,,,,,,,,,2,0.9,1.8,1.2,3.9,,,0.6,,,,,,,,,
564,614,,,,,,,,,,,,,,1.4,0.4,0.7,1.3,2.4,,,3.9,,,,,,,,,
565,614,,,,,,,,,,,,,,0.9,0.5,1.5,0.8,2.8,,,3.8,,,,,,,,,
566,614,,,,,,,,,,,,,,1,0.4,0.9,1.2,2.5,,,5.3,,,,,,,,,
567,614,,,,,,,,,,,,,,2.4,0.4,1.1,3.6,5.1,,,3.2,,,,,,,,,
568,614,,,,,,,,,,,,,,2.8,0.5,1.5,4.2,6.2,,,4.2,,,,,,,,,
569,614,,,,,,,,,,,,,,1.9,0.2,0.8,1.2,2.2,,,8.8,,,,,,,,,
570,614,,,,,,,,,,,,,,2.7,0.3,1.1,0.4,1.8,,,11,,,,,,,,,
571,614,,,,,,,,,,,,,,1.1,0.3,1.9,2.9,5.1,,,8.1,,,,,,,,,
572,614,,,,,,,,,,,,,,2.1,0.5,1,0.8,2.3,,,11,,,,,,,,,
573,614,,,,,,,,,,,,,,2,0.4,2.4,5,7.8,,,8,,,,,,,,,
574,614,,,,,,,,,,,,,,2.4,0.8,1.8,3.7,6.3,,,9.9,,,,,,,,,
575,614,,,,,,,,,,,,,,2.7,0.5,2.7,8.7,11.9,,,5.4,,,,,,,,,
576,614,,,,,,,,,,,,,,0.3,0.3,2.3,2.5,5.1,,,14.7,,,,,,,,,
577,614,,,,,,,,,,,,,,3,0.4,1.9,6,8.3,,,17.3,,,,,,,,,
578,614,,,,,,,,,,,,,,1.1,0.4,1.9,2.5,4.8,,,21.8,,,,,,,,,
579,614,,,,,,,,,,,,,,1.2,0.2,1.1,1.9,3.2,,,38.8,,,,,,,,,
580,614,,,,,,,,,,,,,,2.2,0.5,1.8,5,7.3,,,45.6,,,,,,,,,
581,625,,,,,,,,,,,,,,1.3,0.5,0.7,0.9,2.1,,,1.4,,,,,,,,,
582,625,,,,,,,,,,,,,,0.7,0.2,0.4,0.7,1.3,,,2.7,,,,,,,,,
583,625,,,,,,,,,,,,,,1.4,0.6,0.9,3.8,5.3,,,1.8,,,,,,,,,
584,625,,,,,,,,,,,,,,2.4,0.3,1.2,5.1,6.6,,,5.4,,,,,,,,,
585,625,,,,,,,,,,,,,,1.5,0.3,0.3,1.5,2.1,,,10.6,,,,,,,,,
586,625,,,,,,,,,,,,,,2.2,0.5,1.9,4.3,6.7,,,6,,,,,,,,,
587,625,,,,,,,,,,,,,,1,0.2,0.8,3.7,4.7,,,8.1,,,,,,,,,
588,625,,,,,,,,,,,,,,1.9,0.4,1.9,8.5,10.8,,,2.3,,,,,,,,,
589,625,,,,,,,,,,,,,,1.5,0.2,0.8,1.7,2.7,,,10.5,,,,,,,,,
590,625,,,,,,,,,,,,,,2.5,0.1,1,3.3,4.4,,,12.7,,,,,,,,,
591,625,,,,,,,,,,,,,,2.1,0.4,2.1,2.6,5.1,,,13.4,,,,,,,,,
592,625,,,,,,,,,,,,,,1.7,0.5,1.7,1.9,4.1,,,15.1,,,,,,,,,
593,625,,,,,,,,,,,,,,1.5,0.6,1.9,6.2,8.7,,,10.8,,,,,,,,,
594,625,,,,,,,,,,,,,,1.9,0.3,1.4,4.5,6.2,,,14.3,,,,,,,,,
595,625,,,,,,,,,,,,,,1.4,0.2,1.1,2.9,4.2,,,17.7,,,,,,,,,
596,625,,,,,,,,,,,,,,2.3,0.3,1.4,8.1,9.8,,,12.8,,,,,,,,,
597,625,,,,,,,,,,,,,,2,0.3,1.2,5.3,6.8,,,17.1,,,,,,,,,
598,625,,,,,,,,,,,,,,2.8,0.5,1.7,1.3,3.5,,,20.8,,,,,,,,,
599,625,,,,,,,,,,,,,,2.1,0.3,0.8,0.4,1.5,,,26.3,,,,,,,,,
600,625,,,,,,,,,,,,,,2.1,1.2,3.1,3.1,7.4,,,20.9,,,,,,,,,
601,625,,,,,,,,,,,,,,1.2,0.3,1.4,2.1,3.8,,,26.4,,,,,,,,,
602,625,,,,,,,,,,,,,,2.2,0.2,1,1.2,2.4,,,29.3,,,,,,,,,
603,625,,,,,,,,,,,,,,1.2,0.5,1.5,5,7,,,25,,,,,,,,,
604,625,,,,,,,,,,,,,,2.5,0.2,0.7,1.2,2.1,,,30.2,,,,,,,,,
605,625,,,,,,,,,,,,,,2.3,0.3,1.7,3.2,5.2,,,28.1,,,,,,,,,
606,625,,,,,,,,,,,,,,1.6,0.3,0.8,2.4,3.5,,,31.2,,,,,,,,,
607,639,,,,,,,,,,,,,,1.3,0.3,0.6,0.6,1.5,,,0.1,,,,,,,,,
608,639,,,,,,,,,,,,,,2.9,0.4,1.9,3.3,5.6,,,0.9,,,,,,,,,
609,639,,,,,,,,,,,,,,2.5,0.2,1.8,1.6,3.6,,,2.9,,,,,,,,,
610,639,,,,,,,,,,,,,,1.2,0.1,0.4,1.4,1.9,,,6.3,,,,,,,,,
611,639,,,,,,,,,,,,,,0.9,0.2,1,3.3,4.5,,,4.5,,,,,,,,,
612,639,,,,,,,,,,,,,,2.2,0.6,1.5,2.9,5,,,4.3,,,,,,,,,
613,639,,,,,,,,,,,,,,3.3,0.8,2,3.3,6.1,,,5.1,,,,,,,,,
