east_ae,north_ae,subplot_id,year,network,site,plot,subplot,EVG,EVG_Na,EVG_Phys,SAFSRM,soil_depth,tree_live_ttl_bio,tree_fol_bio,tree_live_1hr_bio,tree_live_10hr_bio,tree_live_100hr_bio,tree_live_1000hr_bio,tree_dead_1hr_bio,tree_dead_10hr_bio,shrub_bio_ttl,shrub_1hr,shrub_10hr,dwd_fuel_10h,dwd_fuel_100h,,dwd_fuel_1000h_s,,dwd_fuel_1000h_r,,tree_ltr_ld,tree_duff_ld,tree_ltr_depth,tree_duff_depth,herb_fuel_live_wd,herb_fuel_dead_wd,ispace_litter_load_wd,herb_fuel_stand_wd,herb_fuel_live_ss,herb_fuel_dead_ss,ispace_litter_load_ss,herb_fuel_stand_ss
-1619330.33263000000,382198.12549100000,PJ-MC-MC031,6,PJ,MC,mech,31,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,7.518,1.824,0.667,0.962,1.593,2.472,0.177,0.162,0,0,0,0.333,882,0.882,0,0,0,0,4.982,1.639,5.2,1.3,0.216,0.171,0.36,NA,0.405,0.32,0.675,NA
-1619330.33263000000,382198.12549100000,PJ-MC-MC031,7,PJ,MC,mech,31,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.098,-1.163,-0.981,0.887,1764,1.764,4572,4.572,0,0,6.549,2.692,3.5,1.4,0.227,0.056,0.176,NA,0.425,0.105,0.33,NA
-1619330.33263000000,382198.12549100000,PJ-MC-MC031,8,PJ,MC,mech,31,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.128,-1.597,-1.422,1.095,1103,1.103,4467,4.467,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1619330.33263000000,382198.12549100000,PJ-MC-MC031,9,PJ,MC,mech,31,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.742,-1.639,-1.763,0.832,441,0.441,2937,2.937,0,0,NA,NA,NA,NA,0.723,0.016,0.453,NA,1.355,0.03,0.85,NA
-1619330.33263000000,382198.12549100000,PJ-MC-MC031,10,PJ,MC,mech,31,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.564,-2.018,-2.04,2.037,2206,2.206,3802,3.802,0,0,NA,NA,NA,NA,0.68,0.283,0.571,NA,1.275,0.53,1.07,NA
-1619330.33263000000,382198.12549100000,PJ-MC-MC031,12,PJ,MC,mech,31,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57,1.654,1.803,0.707,1103,1.103,2273,2.273,0,0,NA,NA,NA,NA,0.283,0.197,0.611,NA,0.53,0.37,1.145,NA
-1619330.33263000000,382198.12549100000,PJ-MC-MC031,16,PJ,MC,mech,31,623,Low Sagebrush Shrubland and Steppe,Shrubland,SRM 406: Low Sagebrush,NA,0.037,0.014,0.004,0.006,0.008,0.005,0,0,-6.197,-2.216,-2.245,0.721,1544,1.544,5095,5.095,0,0,NA,NA,NA,NA,0.285,0.032,0.213,NA,0.535,0.06,0.4,NA
-1619213.74860000000,382180.35147200000,PJ-MC-MC033,6,PJ,MC,mech,33,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,32.25,6.128,3.401,3.884,7.028,11.809,1.099,1.398,0,0,0,2.176,1985,1.985,477,0.477,158,0.158,11.765,2.54,5.1,0.7,0.04,0.109,1.896,NA,0.075,0.205,3.555,NA
-1619213.74860000000,382180.35147200000,PJ-MC-MC033,7,PJ,MC,mech,33,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.891,1.005,0.953,0.693,2867,2.867,15307,15.307,0,0,NA,NA,4.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA
-1619213.74860000000,382180.35147200000,PJ-MC-MC033,8,PJ,MC,mech,33,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.116,1.088,0.967,1.622,4191,4.191,15219,15.219,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1619213.74860000000,382180.35147200000,PJ-MC-MC033,9,PJ,MC,mech,33,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.944,1.542,1.748,2.772,3860,3.86,7394,7.394,0,0,NA,NA,NA,NA,0.253,0,0.115,NA,0.475,0,0.215,NA
-1619213.74860000000,382180.35147200000,PJ-MC-MC033,10,PJ,MC,mech,33,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.798,1.587,1.549,4.144,8271,8.271,13443,13.443,0,0,NA,NA,NA,NA,0.488,0.168,0.621,NA,0.915,0.315,1.165,NA
-1619213.74860000000,382180.35147200000,PJ-MC-MC033,11,PJ,MC,mech,33,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.341,0.016,0.003,NA,0.64,0.03,0.005,NA
-1619213.74860000000,382180.35147200000,PJ-MC-MC033,12,PJ,MC,mech,33,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.572,-1.141,-1.227,1.428,2426,2.426,9387,9.387,634,0.634,NA,NA,NA,NA,0.341,0.016,0.003,NA,0.64,0.03,0.005,NA
-1619213.74860000000,382180.35147200000,PJ-MC-MC033,13,PJ,MC,mech,33,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.133,0.088,0.024,NA,0.25,0.165,0.045,NA
-1619213.74860000000,382180.35147200000,PJ-MC-MC033,14,PJ,MC,mech,33,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,0.203,0.037,NA,NA,0.38,0.07,NA,NA
-1619213.74860000000,382180.35147200000,PJ-MC-MC033,16,PJ,MC,mech,33,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,0.117,0.048,0.013,0.019,0.025,0.012,0,0,6.611,2.024,2.331,0.845,3970,3.97,10147,10.147,0,0,NA,NA,NA,NA,0.331,0.043,0.464,NA,0.62,0.08,0.87,NA
-1619213.74860000000,382180.35147200000,PJ-MC-MC033,17,PJ,MC,mech,33,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,NA,NA,1.334,0.467,NA,NA,2.5,0.875
-1619161.33829000000,382164.17584100000,PJ-MC-MC034,6,PJ,MC,mech,34,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,90,46.418,9.18,4.501,5.495,9.973,17.269,1.501,1.741,0,0,0,0.679,2206,2.206,1398,1.398,0,0,17.29,10.014,4.4,1.7,0.024,0.032,1.288,NA,0.045,0.06,2.415,NA
-1619161.33829000000,382164.17584100000,PJ-MC-MC034,7,PJ,MC,mech,34,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389,0.138,0.127,1.469,1654,1.654,14360,14.36,0,0,NA,NA,5.9,0.4,NA,NA,NA,NA,NA,NA,NA,NA
-1619161.33829000000,382164.17584100000,PJ-MC-MC034,8,PJ,MC,mech,34,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.101,-0.393,-0.41,1.663,4632,4.632,11104,11.104,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1619161.33829000000,382164.17584100000,PJ-MC-MC034,9,PJ,MC,mech,34,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.159,-0.388,-0.404,1.746,4521,4.521,13429,13.429,0,0,NA,NA,NA,NA,0.539,0.008,0.077,NA,1.01,0.015,0.145,NA
-1619161.33829000000,382164.17584100000,PJ-MC-MC034,10,PJ,MC,mech,34,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.262,-0.424,-0.428,3.437,7058,7.058,13304,13.304,0,0,NA,NA,NA,NA,0.459,0.032,3.864,NA,0.86,0.06,7.245,NA
-1619161.33829000000,382164.17584100000,PJ-MC-MC034,12,PJ,MC,mech,34,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.695,0.554,0.572,1.123,5073,5.073,13291,13.291,0,0,NA,NA,NA,NA,0.52,0.211,1.47,NA,0.975,0.395,2.755,NA
-1619161.33829000000,382164.17584100000,PJ-MC-MC034,16,PJ,MC,mech,34,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,0.089,0.038,0.01,0.014,0.019,0.008,0,0,-1.958,-0.625,-0.657,1.719,5404,5.404,10847,10.847,200,0.2,NA,NA,NA,NA,0.443,0.043,0.832,NA,0.83,0.08,1.56,NA
-1619101.84569000000,382158.24586500000,PJ-MC-MC035,6,PJ,MC,mech,35,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,32.754,6.647,3.478,4.113,7.171,11.345,0.898,1.118,0,0,0,0.762,2206,2.206,2052,2.052,0,0,12.882,2.023,4,0.6,0.032,0.051,0.565,NA,0.06,0.095,1.059,NA
-1619101.84569000000,382158.24586500000,PJ-MC-MC035,7,PJ,MC,mech,35,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.726,-1.002,-0.874,1.206,4191,4.191,10841,10.841,0,0,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1619101.84569000000,382158.24586500000,PJ-MC-MC035,8,PJ,MC,mech,35,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.554,-0.921,-1.039,1.331,5955,5.955,13114,13.114,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1619101.84569000000,382158.24586500000,PJ-MC-MC035,9,PJ,MC,mech,35,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.038,-0.33,-0.59,3.714,6065,6.065,15587,15.587,0,0,NA,NA,NA,NA,0.277,0.008,0.12,NA,0.52,0.015,0.225,NA
-1619101.84569000000,382158.24586500000,PJ-MC-MC035,10,PJ,MC,mech,35,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.843,1.684,1.763,2.453,5293,5.293,20945,20.945,0,0,NA,NA,NA,NA,0.28,0.08,1.99,NA,0.525,0.15,3.73,NA
-1619101.84569000000,382158.24586500000,PJ-MC-MC035,12,PJ,MC,mech,35,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.557,1.823,1.881,1.067,6727,6.727,12025,12.025,0,0,NA,NA,NA,NA,0.403,0.373,0.381,NA,0.755,0.7,0.715,NA
-1619101.84569000000,382158.24586500000,PJ-MC-MC035,16,PJ,MC,mech,35,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,0.176,0.084,0.018,0.029,0.035,0.01,0.001,0,-5.229,-1.675,-1.585,1.497,5624,5.624,11167,11.167,0,0,NA,NA,NA,NA,0.331,0.131,0.203,NA,0.62,0.245,0.38,NA
-1619211.09363000000,382221.57309200000,PJ-MC-MC038,6,PJ,MC,mech,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,41.472,7.996,4.18,4.944,8.986,15.366,1.292,1.547,0,0,0,0.859,993,0.993,0,0,0,0,14.237,6.28,5.2,2.1,0,0.016,1.058,NA,0,0.03,1.983,NA
-1619211.09363000000,382221.57309200000,PJ-MC-MC038,7,PJ,MC,mech,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.466,0.18,0.17,2.37,2978,2.978,6068,6.068,0,0,19.527,1.429,3.7,0.3,NA,0.013,0.013,NA,NA,0.025,0.025,NA
-1619211.09363000000,382221.57309200000,PJ-MC-MC038,8,PJ,MC,mech,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.309,0.476,0.484,1.4,4632,4.632,11522,11.522,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA
-1619211.09363000000,382221.57309200000,PJ-MC-MC038,9,PJ,MC,mech,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.527,-0.755,-0.828,1.303,5183,5.183,16719,16.719,0,0,NA,NA,NA,NA,0.509,0,0.373,NA,0.955,0,0.7,NA
-1619211.09363000000,382221.57309200000,PJ-MC-MC038,10,PJ,MC,mech,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.479,0.75,0.777,3.077,5183,5.183,10045,10.045,0,0,NA,NA,NA,NA,0.685,0.285,3.246,NA,1.285,0.535,6.085,NA
-1619211.09363000000,382221.57309200000,PJ-MC-MC038,12,PJ,MC,mech,38,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.342,0.961,1.05,1.649,7168,7.168,9746,9.746,0,0,NA,NA,NA,NA,0.427,0.373,0.68,NA,0.8,0.7,1.275,NA
-1619146.01950000000,382228.39555000000,PJ-MC-MC039,6,PJ,MC,mech,39,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,27.871,5.815,2.729,3.428,6.023,9.876,0.756,0.842,0,0,0,1.843,1103,1.103,0,0,200,0.2,14.688,1.256,4.7,0.6,0.08,0.107,0.8,NA,0.15,0.2,1.5,NA
-1619146.01950000000,382228.39555000000,PJ-MC-MC039,7,PJ,MC,mech,39,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.949,-0.356,-0.35,0.679,2978,2.978,11055,11.055,0,0,NA,NA,4.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA
-1619146.01950000000,382228.39555000000,PJ-MC-MC039,8,PJ,MC,mech,39,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.435,-0.534,-0.51,0.984,2536,2.536,6299,6.299,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1619146.01950000000,382228.39555000000,PJ-MC-MC039,9,PJ,MC,mech,39,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.611,-0.86,-0.931,0.915,2757,2.757,5207,5.207,0,0,NA,NA,NA,NA,0.963,0.019,0.267,NA,1.805,0.035,0.5,NA
-1619146.01950000000,382228.39555000000,PJ-MC-MC039,10,PJ,MC,mech,39,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.32,-0.801,-0.759,2.384,4742,4.742,7259,7.259,0,0,NA,NA,NA,NA,0.576,0.205,1.934,NA,1.08,0.385,3.625,NA
-1619146.01950000000,382228.39555000000,PJ-MC-MC039,12,PJ,MC,mech,39,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.285,1.039,1.199,1.483,3860,3.86,16715,16.715,0,0,NA,NA,NA,NA,0.363,0.211,0.448,NA,0.68,0.395,0.84,NA
-1619146.01950000000,382228.39555000000,PJ-MC-MC039,16,PJ,MC,mech,39,630,Pinyon-Juniper Woodland,Conifer,SRM 412: Juniper-Pinyon Woodland,NA,0.116,0.049,0.012,0.019,0.024,0.012,0,0,-2.629,-0.894,-0.965,0.693,3308,3.308,8512,8.512,0,0,NA,NA,0,3,0.197,0.093,0.84,NA,0.37,0.175,1.575,NA
-1619191.78370000000,382155.83014900000,PJ-MC-MC041,6,PJ,MC,mech,41,635,Western Riparian Woodland and Shrubland,Riparian,SAF 235: Cottonwood-Willow,NA,36.406,7,3.833,4.427,7.952,13.194,1.099,1.375,0,0,0,0.721,1875,1.875,931,0.931,0,0,19.102,4.333,4.7,1.1,0.035,0.088,0.604,NA,0.065,0.165,1.132,NA
-1619191.78370000000,382155.83014900000,PJ-MC-MC041,7,PJ,MC,mech,41,635,Western Riparian Woodland and Shrubland,Riparian,SAF 235: Cottonwood-Willow,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.924,-0.659,-0.51,1.455,1654,1.654,15518,15.518,0,0,NA,NA,3.6,0.1,NA,NA,NA,NA,NA,NA,NA,NA
-1619191.78370000000,382155.83014900000,PJ-MC-MC041,8,PJ,MC,mech,41,635,Western Riparian Woodland and Shrubland,Riparian,SAF 235: Cottonwood-Willow,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.272,-1.868,-1.992,1.719,2867,2.867,16758,16.758,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1619191.78370000000,382155.83014900000,PJ-MC-MC041,9,PJ,MC,mech,41,635,Western Riparian Woodland and Shrubland,Riparian,SAF 235: Cottonwood-Willow,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.627,-1.425,-1.648,1.816,3970,3.97,17238,17.238,0,0,NA,NA,NA,NA,0.168,0.003,0.045,NA,0.315,0.005,0.085,NA
-1619191.78370000000,382155.83014900000,PJ-MC-MC041,10,PJ,MC,mech,41,635,Western Riparian Woodland and Shrubland,Riparian,SAF 235: Cottonwood-Willow,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.58,-2.633,-3.032,5.863,6286,6.286,26829,26.829,0,0,NA,NA,NA,NA,0.389,0.091,1.798,NA,0.73,0.17,3.37,NA
-1619191.78370000000,382155.83014900000,PJ-MC-MC041,12,PJ,MC,mech,41,635,Western Riparian Woodland and Shrubland,Riparian,SAF 235: Cottonwood-Willow,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.467,1.936,2.05,1.192,3750,3.75,16995,16.995,0,0,NA,NA,NA,NA,0.152,0.115,0.259,NA,0.285,0.215,0.485,NA
-1619191.78370000000,382155.83014900000,PJ-MC-MC041,16,PJ,MC,mech,41,635,Western Riparian Woodland and Shrubland,Riparian,SAF 235: Cottonwood-Willow,NA,0.281,0.079,0.033,0.043,0.063,0.063,0.001,0.002,-8.46,-2.568,-2.611,0.527,3088,3.088,7940,7.94,0,0,NA,NA,0,2,0.184,0.144,0.995,NA,0.345,0.27,1.865,NA
-1773643.77762000000,1351304.85270000000,SW-MO-BC011,7,SW,MO,burn,11,618,Grassland and Steppe,Shrubland,SRM 106: Bluegrass Scabland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.087,-0.897,-0.373,0.527,221,0.221,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.615,0.325,0.61,NA
-1773643.77762000000,1351304.85270000000,SW-MO-BC011,8,SW,MO,burn,11,618,Grassland and Steppe,Shrubland,SRM 106: Bluegrass Scabland,58,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,0.495,0.635,0.355,NA
-1773643.77762000000,1351304.85270000000,SW-MO-BC011,9,SW,MO,burn,11,618,Grassland and Steppe,Shrubland,SRM 106: Bluegrass Scabland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.135,0.43,NA
-1773643.77762000000,1351304.85270000000,SW-MO-BC011,10,SW,MO,burn,11,618,Grassland and Steppe,Shrubland,SRM 106: Bluegrass Scabland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.43,551,0.551,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.145,0.055,NA
-1773643.77762000000,1351304.85270000000,SW-MO-BC011,11,SW,MO,burn,11,618,Grassland and Steppe,Shrubland,SRM 106: Bluegrass Scabland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.152,110,0.11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.07,0.035,NA
-1773643.77762000000,1351304.85270000000,SW-MO-BC011,12,SW,MO,burn,11,618,Grassland and Steppe,Shrubland,SRM 106: Bluegrass Scabland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.139,1213,1.213,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.335,0.31,0.08,NA
-1773643.77762000000,1351304.85270000000,SW-MO-BC011,15,SW,MO,burn,11,618,Grassland and Steppe,Shrubland,SRM 106: Bluegrass Scabland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.499,662,0.662,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.615,0.63,0.135,NA
-1773604.21952000000,1351301.68065000000,SW-MO-BC012,7,SW,MO,burn,12,618,Grassland and Steppe,Shrubland,SRM 106: Bluegrass Scabland,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.353,-1.399,-0.593,0.832,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.355,0.345,NA
-1773604.21952000000,1351301.68065000000,SW-MO-BC012,8,SW,MO,burn,12,618,Grassland and Steppe,Shrubland,SRM 106: Bluegrass Scabland,51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.18,0.17,NA
-1773604.21952000000,1351301.68065000000,SW-MO-BC012,9,SW,MO,burn,12,618,Grassland and Steppe,Shrubland,SRM 106: Bluegrass Scabland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,0.055,0.09,0.19,NA
-1773604.21952000000,1351301.68065000000,SW-MO-BC012,10,SW,MO,burn,12,618,Grassland and Steppe,Shrubland,SRM 106: Bluegrass Scabland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.499,221,0.221,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.14,0.105,NA
-1773604.21952000000,1351301.68065000000,SW-MO-BC012,11,SW,MO,burn,12,618,Grassland and Steppe,Shrubland,SRM 106: Bluegrass Scabland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.249,772,0.772,211,0.211,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.425,0.225,0.07,NA
-1773604.21952000000,1351301.68065000000,SW-MO-BC012,12,SW,MO,burn,12,618,Grassland and Steppe,Shrubland,SRM 106: Bluegrass Scabland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.249,551,0.551,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.37,0.545,0.23,NA
-1773604.21952000000,1351301.68065000000,SW-MO-BC012,15,SW,MO,burn,12,618,Grassland and Steppe,Shrubland,SRM 106: Bluegrass Scabland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.139,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.405,0.13,NA
-1773713.60505000000,1351423.31881000000,SW-MO-BC025,7,SW,MO,burn,25,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.667,-2.221,-0.979,1.192,882,0.882,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.475,0.575,0.42,NA
-1773713.60505000000,1351423.31881000000,SW-MO-BC025,8,SW,MO,burn,25,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.125,0.35,NA
-1773713.60505000000,1351423.31881000000,SW-MO-BC025,9,SW,MO,burn,25,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,#VALUE!,NA,#VALUE!,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,0.305,0.905,0.555,NA
-1773713.60505000000,1351423.31881000000,SW-MO-BC025,10,SW,MO,burn,25,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.471,441,0.441,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.14,0.11,NA
-1773713.60505000000,1351423.31881000000,SW-MO-BC025,11,SW,MO,burn,25,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.305,551,0.551,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.135,0.065,NA
-1773713.60505000000,1351423.31881000000,SW-MO-BC025,12,SW,MO,burn,25,604,Big Sagebrush Shrubland and Steppe,Shrubland,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.582,772,0.772,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.305,0.52,0.565,NA
