"fuelType","distr","n.obs","prop0","param1.est","param1.sd","param1.cv","param2.est","param2.sd","param2.cv","KS.pVal","equivalence.val","distr.fit.class"
"us_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ms_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"os_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_crown_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_summed_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_entered_Mgha","gammaLL",151,0.007,1.012,0.105,0.104,0.005,0.001,0.135,0.006,0.023,NA
"tree_loading_Mgha","gammaLL",151,0.007,1.012,0.108,0.107,0.005,0.001,0.137,0.006,0.023,NA
"snag_loading_Mgha","gammaLL",115,0.216,0.752,0.09,0.119,0.03,0.005,0.162,0.028,0.022,"Good"
"shrub_loading_Mgha","gammaLL",172,0.023,1.295,0.132,0.102,0.402,0.05,0.124,0,0.03,NA
"herb_loading_Mgha","gammaLL",174,0.011,1.523,0.156,0.102,2.562,0.308,0.12,0.005,0.021,NA
"X1hr_loading_Mgha","lnormLL",257,0.004,-0.435,0.085,-0.196,1.357,0.059,0.044,0.038,0.006,NA
"X10hr_loading_Mgha","gammaLL",1091,0.007,1.571,0.062,0.039,0.531,0.024,0.046,0.01,0.008,NA
"X100hr_loading_Mgha","gammaLL",1063,0.036,1.755,0.07,0.04,0.253,0.012,0.046,0.05,0.011,NA
"fwd_loading_summed_Mgha","gammaLL",258,0,1.281,0.102,0.08,0.093,0.009,0.098,0.003,0.02,NA
"fwd_loading_entered_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fwd_loading_Mgha","gammaLL",258,0,1.281,0.103,0.08,0.093,0.009,0.099,0.005,0.02,NA
"X1000hrS_loading_Mgha","gammaLL",787,0.092,1.407,0.064,0.046,0.168,0.009,0.055,0.008,0.011,NA
"X1000hrR_loading_Mgha","lnormLL",262,0.698,0.933,0.054,0.058,0.898,0.039,0.044,0.341,0.005,"Good"
"X1000hr_loading_summed_Mgha","gammaLL",812,0.061,1.548,0.071,0.046,0.167,0.009,0.054,0.14,0.006,"Excellent"
"X1000hr_loading_entered_Mgha","gammaLL",90,0.069,1.762,0.26,0.148,0.059,0.01,0.171,0.156,0.022,"Good"
"X1000hr_loading_Mgha","gammaLL",894,0.062,1.417,0.062,0.043,0.134,0.007,0.052,0.083,0.009,"Excellent"
"X10KhrS_loading_Mgha","lnormLL",668,0.231,3.024,0.032,0.01,0.831,0.023,0.027,0.006,0.009,NA
"X10KhrR_loading_Mgha","lnormLL",269,0.688,2.577,0.045,0.017,0.741,0.032,0.044,0.071,0.006,"Good"
"X10Khr_loading_summed_Mgha","gammaLL",749,0.134,1.962,0.096,0.049,0.063,0.004,0.056,0.025,0.009,NA
"X10Khr_loading_entered_Mgha","lnormLL",70,0.18,3.17,0.114,0.036,0.947,0.079,0.084,0.753,0.017,"Good"
"X10Khr_loading_Mgha","gammaLL",819,0.138,1.874,0.086,0.046,0.059,0.003,0.053,0.007,0.011,NA
"GT10KhrS_loading_Mgha","lnormLL",405,0.528,3.997,0.042,0.01,0.833,0.029,0.035,0,0.014,NA
"GT10KhrR_loading_Mgha","lnormLL",164,0.811,3.566,0.058,0.016,0.734,0.041,0.055,0,0.022,"Good"
"GT10Khr_loading_Mgha","lnormLL",491,0.429,4.026,0.037,0.009,0.834,0.027,0.032,0,0.01,NA
"cwd_sound_loading_Mgha","gammaLL",1047,0.142,0.89,0.034,0.038,0.014,0.001,0.051,0.507,0.005,"Excellent"
"cwd_rotten_loading_Mgha","gammaLL",629,0.455,0.784,0.039,0.049,0.011,0.001,0.068,0,0.016,NA
"cwd_loading_summedByPieceSizeClass_Mgha","gammaLL",850,0.012,1.191,0.052,0.043,0.015,0.001,0.054,0.826,0.001,"Excellent"
"cwd_loading_summedBySR_Mgha","gammaLL",1155,0.008,1.067,0.039,0.036,0.011,0.001,0.046,0.077,0.007,"Excellent"
"cwd_loading_entered_Mgha","gammaLL",1296,0.008,1.013,0.036,0.035,0.011,0.001,0.045,0.059,0.007,"Excellent"
"cwd_loading_Mgha","gammaLL",1307,0.008,1.015,0.035,0.035,0.011,0.001,0.044,0.042,0.007,NA
"lichen_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moss_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_depth_cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_loading_Mgha","gammaLL",160,0,3.54,0.391,0.11,0.388,0.046,0.119,0.928,0.007,"Excellent"
"duff_depth_cm","gammaLL",72,0,1.989,0.333,0.167,0.34,0.065,0.191,0.84,0.007,"Good"
"duff_loading_Mgha","gammaLL",161,0,1.359,0.141,0.104,0.05,0.006,0.125,0.539,0.003,"Excellent"
