"fuelType","distr","n.obs","prop0","param1.est","param1.sd","param1.cv","param2.est","param2.sd","param2.cv","KS.pVal","equivalence.val","distr.fit.class"
"us_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ms_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"os_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_crown_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_summed_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_entered_Mgha","gammaLL",204,0.037,0.976,0.084,0.086,0.006,0.001,0.113,0.061,0.01,"Excellent"
"tree_loading_Mgha","gammaLL",204,0.037,0.976,0.088,0.091,0.006,0.001,0.117,0.065,0.01,"Excellent"
"snag_loading_Mgha","lnormLL",138,0.305,1.995,0.118,0.059,1.375,0.082,0.06,0.697,0.007,"Good"
"shrub_loading_Mgha","gammaLL",261,0.026,1.652,0.137,0.083,0.595,0.058,0.097,0,0.014,"Good"
"herb_loading_Mgha","gammaLL",463,0.015,1.305,0.078,0.06,2.722,0.196,0.072,0.022,0.015,"Good"
"herb_percentlive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1hr_loading_Mgha","gammaLL",770,0.038,1.252,0.059,0.047,1.56,0.089,0.057,0,0.006,"Good"
"X10hr_loading_Mgha","gammaLL",890,0.03,1.499,0.066,0.044,0.511,0.026,0.052,0,0.014,"Good"
"X100hr_loading_Mgha","gammaLL",831,0.103,1.555,0.071,0.046,0.244,0.013,0.054,0.005,0.007,"Good"
"fwd_loading_summed_Mgha","gammaLL",791,0.011,1.536,0.071,0.046,0.157,0.009,0.054,0.003,0.01,"Good"
"fwd_loading_entered_Mgha","gammaLL",239,0.004,1.523,0.128,0.084,0.141,0.014,0.099,0.429,0.011,"Excellent"
"fwd_loading_Mgha","gammaLL",805,0.011,1.507,0.07,0.046,0.149,0.008,0.055,0.006,0.009,"Good"
"X1000hrS_loading_Mgha","lnormLL",251,0.333,1.312,0.065,0.049,1.043,0.046,0.045,0.037,0.008,"Good"
"X1000hrR_loading_Mgha","lnormLL",224,0.384,1.117,0.066,0.059,0.981,0.046,0.047,0.026,0.01,"Good"
"X1000hr_loading_summed_Mgha","gammaLL",304,0.159,1.207,0.088,0.073,0.153,0.014,0.09,0.058,0.016,"Excellent"
"X1000hr_loading_entered_Mgha","gammaLL",61,0,1.332,0.241,0.181,0.048,0.011,0.219,0.665,0.016,"Good"
"X1000hr_loading_Mgha","lnormLL",357,0.136,1.76,0.058,0.033,1.103,0.041,0.037,0.081,0.01,"Excellent"
"X10KhrS_loading_Mgha","lnormLL",115,0.673,2.697,0.084,0.031,0.907,0.059,0.065,0.569,0.01,"Good"
"X10KhrR_loading_Mgha","lnormLL",144,0.591,2.479,0.055,0.022,0.663,0.039,0.059,0.296,0.004,"Good"
"X10Khr_loading_summed_Mgha","lnormLL",217,0.381,2.711,0.056,0.021,0.83,0.04,0.048,0.568,0.003,"Excellent"
"X10Khr_loading_entered_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10Khr_loading_Mgha","lnormLL",223,0.386,2.726,0.056,0.02,0.834,0.04,0.047,0.702,0.003,"Excellent"
"GT10KhrS_loading_Mgha","lnormLL",53,0.847,3.78,0.112,0.03,0.817,0.079,0.097,0.509,0.023,"Good"
"GT10KhrR_loading_Mgha","lnormLL",53,0.849,3.309,0.1,0.03,0.719,0.07,0.097,0.163,0.029,"Good"
"GT10Khr_loading_Mgha","lnormLL",97,0.719,3.588,0.081,0.023,0.802,0.059,0.073,0.288,0.02,"Good"
"cwd_sound_loading_Mgha","lnormLL",436,0.284,1.94,0.066,0.034,1.38,0.047,0.034,0.016,0.003,"Good"
"cwd_rotten_loading_Mgha","gammaLL",465,0.269,0.939,0.054,0.058,0.052,0.004,0.076,0.049,0.014,"Good"
"cwd_loading_summedByPieceSizeClass_Mgha","gammaLL",311,0.105,0.839,0.059,0.07,0.023,0.002,0.095,0.161,0.016,"Excellent"
"cwd_loading_summedBySR_Mgha","gammaLL",571,0.084,0.972,0.052,0.053,0.034,0.002,0.068,0.046,0.009,"Good"
"cwd_loading_entered_Mgha","gammaLL",488,0.099,0.874,0.049,0.056,0.034,0.003,0.074,0.062,0.013,"Excellent"
"cwd_loading_Mgha","gammaLL",765,0.084,0.916,0.041,0.045,0.034,0.002,0.06,0.013,0.011,"Good"
"lichen_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moss_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_depth_cm","gammaLL",232,0.009,2.305,0.206,0.089,1.741,0.176,0.101,0.06,0.008,"Excellent"
"litter_loading_Mgha","gammaLL",450,0.002,2.136,0.134,0.063,0.324,0.023,0.071,0.018,0.007,"Good"
"duff_depth_cm","gammaLL",270,0.011,2.24,0.186,0.083,0.769,0.072,0.093,0.023,0.012,"Good"
"duff_loading_Mgha","gammaLL",523,0.024,1.291,0.072,0.056,0.056,0.004,0.068,0.069,0.007,"Excellent"
