"fuelType","distr","n.obs","prop0","param1.est","param1.sd","param1.cv","param2.est","param2.sd","param2.cv","KS.pVal","equivalence.val","distr.fit.class"
"us_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ms_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"os_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_crown_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_summed_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_entered_Mgha","gammaLL",77,0.025,1.623,0.255,0.157,0.015,0.003,0.182,0.553,0.006,"Good"
"tree_loading_Mgha","gammaLL",77,0.025,1.623,0.256,0.158,0.015,0.003,0.183,0.557,0.006,"Good"
"snag_loading_Mgha","lnormLL",64,0.177,2.643,0.159,0.06,1.267,0.113,0.09,0.592,0.007,"Good"
"shrub_loading_Mgha","gammaLL",77,0.072,1.916,0.306,0.16,0.997,0.183,0.183,0,0.046,"Good"
"herb_loading_Mgha","gammaLL",83,0.024,0.942,0.136,0.144,2.727,0.518,0.19,0.568,0.006,"Good"
"herb_percentlive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1hr_loading_Mgha","lnormLL",153,0.078,-1.648,0.099,-0.06,1.235,0.072,0.058,0.209,0.007,"Excellent"
"X10hr_loading_Mgha","lnormLL",259,0.044,0.436,0.065,0.149,1.048,0.046,0.044,0.018,0.008,"Good"
"X100hr_loading_Mgha","lnormLL",233,0.14,1.182,0.055,0.046,0.822,0.038,0.046,0.208,0.006,"Excellent"
"fwd_loading_summed_Mgha","gammaLL",164,0.006,1.139,0.117,0.103,0.226,0.029,0.129,0.029,0.018,"Good"
"fwd_loading_entered_Mgha","gammaLL",85,0,1.438,0.211,0.147,0.271,0.048,0.176,0.133,0.018,"Good"
"fwd_loading_Mgha","gammaLL",164,0.006,1.138,0.116,0.102,0.226,0.028,0.126,0.023,0.017,"Good"
"X1000hrS_loading_Mgha","gammaLL",114,0.366,1.091,0.133,0.122,0.123,0.019,0.153,0.65,0.018,"Good"
"X1000hrR_loading_Mgha","gammaLL",95,0.47,1.247,0.172,0.138,0.162,0.027,0.169,0.323,0.019,"Good"
"X1000hr_loading_summed_Mgha","lnormLL",150,0.175,2.092,0.081,0.039,0.992,0.057,0.057,0.089,0.009,"Excellent"
"X1000hr_loading_entered_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1000hr_loading_Mgha","lnormLL",150,0.175,2.092,0.081,0.039,0.992,0.057,0.057,0.085,0.009,"Excellent"
"X10KhrS_loading_Mgha","lnormLL",76,0.575,2.71,0.103,0.038,0.884,0.072,0.081,0.386,0.017,"Good"
"X10KhrR_loading_Mgha","lnormLL",76,0.58,2.584,0.118,0.046,1.018,0.082,0.08,0.275,0.012,"Good"
"X10Khr_loading_summed_Mgha","lnormLL",118,0.337,2.88,0.089,0.031,0.967,0.062,0.064,0.105,0.009,"Good"
"X10Khr_loading_entered_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10Khr_loading_Mgha","lnormLL",118,0.337,2.88,0.087,0.03,0.967,0.063,0.065,0.119,0.009,"Good"
"GT10KhrS_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GT10KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GT10Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cwd_sound_loading_Mgha","gammaLL",128,0.328,0.735,0.081,0.11,0.033,0.005,0.155,0.059,0.02,"Good"
"cwd_rotten_loading_Mgha","gammaLL",111,0.431,0.858,0.106,0.123,0.034,0.006,0.163,0.291,0.017,"Good"
"cwd_loading_summedByPieceSizeClass_Mgha","gammaLL",153,0.149,1.026,0.109,0.107,0.027,0.004,0.135,0.86,0.014,"Excellent"
"cwd_loading_summedBySR_Mgha","gammaLL",166,0.138,0.939,0.093,0.099,0.027,0.003,0.129,0.654,0.009,"Excellent"
"cwd_loading_entered_Mgha","gammaLL",233,0.139,0.862,0.071,0.083,0.03,0.003,0.11,0.278,0.012,"Excellent"
"cwd_loading_Mgha","gammaLL",233,0.139,0.862,0.071,0.083,0.03,0.003,0.11,0.284,0.012,"Excellent"
"lichen_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moss_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_depth_cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_loading_Mgha","gammaLL",82,0,2.062,0.326,0.158,0.436,0.078,0.179,0.416,0.02,"Good"
"duff_depth_cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"duff_loading_Mgha","gammaLL",74,0.086,0.808,0.123,0.152,0.043,0.009,0.207,0.199,0.012,"Good"
