"fuelType","distr","n.obs","prop0","param1.est","param1.sd","param1.cv","param2.est","param2.sd","param2.cv","KS.pVal","equivalence.val","distr.fit.class"
"us_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ms_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"os_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_crown_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_summed_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_entered_Mgha","gammaLL",89,0.043,1.921,0.286,0.149,0.015,0.003,0.171,0.177,0.005,"Good"
"tree_loading_Mgha","gammaLL",89,0.043,1.921,0.283,0.147,0.015,0.003,0.168,0.175,0.005,"Good"
"snag_loading_Mgha","lnormLL",63,0.319,2.163,0.148,0.068,1.178,0.104,0.088,0.503,0.01,"Good"
"shrub_loading_Mgha","gammaLL",118,0.024,1.148,0.139,0.121,0.546,0.082,0.15,0,0.062,"Poor"
"herb_loading_Mgha","gammaLL",142,0.014,1.36,0.153,0.112,3.687,0.491,0.133,0.729,0.01,"Excellent"
"herb_percentlive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1hr_loading_Mgha","gammaLL",498,0.042,1.2,0.069,0.058,1.555,0.111,0.071,0.006,0.005,"Good"
"X10hr_loading_Mgha","gammaLL",841,0.013,1.497,0.066,0.044,0.458,0.024,0.053,0.103,0.01,"Excellent"
"X100hr_loading_Mgha","gammaLL",811,0.057,1.736,0.08,0.046,0.28,0.015,0.053,0.113,0.008,"Excellent"
"fwd_loading_summed_Mgha","gammaLL",514,0.006,1.691,0.099,0.058,0.176,0.012,0.069,0.164,0.005,"Excellent"
"fwd_loading_entered_Mgha","gammaLL",270,0.004,2.157,0.176,0.082,0.193,0.018,0.092,0.644,0.005,"Excellent"
"fwd_loading_Mgha","gammaLL",514,0.006,1.691,0.098,0.058,0.176,0.012,0.067,0.171,0.005,"Excellent"
"X1000hrS_loading_Mgha","gammaLL",472,0.234,1.192,0.069,0.058,0.155,0.011,0.072,0.027,0.015,"Good"
"X1000hrR_loading_Mgha","lnormLL",313,0.487,1.045,0.054,0.052,0.974,0.039,0.04,0.443,0.003,"Excellent"
"X1000hr_loading_summed_Mgha","gammaLL",542,0.119,1.372,0.076,0.055,0.146,0.01,0.066,0.029,0.012,"Good"
"X1000hr_loading_entered_Mgha","gammaLL",44,0,1.319,0.288,0.218,0.043,0.011,0.266,0.171,0.02,"Good"
"X1000hr_loading_Mgha","gammaLL",577,0.111,1.294,0.07,0.054,0.127,0.008,0.065,0.002,0.015,"Good"
"X10KhrS_loading_Mgha","lnormLL",273,0.551,2.471,0.051,0.021,0.853,0.036,0.042,0.036,0.005,"Good"
"X10KhrR_loading_Mgha","lnormLL",207,0.663,2.206,0.057,0.026,0.823,0.041,0.049,0.089,0.014,"Good"
"X10Khr_loading_summed_Mgha","lnormLL",393,0.36,2.579,0.045,0.017,0.888,0.031,0.035,0.038,0.003,"Good"
"X10Khr_loading_entered_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10Khr_loading_Mgha","lnormLL",393,0.36,2.579,0.045,0.017,0.888,0.032,0.036,0.044,0.003,"Good"
"GT10KhrS_loading_Mgha","lnormLL",54,0.909,3.612,0.083,0.023,0.618,0.059,0.096,0.282,0.029,"Good"
"GT10KhrR_loading_Mgha","lnormLL",46,0.922,3.114,0.057,0.018,0.389,0.041,0.105,0.344,0.038,"Good"
"GT10Khr_loading_Mgha","lnormLL",95,0.843,3.443,0.062,0.018,0.612,0.045,0.073,0.002,0.037,"Good"
"cwd_sound_loading_Mgha","lnormLL",565,0.197,2.279,0.052,0.023,1.237,0.037,0.03,0.022,0.011,"Good"
"cwd_rotten_loading_Mgha","lnormLL",430,0.389,1.987,0.058,0.029,1.214,0.041,0.034,0.173,0.009,"Excellent"
"cwd_loading_summedByPieceSizeClass_Mgha","gammaLL",550,0.096,1.106,0.06,0.054,0.039,0.003,0.068,0.063,0.011,"Excellent"
"cwd_loading_summedBySR_Mgha","gammaLL",649,0.086,1.125,0.056,0.05,0.041,0.003,0.061,0.026,0.01,"Good"
"cwd_loading_entered_Mgha","gammaLL",650,0.088,1.042,0.052,0.05,0.04,0.003,0.064,0.011,0.013,"Good"
"cwd_loading_Mgha","gammaLL",751,0.081,1.06,0.048,0.046,0.041,0.002,0.058,0.004,0.013,"Good"
"lichen_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moss_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_depth_cm","gammaLL",40,0,2.469,0.603,0.244,0.687,0.185,0.269,0.234,0.019,"Good"
"litter_loading_Mgha","gammaLL",151,0.013,1.564,0.171,0.109,0.149,0.019,0.13,0.037,0.023,"Good"
"duff_depth_cm","gammaLL",83,0.012,2.381,0.378,0.159,0.627,0.111,0.176,0.017,0.014,"Good"
"duff_loading_Mgha","gammaLL",178,0.073,1.36,0.135,0.099,0.069,0.008,0.12,0.294,0.012,"Excellent"
