Fuelbeds,Filename,Total Consumption,Canopy Consumption,Shrub Consumption,Herb Consumption,Wood Consumption,LLM Consumption,Ground Consumption,C_total_F,C_canopy_F,C_shrub_F,C_herb_F,C_wood_F,C_llm_F,C_ground_F,C_total_S,C_canopy_S,C_shrub_S,C_herb_S,C_wood_S,C_llm_S,C_ground_S,C_total_R,C_canopy_R,C_wood_R,C_llm_R,C_ground_R,CH4 Emissions,CO Emissions,CO2 Emissions,NMHC Emissions,PM Emissions,PM10 Emissions,PM25 Emissions,E_ch4_F,E_co_F,E_co2_F,E_nmhc_F,E_pm_F,E_pm10_F,E_pm25_F,E_ch4_S,E_co_S,E_co2_S,E_nmhc_S,E_pm_S,E_pm10_S,E_pm25_S,E_ch4_R,E_co_R,E_co2_R,E_nmhc_R,E_pm_R,E_pm10_R,E_pm25_R,C_overstory_crown,C_midstory_crown,C_understory_crown,C_snagC1F_crown,C_snagC1F_wood,C_snagC1_wood,C_snagC2_wood,C_snagC3_wood,C_ladder,C_shrub_1live,C_shrub_1dead,C_shrub_2live,C_shrub_2dead,C_herb_1live,C_herb_1dead,C_herb_2live,C_herb_2dead,C_wood_1hr,C_wood_10hr,C_wood_100hr,C_wood_S1000hr,C_wood_R1000hr,C_wood_S10khr,C_wood_R10khr,C_wood_S+10khr,C_wood_R+10khr,C_stump_sound,C_stump_rotten,C_stump_lightered,C_litter,C_lichen,C_moss,C_upperduff,C_lowerduff,C_basal_accum,C_squirrel,CH4_canopy,CH4_shrub,CH4_herb,CH4_wood,CH4_llm,CH4_ground,CO_canopy,CO_shrub,CO_herb,CO_wood,CO_llm,CO_ground,CO2_canopy,CO2_shrub,CO2_herb,CO2_wood,CO2_llm,CO2_ground,NMHC_canopy,NMHC_shrub,NMHC_herb,NMHC_wood,NMHC_llm,NMHC_ground,PM_canopy,PM_shrub,PM_herb,PM_wood,PM_llm,PM_ground,PM10_canopy,PM10_shrub,PM10_herb,PM10_wood,PM10_llm,PM10_ground,PM25_canopy,PM25_shrub,PM25_herb,PM25_wood,PM25_llm,PM25_ground,Total Heat Release,Flaming Heat Release,Smoldering Heat Release,Residual Heat Release
9130,sobolSamplefb,68.44801232799017,15.292462901760002,1.2225488030140506,0.478516703477,39.97845014926838,4.364148727,7.111885043470737,38.42120033324061,13.77770768415,1.1553086188482777,0.45459086830315,18.39467080329211,3.9277338543,0.7111885043470738,17.912598968328933,1.152853256088,0.06724018416577279,0.02392583517385,11.253845289771794,0.4364148727,4.978319530429515,12.114213026420627,0.36190196152200005,10.329934056204479,0.0,1.4223770086941476,752.2496447793501,14368.537810814876,215974.46415168903,614.901583128145,2015.8113069850174,1312.303204273382,1168.0938978946751,167.8079595590587,3491.008498667736,130254.19056644682,197.9667346544512,882.464523648534,539.5646465053685,470.1841069935354,349.04502484084713,6499.869283442789,51125.73595281139,249.05612583020505,676.8427245644995,461.45837683171936,416.79601097089704,235.3966603794443,4377.660028704349,34594.53763243081,167.87872264348877,456.50405877198386,311.28018093629424,281.1137799302427,6.468659280000001,3.3739942500000004,0.8468064,3.7638677217600005,0.10400242500000001,0.0,0.40432297500000003,0.33080985,0.0,0.12225488030140502,1.1002939227126456,0.0,0.0,0.09570334069539997,0.3828133627816,0.0,0.0,0.202507646,0.42978090190999996,2.3058903094475998,18.676888422337232,15.709515881945553,0.963345187627997,0.0,0.0,0.0,0.0,0.102101,0.0,4.364148727,0.0,0.0,7.111885043470737,0.0,0.0,0.0,90.31111607541601,6.4012655325815695,2.4691461899413203,498.6494749316203,25.835760463840003,128.58288158595093,1821.9495165870603,130.8983003387144,50.57921555751889,9435.947144608592,521.0793580038,2408.0842757191917,51011.21846699046,4107.042674333432,1608.8210087600216,124033.4694930409,14555.308834290401,20658.603674273796,92.85065300412,6.948967396331863,2.69883420761028,392.5611724895868,26.534024260160002,93.30793177033607,374.44797500463005,29.127225231809753,11.364771707578749,1234.365887142817,106.9216438115,259.5838040866819,232.120067714199,17.915841433769405,6.983951287246815,813.257245250875,66.29141916313,175.7346794241619,203.533305838704,15.66818545942807,6.10587313636652,726.2032736480086,58.13046104364,158.452798768528,1095168197.2478428,614739205.3318498,286601583.49326295,193827408.42273003
9131,sobolSamplefb,85.33294572510603,13.870592480160001,3.286367987136822,0.7122805881309999,37.25746982004492,18.25960371,11.946631139633281,55.25949335537639,12.4447041639,3.1056177478442963,0.6766665587244499,21.40419843194432,16.433643339,1.1946631139633281,20.895716743432125,1.0817597350080002,0.1807502392925252,0.03561402940655,9.408990570981754,1.825960371,8.362641797743295,9.177735626297494,0.3441285812520001,6.444280817118838,0.0,2.3893262279266563,827.2522854263567,15934.73114609407,273172.4109127753,703.1136720929719,2404.8643807433823,1549.2472922952666,1374.612457539265,241.89644885645612,5040.131456704227,187319.165618465,285.5258583695572,1269.7452631576568,775.3007488152695,675.6112818635919,407.5141332328697,7591.690389130557,59630.60472963059,290.81977468164973,790.2012000184208,538.721127206892,486.6009669083117,177.8417033370309,3302.9093002592836,26222.640564679758,126.76803904176494,344.9179175673048,235.22541627310508,212.40020876736136,6.468659280000001,3.3739942500000004,0.8468064,2.3419973001600005,0.10400242500000001,0.0,0.40432297500000003,0.33080985,0.0,0.3286367987136821,2.9577311884231396,0.0,0.0,0.14245611762619997,0.5698244705048,0.0,0.0,0.100739908,2.196676550495,5.8090074334776,18.967379455756998,7.529799484687318,0.963345187627997,0.0,0.0,0.0,0.0,0.102101,0.0,18.25960371,0.0,0.0,11.946631139633281,0.0,0.0,0.0,82.704109319856,17.2074227806484,3.67536783475596,399.57344052332667,108.0968539632,215.9950910045697,1666.78790682996,351.8714203827395,75.2880581654467,7615.457773862094,2180.196682974,4045.1293038798285,46240.310001114354,11040.25747966731,2394.7585653552346,117895.08043863968,60899.430293592,34702.57413440675,84.67489807992,18.679715638885696,4.01726251705884,327.9836047483188,111.0183905568,156.73980055198865,340.41195178758,78.29771729353477,16.916663968111248,1085.8257202025418,447.360290895,436.0520365966147,211.15636568573402,48.160079667496554,10.395735183771944,706.9704759430259,277.3633803549,295.2012554603383,185.191177400064,42.11809212314551,9.088700304551558,628.8256245032746,243.2179214172,266.17094179102946,1365327131.6016965,884151893.6860223,334331467.894914,146843770.0207599
9132,sobolSamplefb,80.20695312065715,16.360962238800003,1.591298322223573,0.44073697597219996,43.6335543603894,9.631419103999999,8.548982119271981,47.65731572591141,14.779425812624998,1.5037769145012765,0.41870012717358995,21.432237466084345,8.6682771936,0.8548982119271982,20.341864123915393,1.20627822294,0.08752140772229652,0.02203684879861,12.078598250564099,0.9631419104,5.9842874834903865,12.207773270830348,0.37525820323500003,10.122718643740951,0.0,1.7097964238543963,842.3359303470268,16141.61452333919,254468.23443283947,698.2489387699798,2324.109326216301,1506.9499976306743,1339.8086200451694,208.4468672868102,4340.73111479345,161555.38563220817,245.99453469633931,1094.8951776799624,668.8702620027597,582.8647147841191,396.65862189034175,7388.980330387434,58051.57091138839,283.0658380084155,769.154800476785,524.3763443614087,473.6408156116202,237.23044116987484,4411.903078158308,34861.27788924293,169.18856606522488,460.05934805955326,313.703391266506,283.30308964943015,6.468659280000001,3.3739942500000004,0.8468064,4.8323670588,0.10400242500000001,0.0,0.40432297500000003,0.33080985,0.0,0.15912983222235727,1.4321684900012157,0.0,0.0,0.08814739519443997,0.35258958077776,0.0,0.0,0.38302584,1.2128602171,2.6560547644776,22.16537531900107,14.56237123218273,0.963345187627997,0.0,0.0,0.0,0.0,0.102101,0.0,9.631419103999999,0.0,0.0,8.548982119271981,0.0,0.0,0.0,96.02758752858,8.33203801516263,2.274202796016552,524.1185041951501,57.018001095680006,154.56559671643743,1938.5495067415497,170.38031136047798,46.58589836026154,9941.422020273809,1149.9914410176,2894.6853455854925,54596.434430011046,5345.8234966610935,1481.8017869161336,136088.38246352915,32122.7089956608,24833.083260061252,98.9945241921,9.04493966351879,2.485756544483208,417.0020448127093,58.55902815232,112.16264540484839,400.02517788502496,37.91268252697663,10.467503179339749,1327.696347223532,235.969768048,312.0378473534273,247.87375481468248,23.319681263025352,6.432556164314258,871.7774010316816,146.30125618976,211.24534816721064,217.31694728651996,20.39407929761731,5.623803813405272,777.7119655649673,128.29050246527999,190.47132161737972,1283311249.9305143,762517051.6145825,325469825.9826463,195324372.33328557
9133,sobolSamplefb,100.53387206280007,16.408054531440005,0.9293852581985521,0.43925938015640004,59.30027849125024,5.509309512000001,17.947584889754868,44.96680336994713,14.823574836975,0.8782690689976318,0.41729641114858,22.094526003050433,4.958378560800001,1.7947584889754868,31.3521099843001,1.2086328375720001,0.05111618920092037,0.021962969007820004,16.95615761449095,0.5509309512000001,12.563309422828407,24.21495870855283,0.375846856893,20.24959487370886,0.0,3.5895169779509737,1281.639329423685,24318.46724169771,310972.78468938015,1006.502312692466,3136.889931357195,2065.434295268151,1845.5922616781136,196.60861292056737,4093.2039780447353,152437.2392578452,232.00387044532508,1033.013393492784,631.2030890192598,550.0404640413549,612.4594407538821,11418.730315288238,89441.78185934518,437.20928005380136,1187.544143171404,809.5417121453726,731.2805687446223,472.57127574923555,8806.532948364737,69093.76357218972,337.2891621933396,916.3323946930076,624.6894941035183,564.2712288921363,6.468659280000001,3.3739942500000004,0.8468064,4.879459351440001,0.10400242500000001,0.0,0.40432297500000003,0.33080985,0.0,0.09293852581985519,0.8364467323786969,0.0,0.0,0.08785187603127999,0.35140750412512006,0.0,0.0,0.343331211,2.197754657085,0.8330679873996,17.300950268138862,35.971307379998784,0.963345187627997,0.0,0.0,0.0,0.0,0.102101,0.0,5.509309512000001,0.0,0.0,17.947584889754868,0.0,0.0,0.0,96.279531294204,4.866261211927619,2.2665784016070245,821.1195113981382,32.61511231104001,324.49233480676804,1943.6884531758901,99.50927959531899,46.42971648253148,15493.97599304017,657.8115557328001,6077.052243670998,54754.44673142799,3122.1861302447983,1476.8339620238326,181110.5241935012,18374.649084422403,52134.14458775994,99.26530487478001,5.282625807600571,2.477422904082096,630.5080435194596,33.49660183296001,235.47231375358388,401.152449640095,22.142603776580508,10.432410278714501,1913.0975361417527,134.97808304400002,655.0868484760528,248.5680718042935,13.619676266270682,6.410990653382658,1269.6643224310812,83.68641148728001,443.48482262584275,217.924437861576,11.911001469072643,5.604949690795664,1136.8956786130907,73.38400269984001,399.87219134373845,1608541953.004801,719468853.919154,501633759.7488016,387439339.3368453
9134,sobolSamplefb,101.22231662613981,13.220860247280003,1.6902761957766055,0.46813335594359995,66.11314008670197,6.730362903,12.999543837437626,45.86029230625047,11.835580195575,1.597311005008892,0.4447266881464199,24.625393421076392,6.0573266127,1.2999543837437626,29.343410351416583,1.049273123364,0.0929651907677133,0.023406667797179995,18.405048392981353,0.6730362903,9.099680686206337,26.018613968472764,0.336006928341,23.082698272644237,0.0,2.599908767487525,1281.5518110333335,24325.621983332945,313416.23718719295,1008.2778339397534,3149.648490719556,2072.6324911166407,1851.6947883736661,200.53996424030208,4175.404960184643,155465.27326297725,236.65001291410246,1053.5636390277607,643.7119341275065,560.9410290642556,573.0889279493651,10683.54624965287,83714.97920599427,409.08748519343214,1111.2135571218303,757.5163916536894,684.2769973351479,507.9229188436662,9466.670773495433,74235.98471822144,362.54033583221866,984.871294569965,671.4041653354445,606.4767619742626,6.468659280000001,3.3739942500000004,0.8468064,1.6922650672800001,0.10400242500000001,0.0,0.40432297500000003,0.33080985,0.0,0.16902761957766052,1.521248576198945,0.0,0.0,0.09362667118871996,0.37450668475487997,0.0,0.0,0.296830293,1.221732817065,4.8420544756452,15.502312413363793,41.59634309999999,0.963345187627997,0.0,0.0,0.0,0.0,0.102101,0.0,6.730362903,0.0,0.0,12.999543837437626,0.0,0.0,0.0,79.228041873948,8.850286161086306,2.4155681166689758,916.1824139149977,39.84374838576,235.03175258087228,1595.88587691693,180.97787228180113,49.48169572323851,17294.025664436394,803.6053306182,4401.64554335638,44060.21471021463,5678.330754853885,1573.9111560179772,201895.59927303204,22447.106354085598,37761.074938988815,80.93893774086,9.607529896794224,2.6402721275219037,703.6164725771556,40.92060645024,170.55401514718164,324.858986463015,40.270830364377616,11.118167203660498,2134.02326549853,164.8938911235,474.48335006647335,201.57687607720948,24.77015251100826,6.83240632999684,1416.0001154787724,102.23421249657,321.2187282230837,176.809631595912,21.662579725072973,5.973381621840335,1267.9709248647707,89.64843386796,289.62983669811024,1619557066.018237,733764676.9000075,469494565.62266535,416297823.4955642
9135,sobolSamplefb,77.01768960266077,16.495579688400003,1.4417930573031523,0.5265065763638,43.32105143954182,7.914619322999999,7.318139518051996,40.649409704758725,14.905629671624999,1.362494439151479,0.50018124754561,16.026133003931445,7.123157390699999,0.7318139518051997,19.221450723955364,1.2130090954200001,0.07929861815167338,0.026325328818190004,11.988658086629105,0.7914619323,5.122697662636397,17.14682917394667,0.376940921355,15.306260348981272,0.0,1.4636279036103994,886.3465369158182,16894.51032554835,241605.39070365162,715.2688225041738,2308.035902849728,1507.7421541662848,1343.668401160964,177.6120807937384,3696.003760847402,137805.59212652172,209.55342338634537,933.7133391934506,570.759577706622,497.36826132605637,374.69851925112516,6978.909026002063,54857.27230810235,267.3800504089751,726.5790912783038,495.35763730244395,447.42314205255553,334.0359368709548,6219.597538698881,48942.52626902756,238.3353487088534,647.7434723779735,441.62493915721876,398.87699778235213,6.468659280000001,3.3739942500000004,0.8468064,4.9669845084,0.10400242500000001,0.0,0.40432297500000003,0.33080985,0.0,0.1441793057303152,1.2976137515728372,0.0,0.0,0.10530131527275999,0.42120526109104006,0.0,0.0,0.121905704,1.41469102867,2.7615705613112,8.771298788940499,27.597718368992126,0.963345187627997,0.0,0.0,0.0,0.0,0.102101,0.0,7.914619322999999,0.0,0.0,7.318139518051996,0.0,0.0,0.0,96.74779088394001,7.549228448039306,2.7167739340372083,600.1662347712618,46.85454639216,132.31196248638008,1953.23963592915,154.37278264544852,55.65174512165366,11308.31857387349,945.0055471661999,2477.9220408124056,55048.12645496264,4843.574014634783,1770.167760392732,132288.95243555444,26396.838366069598,21257.731672037437,99.7685745273,8.195151737711118,2.9694970906918323,460.2007231877888,48.12088548384,96.01399047684218,403.24758308482495,34.35071959024761,12.50453118864025,1396.9128031636178,193.90817341349998,267.11209240889787,249.85852083722247,21.128756358249046,7.684363482029661,928.0162184813489,120.22306751636998,180.8312274910648,219.05351238635998,18.4780198223972,6.718223914402088,830.9477671932465,105.42272938235999,163.04814846219847,1232283033.6425722,650390555.2761396,307543211.5832858,274349266.78314674
9136,sobolSamplefb,96.22526579023324,17.858357328240004,1.298782370541652,0.17014196232259998,49.614477122501526,13.96753611,13.315970896627462,54.24419201354864,16.183233708975003,1.2273493401618611,0.16163486420646997,22.76959451154256,12.570782499,1.3315970896627463,26.1016206906012,1.281147977412,0.07143303037979086,0.008507098116129999,14.022599346054058,1.396753611,9.321179627639223,15.879453086083407,0.39397564185300005,12.822283264904915,0.0,2.6631941793254925,1056.1743390986323,20199.51285759144,303680.1832965498,864.5408048128375,2834.002063345634,1843.4404679498125,1640.8641220917134,237.42912295241402,4946.723733256074,183878.30937101075,280.2462913920529,1246.3933322956186,761.086530029681,663.2246054932933,509.5498505973836,9497.05123379444,74472.63688300962,363.7024299420168,988.0255500108457,673.5540394385711,608.4191192720681,309.1953655488348,5755.737890540927,45329.2370425294,220.5920834787677,599.5831810391695,408.79989848156026,369.22039732635176,6.468659280000001,3.3739942500000004,0.8468064,6.32976214824,0.10400242500000001,0.0,0.40432297500000003,0.33080985,0.0,0.12987823705416515,1.1689041334874868,0.0,0.0,0.03402839246451999,0.13611356985807999,0.0,0.0,0.428257144,1.04784283846,2.0159116788360003,23.76251078337813,19.706087690199404,0.963345187627997,0.0,0.0,0.0,0.0,0.102101,0.0,13.96753611,0.0,0.0,13.315970896627462,0.0,0.0,0.0,104.03865125708403,6.800424492156091,0.877932525584616,621.0167632415831,82.68781377120001,240.75275381102452,2101.95274587669,139.06062841389468,17.984005417498818,11764.0039207513,1667.723811534,4508.787745598059,59620.7564782408,4363.142483421331,572.0342915248134,153859.49134876736,46584.526434072,38680.23226052345,107.60454595638001,7.38227899415875,0.9596006674994639,488.96622148224697,84.9226195488,174.7055381637523,435.869072838495,30.943489978154858,4.040871605161749,1534.91105650192,342.204634695,486.03293772690233,269.95097366461357,19.033006249102637,2.4832219400983466,1010.7687517294332,212.1668735109,329.03764085566456,236.63334394029602,16.64519486086181,2.1710114392363753,902.6871592892593,186.0475809852,296.67983157685984,1539604252.6437318,867907072.2167783,417625931.0496192,254071249.3773345
9137,sobolSamplefb,50.92940178488665,14.839144664400001,3.2918279951069245,0.8392136712552001,17.456070677158724,10.99638546,3.5067593169657987,37.150938340340225,13.352721836625,3.1107774553760437,0.79725298769244,9.642763214950165,9.896746914000001,0.3506759316965799,8.768601526400797,1.1301873442200001,0.18105053973088087,0.041960683562760004,3.861032891011097,1.0996385460000002,2.454731521876059,5.009861918145621,0.356235483555,3.9522745711974614,0.0,0.7013518633931598,428.1928604266068,8304.77813809369,165345.50454112046,380.81934106221905,1369.1580362405891,873.6873089225154,772.385345506537,162.21880679029698,3374.1443953209005,125949.27267250742,191.36137229136918,853.2484978118251,521.780978604763,454.6869106801507,169.82267497905565,3153.1662196970924,25056.199245874275,121.04016164321116,329.37082177123034,224.62884308578063,202.82647082977866,96.15137865725417,1777.4675230756973,14340.032622738763,68.4178071276387,186.5387166575336,127.27748723197158,114.87196399660752,6.468659280000001,3.3739942500000004,0.8468064,3.310549484400001,0.10400242500000001,0.0,0.40432297500000003,0.33080985,0.0,0.3291827995106924,2.9626451955962323,0.0,0.0,0.16784273425104,0.6713709370041601,0.0,0.0,0.289919524,2.2650003764249997,3.5418987730716,2.674264082496954,6.031120933537173,0.963345187627997,0.0,0.0,0.0,0.0,0.102101,0.0,10.99638546,0.0,0.0,3.5067593169657987,0.0,0.0,0.0,87.88586350554,17.236011382379857,4.330342543676832,190.23983262106847,65.09860192320002,63.40220845074164,1772.4811639351499,352.4560234360984,88.70488505167465,3590.7789370221476,1312.9684239240003,1187.3887047246194,49490.16578630865,11058.599885042153,2821.520284127108,55113.639335528314,36675.144786192,10186.434463922253,90.2440731393,18.710750324187757,4.733165105879328,154.2646466574607,66.85802359680001,46.00868223859128,363.59666969782495,78.42780198342247,19.931324692311,509.79408102777904,269.41144377,127.99671506925165,225.4364569521225,48.24009335429442,12.248323531969644,334.0753172245039,167.03509513740002,86.65202272222488,197.68550057675998,42.18806758529034,10.70836644521635,297.20095899007225,146.47185432720002,78.13059758199799,814870428.5581864,594415013.4454436,140297624.42241275,80157790.69032994
9138,sobolSamplefb,74.55775553827242,16.484358013920005,3.1407488135477157,0.5527889393428,40.786029458445455,3.897419308,9.696411005016442,40.78868717715321,14.8951093518,2.9680076288025914,0.52514949237566,17.92310222647331,3.5076773772,0.9696411005016442,19.514219922632932,1.2124480116960001,0.17274118474512434,0.027639446967140005,10.924161644913157,0.3897419308,6.787487703511509,14.254848438486277,0.376800650424,11.93876558705899,0.0,1.9392822010032884,836.0148116734107,15956.012430546125,234667.04996622866,679.6041038456657,2212.4692463170536,1442.3724599771324,1284.5460363634586,178.22490167227411,3708.8172883076945,138277.6034804666,210.27766624279667,936.9167210585236,572.7094623201449,499.06744648926906,380.43679554520554,7086.062552718054,55691.9572935321,271.478819190461,737.7043208280514,502.940359548193,454.27394130161065,277.35311445593106,5161.132589520377,40697.48919222998,197.84761841240788,537.8482044304786,366.7226381087946,331.2046485725789,6.468659280000001,3.3739942500000004,0.8468064,4.9557628339200015,0.10400242500000001,0.0,0.40432297500000003,0.33080985,0.0,0.3140748813547715,2.826673932192944,0.0,0.0,0.11055778786855998,0.4422311514742401,0.0,0.0,0.346564007,0.32477886158,5.0906090865864,12.48265720655365,19.887553309097413,0.963345187627997,0.0,0.0,0.0,0.0,0.102101,0.0,3.897419308,0.0,0.0,9.696411005016442,0.0,0.0,0.0,96.68775492547202,16.44496078773584,2.852390927008848,521.6458717591368,23.072722303360003,175.31111097069726,1952.0150707015202,336.27997546655394,58.42979088853396,9860.730961815752,465.35186537519996,3283.204766298567,55010.473528954324,10551.062971720332,1858.531692964428,126082.17420917624,12998.672876041599,28166.13468737176,99.70404989904002,17.852016256205218,3.117729617893392,408.01708629407125,23.696309392640003,127.21691238581572,402.97896425196,74.82834048277434,13.1287373093915,1272.127429543828,95.486773046,353.91900168310013,249.693071274108,46.026103488135,8.067954569708165,839.785215422705,59.20179928851999,239.59831593395626,218.90875278556797,40.25183679442752,7.053586866014127,750.3821975431226,51.91362518256,216.0360371917663,1192924088.6123586,652618994.8344513,312227518.7621269,228077575.01578045
9139,sobolSamplefb,82.52428377720672,14.680537324560001,3.092370505584334,0.3609985053964,42.48272085071558,14.58508205,7.322574540950403,44.40576069751913,13.204027455524999,2.9222901277771953,0.34294858012657997,14.077663234995303,13.126573845000001,0.7322574540950404,19.304818758208075,1.122256977228,0.17008037780713836,0.01804992526982,11.410121094237835,1.4585082050000002,5.125802178665282,18.81370432147953,0.35425289180700004,16.99493652148245,0.0,1.4645149081900808,937.1792476469614,17880.683621415825,259325.60752938726,759.305252211526,2460.941216591069,1605.662366473177,1430.4515737264232,194.14002516188415,4041.588052181359,150535.8656409867,229.08644854869945,1020.1094120269398,623.3484916052678,543.1957434377333,376.33253272247833,7009.421726538556,55094.954573756826,268.547202888513,729.7470765799069,497.51686938958915,449.373954054069,366.70668976259884,6829.673842695908,53694.78731464375,261.67160077431345,711.0847279842222,484.7970054783199,437.881876234621,6.468659280000001,3.3739942500000004,0.8468064,3.15194214456,0.10400242500000001,0.0,0.40432297500000003,0.33080985,0.0,0.3092370505584333,2.7831334550259004,0.0,0.0,0.07219970107927998,0.28879880431712,0.0,0.0,0.077404528,1.5561476921450001,4.3109294465531995,1.6374720164137657,32.246900179975626,0.963345187627997,0.0,0.0,0.0,0.0,0.102101,0.0,14.58508205,0.0,0.0,7.322574540950403,0.0,0.0,0.0,87.037314237396,16.191651967239572,1.862752287845424,613.3516957180971,86.34368573600001,132.3921477003833,1755.17313797511,331.10011003291464,38.157542020399475,11535.370295051594,1741.4587967700002,2479.4237395658065,48957.978683393005,10388.540400165066,1213.7130749932364,128850.59519112323,48644.16565316,21270.614526552734,89.33208093522,17.577033953741353,2.036031570435696,465.6106289108596,88.67729886400001,96.07217797726928,359.80000650040495,73.67572729554675,8.5737145031645,1394.2832873222628,357.33451022500003,267.2739707446897,223.0979899853565,45.31714357408562,5.268773186260458,929.4902464810897,221.54739633950004,180.94081690688444,195.63946589282398,39.63182039956882,4.606340928858064,833.1536928267974,194.273292906,163.14696077237494,1320388540.4353075,710492171.1603061,308877100.1313292,301019269.14367247
