Fuelbed_nu,PLOT_ID,SUBPLOT_ID,x,y,lon,lat,Fuelbed_Type,SAFSRM,EVT_GP,EVT_GP_N,us_loading_Mgha,ms_loading_Mgha,os_loading_Mgha,tree_crown_loading_Mgha,tree_loading_Mgha,snag_loading_Mgha,shrub_loading_Mgha,herb_loading_Mgha,1hr_loading_Mgha,10hr_loading_Mgha,100hr_loading_Mgha,1KhrS_loading_Mgha,1KhrR_loading_Mgha,1Khr_loading_Mgha,10KhrS_loading_Mgha,10KhrR_loading_Mgha,10Khr_loading_Mgha,GT10KhrS_loading_Mgha,GT10KhrR_loading_Mgha,litter_depth_,litter_loading_Mgha
1,2,0,453191.518,3654124.598,-81.501213,33.02459015,Hardwood forest 41-60   years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,3.069341271,12.79703786,26.74212992,42.60850905,152.7945192,0,1.670678413,0.381089393,0.403506416,3.72122606,4.169566523,0,3.72122606,3.72122606,0.336255347,2.01753217,2.353787516,0,0,6.09600061,10.76017109
2,2,4,453385.73,3654148.025,-81.49913469,33.02480979,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,11.59017258,26.33258884,19.35531954,57.27808097,206.2182307,0,0.62157025,0.403506416,0.381089393,4.931745084,9.392732683,0,10.33424765,10.33424765,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,7.62,13.45021499
3,2,1,452927.176,3654386.003,-81.50405683,33.02693662,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,2.929163814,18.05218885,18.37531454,39.35666721,184.1941242,0,0.387998364,0.874263946,0.336255347,4.326485684,6.254349896,0,2.084783306,2.084783306,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,5.334,9.415150379
4,3,0,451589.827,3654921.947,-81.51840499,33.03171215,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,2.870281692,14.71172825,16.14716467,33.72917462,155.0783207,13.74811951,0.854770125,0.560425578,0.313838324,4.326485684,7.307949982,0,12.35177973,12.35177973,0,0,0,1.120851156,0,6.858000305,18.49068375
5,3,6,451596.147,3654728.596,-81.51832711,33.02996841,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,4.398579056,26.05165199,15.75491115,46.20514219,189.4196085,0,0.879194638,0.874263946,0.269004289,3.72122606,4.707575077,0,1.076017154,1.076017154,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,6.604000102,11.65685269
6,3,2,451602.211,3655338.614,-81.51829439,33.03547102,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,4.160413877,14.43438843,19.11450916,37.70931146,307.1233715,0,0.625024713,0.291421323,0.493174531,5.671507295,15.13149172,4.707575077,8.383967091,13.09154217,0,0,0,1.120851156,0,6.350000203,17.12100207
7,7,0,452393.099,3656542.748,-81.50988759,33.04636716,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,5.229079996,21.28303334,11.22536848,37.73748182,400.1023014,0,0.522358155,0.269004289,0.201753208,1.793361849,3.13838346,0,10.0876604,10.0876604,0,0,0,1.120851156,0,10.1600002,27.39360224
8,7,2,452394.491,3656735.226,-81.50988268,33.04810336,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0,26.04829167,23.94655005,49.99484172,290.9077264,0,0.772412157,0.627676647,0.403506416,4.774825922,8.361550293,0,3.295302397,3.295302397,0,0,0,1.120851156,0,7.366000102,19.86036387
9,7,6,452373.363,3656152.02,-81.51007865,33.04284194,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0,25.23253844,13.83219321,39.06473166,410.0550561,0,0.374393406,0.156919162,0.358672392,4.169566523,6.792358451,0,2.577957882,2.577957882,0,0,0,1.120851156,0,9.398000203,25.33908207
10,8,0,453217.6156,3657357.727,-81.50109864,33.05375401,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.360848301,26.93284051,35.2664361,62.5601249,473.1369402,0,0.241840472,0.179336198,0.089668099,1.188102292,4.169566523,87.40397311,0,87.40397311,0,0,0,1.120851156,0,6.858000305,18.49068375
11,8,6,453230.3342,3657118.403,-81.50095019,33.05159587,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.312426544,31.08314161,35.04339344,66.4389616,570.8891268,0,0.137349105,0.089668099,0.291421323,2.241702311,1.56919173,21.67726135,0,21.67726135,0,0,0,1.120851156,0,6.09600061,16.43616291
12,8,8,452802.5603,3657383.164,-81.50554557,33.05396551,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,668,Eastern Small Stream Riparian Forests,0.800718132,48.74249903,17.14184923,66.6850664,443.7075809,0,0.298492504,0.179336198,0.291421323,3.42980476,8.877141824,1.165685291,2.645208951,3.810894243,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,5.841999797,10.31183153
13,10,0,454016.409,3658167.091,-81.49258348,33.06108852,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,680,Sweetgum-Water Oak Forest,2.662380616,19.59367303,25.26841241,47.52446605,186.1061034,0,3.531338183,0.403506416,0.515591532,5.962928147,8.361550293,0,0.538008577,0.538008577,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,7.366000102,13.0018734
14,10,1,453868.918,3658301.813,-81.49417017,33.06229746,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.673775058,13.80257584,11.77290181,26.24925271,154.7045504,0,1.462218323,0.246587277,0.448340462,5.671507295,9.93074191,0,7.375201052,7.375201052,0,0,0,1.120851156,0,6.09600061,16.43616291
15,10,1,453793.518,3658457.653,-81.49498572,33.06369993,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.890994241,14.20426491,4.180094229,19.27535338,128.6899807,0,1.27169091,0.224170231,0.403506416,4.931745084,7.823541514,0,4.819659969,4.819659969,0,0,0,1.120851156,0,3.048000305,8.218081569
16,13,0,456410.8665,3659733.587,-81.46700906,33.07531694,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,1.537373792,20.2170075,42.23121239,63.98559368,296.8213147,0,0.445456871,0.067251072,0.201753208,2.241702311,4.169566523,1.031183063,3.945396292,4.976579355,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,6.350000203,11.20851156
17,13,4,456599.3164,3659733.587,-81.46499009,33.07532449,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,2.98266742,16.67807398,45.19167844,64.85241984,387.7871959,5.248716187,0.15704472,0.067251072,0.179336198,3.13838346,3.13838346,3.42980476,1.770944826,5.200749586,0,0,0,1.120851156,0,7.111999898,19.17552381
18,13,4,456813.2033,3659746.306,-81.46269919,33.07544773,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,4.07017303,35.11943199,49.10684739,88.29645241,737.7414284,0,0.307299928,0.112085116,0.156919162,2.690042773,2.084783306,0,0,0,0,0,0,1.120851156,0,6.350000203,17.12100207
19,14,0,457240.9756,3659759.024,-81.45811681,33.07557938,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,3.853992898,38.82262781,37.33807615,80.01469685,324.8363392,0,0.257033587,0.179336198,0.067251072,2.376204674,1.56919173,1.972698146,0,1.972698146,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,6.09600061,10.76017109
20,14,2,457250.46,3659970.306,-81.45802507,33.07748551,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,1.70567587,25.68210288,35.71857176,63.10635051,217.1883596,0,0.9601569,0.269004289,0.246587277,3.72122606,6.792358451,0,60.16729451,60.16729451,0,0,0,0,0,5.841999797,15.75132129
21,14,2,457232.057,3660155.49,-81.4582309,33.07915514,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.58931731,4.798547616,25.1057388,30.49360372,211.3768696,0,1.276129391,0,0.381089393,3.878145222,6.792358451,0,0.515591532,0.515591532,0,0,0,1.120851156,0,7.111999898,19.17552381
22,20,0,441155.7327,3662173.04,-81.6306004,33.0966009,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0,19.96563645,13.89917819,33.86481464,398.7257392,0,0.379749864,0.134502143,0.156919162,1.053600153,1.56919173,27.19184903,6.20951585,33.40136488,0,0,0,1.120851156,0,5.588000203,15.06648123
23,20,6,441155.7327,3661971.872,-81.63058745,33.09478643,Hardwood forest 41-60   years,SAF 72: Southern Scrub Oak,658,Coastal Plain Oak Forest,2.711504832,32.64952662,35.58274926,70.94378071,345.6817721,0,0.391548974,0.246587277,0.336255347,0.448340462,2.084783306,0,17.7767,17.7767,0.336255347,2.01753217,2.353787516,0,0,3.048000305,5.380085546
24,20,7,440871.2376,3661888.545,-81.6336306,33.09401939,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,4.316919445,23.98545031,38.17096719,66.47333694,164.6951003,19.15762718,0.317764463,0.156919162,0.201753208,0.896680924,2.600374905,2.802127889,1.950281145,4.752409034,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,3.556000102,6.276766919
25,22,0,438741.7167,3662998.628,-81.65652395,33.10391386,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0,29.80487812,26.32808975,56.13296787,394.0945167,0,0.842513551,0.089668099,0.156919162,0.605259624,0,0,0,0,0,0,0,0,0,4.825999898,13.01196106
26,22,3,438883.9642,3663140.875,-81.65500904,33.1052049,Hardwood forest 41-60   years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.210499243,50.80160797,42.46300441,93.47511162,396.9658908,0,0.655730027,0.134502143,0.291421323,0.739761763,2.600374905,0,0,0,0.336255347,2.01753217,2.353787516,0,0,3.81,6.725107381
27,22,5,439026.2118,3662714.133,-81.65345611,33.10136384,Hardwood forest 41-60   years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,1.399987255,24.5687816,18.01744695,43.9862158,237.6365045,21.22510999,0.259522818,0.044834048,0.246587277,0.291421323,1.053600153,2.443455519,0,2.443455519,0.336255347,2.01753217,2.353787516,0,0,3.048000305,5.380085546
28,29,0,437916.1291,3663740.553,-81.66542195,33.11055882,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,1.053988798,6.26358302,2.845284021,10.16285584,164.8641807,0,0.55967333,0.156919162,0.269004289,0.605259624,1.56919173,0,0,0,0,0,0,1.120851156,0,4.064000203,10.9574409
29,29,8,437714.9607,3663740.553,-81.66757797,33.11054729,Hardwood forest 41-60   years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0,20.56478519,19.69473793,40.25952312,224.4961074,0,0.341806855,0.067251072,0.134502143,0.739761763,1.56919173,2.443455519,11.74652056,14.18997608,0.336255347,2.01753217,2.353787516,0,0,4.825999898,8.51846923
30,29,6,437916.1291,3663338.216,-81.6653946,33.1069299,Hardwood forest 41-60   years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,1.849002694,8.330392648,30.86387847,41.04327381,254.5043863,0,0.389782221,0.134502143,0.201753208,0,1.56919173,0,0,0,0.336255347,2.01753217,2.353787516,0,0,3.30200002,5.828426233
31,30,0,440355.6016,3663769.656,-81.63927875,33.11095817,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.725978589,22.98744444,36.48667985,60.20010288,415.8738428,15.82500089,0.163667627,0.134502143,0.179336198,3.42980476,5.223166833,6.187098827,18.83030165,25.01740048,0,0,0,1.120851156,0,7.873999898,21.23004174
32,30,2,440217.7465,3664039.752,-81.64077391,33.11338676,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.866679774,30.8757438,19.61256833,51.35499191,384.9798,38.67821286,0.415834658,1.031183063,0.403506416,5.806009434,7.307949982,0,14.34689479,14.34689479,0,0,0,1.120851156,0,8.382,22.59972185
33,30,8,439902.3518,3663756.928,-81.64413566,33.11081836,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,1.40438135,28.10008369,30.71071864,60.21518368,475.206166,62.92537519,0.212059905,0.112085116,0.179336198,4.483404622,3.653974991,0,13.27087768,13.27087768,0,0,0,1.120851156,0,7.62,20.54520168
34,35,0,458031.778,3663781.878,-81.4498292,33.11189621,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,668,Eastern Small Stream Riparian Forests,3.920474839,21.42384363,10.69509223,36.0394107,181.508372,0,8.35055407,0,0.358672392,5.066247223,7.823541514,0,0,0,0,0,0,1.120851156,0,6.350000203,17.12100207
35,35,5,458183.056,3663639.701,-81.44820128,33.11061963,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,1.843214484,5.902094175,17.70358396,25.44889262,128.1761937,0,1.347436955,0.022417025,0.381089393,4.774825922,8.877141824,0,24.65872766,24.65872766,0,0,0,0,0,7.62,20.54520168
36,35,6,458053.349,3663394.898,-81.44958022,33.10840651,Hardwood forest 21-40   years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,4.071011202,35.42283967,11.67886553,51.1727164,130.1068397,0,1.162686028,0.336255347,0.313838324,4.035064384,7.307949982,2.353787651,0.538008577,2.891796228,0,0,0,0,0,7.62,13.45021499
37,36,0,434697.4411,3664628.887,-81.69998158,33.11838223,Hardwood forest 41-60   years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.117617675,31.29010902,49.02715039,80.43487709,466.7226902,4.638063475,0.626511993,0.201753208,0.179336198,0.156919162,1.053600153,17.97845253,3.362553691,21.34100622,0.336255347,2.01753217,2.353787516,0,0,4.825999898,8.51846923
38,36,1,434555.1935,3664771.135,-81.70151644,33.11965666,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,1.203420831,32.47243662,11.02466798,44.70052543,406.4434943,0,0.415249394,0.067251072,0.179336198,0.605259624,0,0,0.807012832,0.807012832,0,0,0,1.120851156,0,4.572,12.32712101
39,36,3,434981.9362,3664913.382,-81.69695253,33.12096533,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,1.701428517,40.71165206,22.07328496,64.48636554,242.0358139,0,0.300292591,0.089668099,0.313838324,1.501940548,3.653974991,8.204630458,4.55065614,12.7552866,0,0,0,1.120851156,0,5.588000203,15.06648123
40,37,0,435502.1131,3664628.887,-81.69135681,33.11843037,Hardwood forest 41-60   years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,3.491911572,41.71837591,51.23933845,96.44962593,436.9990625,0,0.32301583,0.201753208,0.224170231,0.896680924,1.053600153,0,5.559421731,5.559421731,0.336255347,2.01753217,2.353787516,0,0,3.30200002,5.828426233
41,37,8,435300.9447,3664628.887,-81.69351301,33.11841839,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.236114191,19.90284188,22.88895076,43.02790684,229.1143862,0,0.475989506,0.089668099,0.336255347,0.896680924,1.56919173,1.322604431,0,1.322604431,0,0,0,0,0,4.318000406,11.64228095
42,37,5,435786.6082,3664344.392,-81.68828746,33.11588124,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.188657004,34.05292418,20.14500626,54.38658744,353.1871484,23.27626312,0.182552938,0.022417025,0.134502143,0.739761763,2.600374905,11.99310826,4.102315229,16.09542349,0,0,0,0,0,4.318000406,11.64228095
43,40,0,437918.409,3664564.945,-81.66545358,33.11799464,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.86609386,36.69203323,39.22365939,76.78178648,370.446687,0,1.173537437,0.515591532,0.739761763,9.235814418,10.96192497,0,7.173447395,7.173447395,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,4.318000406,7.621787857
44,40,1,437767.863,3664738.352,-81.66707901,33.11955007,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,3.313243414,27.69801421,7.199933108,38.21119073,251.4540123,8.592493379,1.454765268,0.627676647,0.381089393,5.357668523,9.93074191,0,2.219285445,2.219285445,0,0,0,1.120851156,0,10.1600002,27.39360224
45,40,4,438334.566,3664598.375,-81.6609953,33.11831991,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,4.163343782,20.03396578,19.10409421,43.30140377,251.3560724,25.56818853,1.004882739,0.224170231,0.493174531,6.411268834,9.93074191,0,5.537004708,5.537004708,0,0,0,1.120851156,0,10.1600002,27.39360224
46,42,0,439525.4731,3664612.513,-81.64823156,33.11851448,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.954856552,19.89840668,18.64972357,39.50298679,417.9429116,0,0.101919005,0.067251072,0.515591532,7.307949982,8.877141824,9.572068868,4.169566523,13.74163539,0,0,0,1.120851156,0,10.4140001,28.0784423
47,42,7,439357.7691,3664444.809,-81.65001795,33.11699249,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,2.523434302,10.97375376,9.551798723,23.04898679,407.1094593,13.50834378,0.304329045,0.044834048,0.224170231,1.927863987,5.223166833,7.016528233,0,7.016528233,0,0,0,1.120851156,0,6.604000102,17.80584213
48,42,5,439797.2399,3664340.746,-81.6453007,33.11607836,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,1.641821428,23.70656461,7.23683377,32.5852198,302.4456561,7.044041543,0.174949891,0.067251072,0.179336198,2.824545136,7.823541514,24.74839576,0.919098015,25.66749377,0,0,0,1.120851156,0,7.873999898,21.23004174
49,45,0,441925.593,3664599.042,-81.62250496,33.11852415,Pine forest 41-60 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,0.318081821,7.866690024,4.880827282,13.06559913,123.2295593,0,0.695715899,0.067251072,0.044834048,1.345021387,1.053600153,0,0,0,0.448340462,1.793361849,2.241702311,0,0,3.30200002,5.828426233
50,45,2,441931.27,3664790.938,-81.62245632,33.12025529,Pine forest 41-60 years,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,680,Sweetgum-Water Oak Forest,2.77822529,25.8596726,47.00849074,75.64638863,205.1688315,15.03345647,0.587016651,0,0.269004289,1.793361849,2.084783306,0,0,0,0.448340462,1.793361849,2.241702311,0,0,0.762000061,1.345021387
51,45,6,441937.218,3664185.232,-81.62235403,33.11479234,Pine - Mixed hardwoods   forest 41-60 years,SAF 72: Southern Scrub Oak,668,Eastern Small Stream Riparian Forests,2.656553086,18.30705247,5.068032739,26.03163829,92.73645162,17.08066869,2.279253066,0.089668099,0.134502143,1.188102292,3.653974991,0,2.219285445,2.219285445,0.672510693,1.120851156,1.793361849,0,0,2.032000102,3.586723698
52,47,0,458032.593,3664590.91,-81.44985766,33.11919366,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.735289925,29.27259488,21.01841383,51.02629863,233.8156799,8.258337162,0.971552997,0.224170231,0.179336198,2.084783306,7.307949982,0,3.631557968,3.631557968,0,0,0,0,0,5.841999797,15.75132129
53,47,7,457894.838,3664441.843,-81.45132737,33.11784374,Pine - Mixed hardwoods   forest 21-40 years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,2.747231066,16.89439444,15.85434768,35.49597319,194.6749433,0,1.807676687,0,0.313838324,3.72122606,6.792358451,0,0.515591532,0.515591532,0,1.120851156,1.120851156,0,0,5.588000203,9.863490168
54,47,2,457996.741,3664989.937,-81.45026032,33.12279146,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,3.193107449,27.94994568,10.84777906,41.99083219,134.9549782,0,0.263388813,0.179336198,0.224170231,2.241702311,5.738758365,7.128613349,2.465872542,9.594485891,0,0,0,0,0,4.825999898,13.01196106
55,49,0,433892.7691,3665433.559,-81.70866463,33.12559123,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.61518577,25.96196148,15.90455666,42.48170391,419.3035801,61.87291837,0.394928452,0.089668099,0.246587277,0.896680924,5.738758365,11.97069034,5.581838754,17.5525291,0,0,0,1.120851156,0,5.588000203,15.06648123
56,49,5,434035.0166,3665291.312,-81.70712956,33.12431689,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.463147108,28.52815468,17.92527039,46.91657218,366.6139365,0,0.379656497,0.067251072,0.067251072,0.896680924,1.56919173,0,1.770944826,1.770944826,0,0,0,0,0,5.080000102,13.69680112
57,49,8,433506.2553,3665391.728,-81.7128047,33.1251903,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0,25.6925111,15.01891231,40.71142341,333.6912203,0,0.670272376,0.201753208,0.470757508,1.501940548,0.515591532,3.295302397,4.460987823,7.75629022,0,0,0,0,0,2.794000102,7.533240616
58,51,0,435527.5696,3665366.272,-81.69113605,33.12508276,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0,21.64839271,31.74146009,53.3898528,201.2961249,0,1.098265556,0.313838324,0.179336198,2.376204674,2.600374905,0,0,0,0,0,0,0,0,3.048000305,8.218081569
59,51,8,435288.2164,3665442.641,-81.69370714,33.12575732,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.10546045,24.09507403,11.81911159,36.01964607,155.2080569,0,1.403413248,0.336255347,0.381089393,5.223166833,9.392732683,0,4.97657913,4.97657913,0,0,0,0,0,9.90600061,26.70876218
60,51,8,435074.3198,3665417.185,-81.69599814,33.12551493,Bald-cypress - Water   tupelo forest,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0,26.96975013,7.319321241,34.28907138,144.5240723,0,0.729996459,0.246587277,0.313838324,3.72122606,7.823541514,0,33.62553691,33.62553691,0,0,0,1.120851156,0,9.144,24.65424202
61,56,0,439530.088,3665379.438,-81.64823291,33.12543211,Pine forest 41-60 years,SAF 83: Longleaf Pine-Slash Pine,698,Loblolly Pine-Slash Pine Forest and Woodland,0,8.301133949,10.89958256,19.20071651,151.0995457,30.44572253,0.39840206,0.156919162,0.156919162,2.533123611,4.707575077,5.873260279,0,5.873260279,0.448340462,1.793361849,2.241702311,0,0,3.048000305,5.380085546
62,56,6,439499.348,3665190.003,-81.64854986,33.12372177,Pine forest 41-60 years,SAF 83: Longleaf Pine-Slash Pine,698,Loblolly Pine-Slash Pine Forest and Woodland,0.194890909,6.443917659,6.409647859,13.04845643,112.3264348,0,0.526972004,0.201753208,0.156919162,2.690042773,1.053600153,0,0,0,0.448340462,1.793361849,2.241702311,0,0,1.77800002,3.13838346
63,56,1,439221.235,3665673.952,-81.65156323,33.12807125,Longleaf pine - scrub   oak forest 5-20 years,SAF 92: Sweetgum-Willow Oak,668,Eastern Small Stream Riparian Forests,7.531457343,21.35012749,16.92674893,45.80833376,319.4898792,0,1.828646467,0.089668099,0.224170231,2.690042773,1.56919173,0,0,0,0,0,0,0,0,3.048000305,5.380085546
64,58,0,441126.081,3665403.491,-81.63112645,33.12573689,Pine forest 5-20 years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,0.139735083,2.292675259,9.13261003,11.56502037,61.34025404,0,3.24540031,0.156919162,0.224170231,3.272885374,5.223166833,0,3.160800483,3.160800483,0.089668099,1.008766085,1.098434184,0,0.784595854,3.048000305,5.380085546
65,58,7,441003.595,3665250.303,-81.63242952,33.12434853,Hardwood forest 21-40   years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,5.396058797,26.2141216,6.075823638,37.68600404,147.4154424,0,0.814503099,0.089668099,0.269004289,3.586723698,7.307949982,5.0438302,0,5.0438302,0,0,0,0,0,3.30200002,5.828426233
66,58,8,440722.57,3665409.123,-81.63545221,33.12576571,Pine forest 5-20 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,1.191702713,4.987263756,8.512943882,14.69191035,193.3206188,0,2.122786594,0.156919162,0.224170231,2.824545136,4.169566523,6.456102656,0,6.456102656,0.089668099,1.008766085,1.098434184,0,0.784595854,3.556000102,6.276766919
67,63,0,458032.9291,3665350.393,-81.44988899,33.12604414,Hardwood forest 21-40   years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0.747890175,28.55705246,21.85705932,51.16200196,241.4508193,15.16115953,0.268991163,0.134502143,0.089668099,1.636442687,6.254349896,9.168563797,1.232936271,10.40150007,0,0,0,0,0,5.080000102,8.966809244
68,63,2,457998.0406,3665620.401,-81.45027541,33.12847825,Hardwood forest 21-40   years,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,2.274002552,36.05575742,34.71186585,73.04162581,243.5286307,16.73380897,0.335777124,0.134502143,0.134502143,2.376204674,6.254349896,11.07400942,0,11.07400942,0,0,0,0,0,4.318000406,7.621787857
69,63,8,457630.793,3665396.497,-81.45420193,33.12644436,Hardwood forest 41-60   years,SAF 72: Southern Scrub Oak,668,Eastern Small Stream Riparian Forests,6.981377446,21.92434626,22.6184849,51.5242086,120.7331547,0,1.999292469,0.044834048,0.650093715,6.568187771,7.307949982,0,50.70730627,50.70730627,0.336255347,2.01753217,2.353787516,0,0,6.604000102,11.65685269
70,66,0,433892.7691,3666209.128,-81.70872083,33.13258647,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0,33.96910469,27.97616239,61.94526707,222.7990266,0,1.054456416,0.425923462,0.269004289,4.035064384,4.169566523,0,2.645208951,2.645208951,0,0,0,0,0,10.1600002,27.39360224
71,66,5,434022.2884,3666028.696,-81.70731932,33.13096695,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 72: Southern Scrub Oak,666,Eastern Floodplain Forests,0,33.14753648,24.62647853,57.77401501,222.7803174,0,2.44875042,0.134502143,0.381089393,5.514587685,7.307949982,0,1.076017154,1.076017154,0,0,0,0,0,11.93799949,32.18748263
72,66,4,434256.9212,3666234.585,-81.70481893,33.13283822,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 92: Sweetgum-Willow Oak,666,Eastern Floodplain Forests,7.860318435,19.87343523,11.09461066,38.82836433,103.9463306,0,1.531750818,0.381089393,0.134502143,1.636442687,2.084783306,0,0,0,0,0,0,0,0,2.794000102,7.533240616
73,67,0,434671.9846,3666272.77,-81.70037214,33.13320772,Bald-cypress - Water   tupelo forest 0-50 yrs,SAF 92: Sweetgum-Willow Oak,666,Eastern Floodplain Forests,0.495224613,30.92627177,7.893526339,39.31502272,246.0807528,0,2.28838083,0.246587277,0.201753208,2.376204674,2.084783306,0,0.470757508,0.470757508,0,0,0,0,0,7.62,20.54520168
