Fuelbed_nu,PLOT_ID,SUBPLOT_ID,x,y,lon,lat,Fuelbed_Type,SAFSRM,EVT_GP,EVT_GP_N,us_loading_Mgha,ms_loading_Mgha,os_loading_Mgha,tree_crown_loading_Mgha,tree_loading_Mgha,snag_loading_Mgha,shrub_loading_Mgha,herb_loading_Mgha,1hr_loading_Mgha,10hr_loading_Mgha,100hr_loading_Mgha,1KhrS_loading_Mgha,1KhrR_loading_Mgha,1Khr_loading_Mgha,10KhrS_loading_Mgha,10KhrR_loading_Mgha,10Khr_loading_Mgha,GT10KhrS_loading_Mgha,GT10KhrR_loading_Mgha,litter_depth_,litter_loading_Mgha
1532,1141,1,445016.7401,3692087.052,-81.59103839,33.36661463,Hardwood forest 41-60   years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.516919718,7.559754574,24.42851156,32.50518585,245.0399954,13.54247718,1.368417451,0,0.448340462,4.483404622,9.392732683,14.63831609,26.49692356,41.13523965,0.336255347,2.01753217,2.353787516,0,0,3.556000102,6.276766919
1533,1141,8,444756.504,3691943.995,-81.59382689,33.365311,Pine forest 21-40 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,2.258416444,18.79353101,6.75931262,27.81126007,117.849653,5.904247554,0.377947759,0.044834048,0.582842646,7.756290669,16.72310036,3.228051328,1.188102292,4.41615362,0.112085116,0.112085116,0.224170231,0,0,0.762000061,1.345021387
1534,1143,0,446765.7598,3691946.626,-81.57222998,33.36543616,Hardwood forest 60+ years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,3.864828615,30.06457261,31.48483674,65.41423796,281.6989927,3.953683641,1.13803349,0.201753208,0.874263946,9.684153984,1.053600153,0.986349084,2.734876819,3.721225904,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,1.524000122,2.690042773
1535,1143,7,446625.1254,3691800.208,-81.57373296,33.36410858,Hardwood forest 60+ years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,0.73119234,29.58165613,34.27902676,64.59187523,334.9207716,670.9477202,0.50804762,0.089668099,0.425923462,3.272885374,5.223166833,0,1.614025664,1.614025664,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,4.064000203,7.173447395
1536,1143,1,446484.9737,3692229.343,-81.57526488,33.36797214,Longleaf pine - scrub   oak forest 60+ years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,1.629829666,20.13472133,12.07324463,33.83779563,283.8264466,0,1.037068921,0.089668099,0.470757508,5.514587685,3.13838346,1.793361849,3.362553691,5.155915539,0,0,0,0,0,0.762000061,1.345021387
1537,1146,0,449199.0256,3691902.183,-81.54607267,33.3651531,Pine forest greater than   60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.443303761,3.500955719,16.19440944,20.13866892,221.1868616,28.78320884,0.530977097,0.179336198,0.358672392,3.13838346,6.254349896,8.249464504,0,8.249464504,0.448340462,1.345021387,1.793361849,0,0.672510693,3.30200002,5.828426233
1538,1146,7,449021.8011,3691803.657,-81.54797205,33.36425606,Pine forest greater than   60 years,LF 20: Developed,16,Developed-Upland Herbaceous,0.016240907,5.995264703,11.67179969,17.6833053,143.1087198,0,1.072492032,0.134502143,0.134502143,0.605259624,3.653974991,0,0.650093715,0.650093715,0.448340462,1.345021387,1.793361849,0,0.672510693,3.81,6.725107381
1539,1146,3,449474.7764,3692204.166,-81.54312559,33.36788983,Pine forest greater than   60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.229533692,2.443146837,5.053177426,7.725857955,40.02256846,0,2.183789949,0.089668099,0.448340462,3.878145222,7.307949982,0,0,0,0.448340462,1.345021387,1.793361849,0,0.672510693,4.825999898,8.51846923
1540,1147,0,449983.417,3691949.768,-81.53764401,33.36561909,Pine forest 21-40 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,1.890721088,8.345780365,6.994900962,17.23140241,126.1439068,0,4.800548336,0,0.269004289,1.927863987,4.707575077,0,0.470757508,0.470757508,0.112085116,0.112085116,0.224170231,0,0,3.048000305,5.380085546
1541,1147,2,449988.1315,3692154.814,-81.53760471,33.36746872,Pine forest greater than   60 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,0.797275101,3.158856703,2.984179223,6.940311027,40.46791625,0,4.034102245,0,1.255353294,16.11784074,36.04657316,41.69566298,0,41.69566298,0.448340462,1.345021387,1.793361849,0,0.672510693,3.048000305,5.380085546
1542,1147,3,450266.1234,3692232.475,-81.53462082,33.36818208,Pine forest greater than   60 years,LF 20: Developed,16,Developed-Upland Herbaceous,1.061734955,4.935467655,7.487158838,13.48436145,91.56238469,16.06344852,2.338953858,0,0.403506416,4.035064384,16.70068289,6.075013263,0,6.075013263,0.448340462,1.345021387,1.793361849,0,0.672510693,2.286,4.035064384
1543,1148,0,450799.5656,3691951.861,-81.52887141,33.36567565,Pine forest greater than   60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0,4.283588245,6.347730248,10.63131849,87.91936288,0,1.437998232,0.044834048,0.224170231,1.501940548,4.169566523,0,0,0,0.448340462,1.345021387,1.793361849,0,0.672510693,2.540000081,4.483404622
1544,1148,1,450657.4534,3692087.243,-81.53040638,33.3668902,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,680,Sweetgum-Water Oak Forest,0.798695601,12.54858259,12.36569622,25.71297441,264.3669574,0,1.113318632,0.246587277,0.269004289,2.398621473,6.276766919,15.40049577,0.650093715,16.05058949,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,3.30200002,5.828426233
1545,1148,8,450389.8375,3691948.497,-81.53327536,33.36562647,Pine forest 21-40 years,SAF 72: Southern Scrub Oak,680,Sweetgum-Water Oak Forest,2.984126544,7.788211837,10.73665631,21.50899469,137.852968,0,2.211750254,0.112085116,0.246587277,1.950281145,3.676392014,0,0.851846945,0.851846945,0.112085116,0.112085116,0.224170231,0,0,3.556000102,6.276766919
1546,1149,0,451589.5016,3691940.061,-81.52037981,33.3656051,Pine - Mixed hardwoods   forest 60+ years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.57870684,18.68655698,24.8895423,44.15480612,137.7708993,23.61311476,3.404580453,0,0.941515015,7.756290669,18.26987383,7.778707692,0,7.778707692,1.56919173,0,1.56919173,2.241702311,0,2.286,4.035064384
1547,1149,1,451462.4678,3692080.044,-81.52175282,33.36686194,Hardwood forest 60+ years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,2.134731416,30.81631179,37.27587339,70.22691659,178.1524629,28.54866491,0.848045489,0,0.538008577,4.326485684,10.96192497,0,7.106196326,7.106196326,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,1.77800002,3.13838346
1548,1149,5,451884.986,3691654.273,-81.51718842,33.36304072,Pine forest 21-40 years,LF 20: Developed,16,Developed-Upland Herbaceous,0.324120698,1.421079432,3.232134813,4.977334943,39.3107159,0,0.86803578,0,0.515591532,4.774825922,13.5847169,2.533123611,0,2.533123611,0.112085116,0.112085116,0.224170231,0,0,1.270000041,2.241702311
1549,1151,0,453206.6487,3691944.907,-81.50299743,33.36572045,Longleaf pine - scrub   oak forest 21-40 years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,0,5.318511812,7.570909733,12.88942155,108.9499828,0,0.37510268,0.067251072,0.067251072,1.636442687,9.392732683,3.788476906,0,3.788476906,0,0,0,0,0,0.762000061,1.345021387
1550,1151,4,453406.4173,3691944.685,-81.50085011,33.36572713,Pine forest 21-40 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0,9.187884805,4.824273616,14.01215842,73.82143155,0,0.528601273,0.044834048,0.112085116,1.636442687,4.707575077,0,1.322604431,1.322604431,0.112085116,0.112085116,0.224170231,0,0,1.77800002,3.13838346
1551,1151,7,452920.7821,3691660.58,-81.50605535,33.36314348,Pine forest greater than   60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.285621994,4.463591336,5.378060617,10.12727395,79.03698063,2.999955203,1.102427187,0.044834048,0.358672392,5.380085546,14.12272456,9.190980372,1.053600153,10.24458053,0.448340462,1.345021387,1.793361849,0,0.672510693,2.794000102,4.931745084
1552,1154,0,434699.1068,3692749.386,-81.70198832,33.37201082,Pine forest 41-60 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,6.279994523,7.774319784,12.85815652,26.91247083,183.2401095,11.22522636,0.507320816,0,0.067251072,3.586723698,5.223166833,3.07113239,4.214400569,7.285532959,0.448340462,1.793361849,2.241702311,0,0,1.524000122,2.690042773
1553,1154,6,434696.9868,3692548.956,-81.70199659,33.37020298,Pine forest 21-40 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.32516968,5.372550288,7.284144897,12.98186487,121.2969429,17.63771602,0.344875096,0.044834048,0.224170231,1.927863987,1.56919173,0,0,0,0.112085116,0.112085116,0.224170231,0,0,0.508000041,0.896680924
1554,1154,5,434979.1803,3693034.026,-81.69899824,33.37459502,Pine forest 21-40 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,5.02801118,8.795806587,13.00432583,26.82814359,133.9417467,0,0.452809587,0,0.201753208,3.272885374,4.707575077,0,2.645208951,2.645208951,0.112085116,0.112085116,0.224170231,0,0,0.762000061,1.345021387
1555,1155,0,435504.882,3692759.46,-81.69332747,33.37215036,Longleaf pine - scrub   oak forest 60+ years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.482160442,5.060154948,8.766321253,14.30863664,131.5245348,0,0.886795466,0.022417025,0.179336198,1.345021387,2.084783306,0,0,0,0,0,0,0,0,5.841999797,10.31183153
1556,1155,4,435703.106,3692758.15,-81.69119658,33.37215043,Pine - Mixed hardwoods   forest 21-40 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,1.764609775,9.430065993,18.81614082,30.01081659,114.5363453,0,0.430487612,0,0.515591532,5.514587685,7.823541514,0,3.698809037,3.698809037,0,1.120851156,1.120851156,0,0,6.09600061,10.76017109
1557,1155,3,435791.361,3693035.324,-81.69026764,33.37465559,Pine forest 21-40 years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,0.811718614,15.97811072,21.35082242,38.14065175,199.8374268,0,0.650017363,0,0.201753208,1.636442687,3.653974991,0,0,0,0.112085116,0.112085116,0.224170231,0,0,7.366000102,13.0018734
1558,1166,0,444354.0317,3692750.132,-81.59820272,33.37256107,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0,2.548662868,6.609758571,9.158421439,83.91030247,0,0.337254541,0.067251072,0.358672392,2.690042773,6.254349896,0,0,0,0.448340462,1.793361849,2.241702311,0,0,0.762000061,1.345021387
1559,1166,7,444210.5791,3692606.622,-81.59973591,33.37125927,Longleaf pine - scrub   oak forest 60+ years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0,4.890398006,3.062571777,7.952969783,94.27626125,0,0.481525816,0.044834048,0.156919162,1.501940548,2.600374905,0,0,0,0,0,0,0,0,1.016000051,1.793361849
1560,1166,6,444352.5346,3692347.437,-81.59819396,33.36892895,Longleaf pine - scrub   oak forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0,6.466422781,2.568383795,9.034806576,73.89174703,6.465723145,1.055872096,0.044834048,0.358672392,5.962928147,10.44633344,3.788476906,4.954162107,8.742639013,0,0,0,0,0,3.30200002,5.828426233
1561,1167,0,445158.1567,3692749.857,-81.58955864,33.37259994,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.163180135,10.43789433,5.919811245,16.52088571,107.6309136,0,1.372850014,0.089668099,0.313838324,3.13838346,4.707575077,0,1.56919173,1.56919173,0.448340462,1.793361849,2.241702311,0,0,3.30200002,5.828426233
1562,1167,6,445157.9823,3692549.351,-81.58954832,33.3707915,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0,2.76522364,7.127631483,9.892855124,96.9755757,0,1.489877052,0.089668099,0.134502143,2.084783306,5.738758365,0,0.538008577,0.538008577,0.448340462,1.793361849,2.241702311,0,0,3.048000305,5.380085546
1563,1167,5,445442.9807,3692465.362,-81.58647966,33.37004848,Pine forest greater than   60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,1.076945107,1.937066557,6.142155834,9.156167497,72.20783181,0,1.140210362,0.044834048,0.246587277,2.084783306,6.254349896,0,0,0,0.448340462,1.345021387,1.793361849,0,0.672510693,3.048000305,5.380085546
1564,1172,0,449181.644,3692749.701,-81.54630728,33.37279641,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,658,Coastal Plain Oak Forest,2.301729271,30.4332497,46.98832214,79.72330111,278.2656014,0,0.761933005,0.336255347,0.403506416,3.586723698,1.56919173,0,3.228051328,3.228051328,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,0.762000061,1.345021387
1565,1172,1,449039.8398,3692891.997,-81.54783968,33.37407312,Longleaf pine - scrub   oak forest 60+ years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,0,2.671243185,6.527104093,9.198347278,90.27040198,7.374399867,0.197051618,0,0.112085116,3.295302397,2.107200307,7.083779303,4.4385708,11.5223501,0,0,0,0,0,2.540000081,4.483404622
1566,1172,6,449183.1164,3692345.474,-81.54626866,33.36915059,Pine - Mixed hardwoods   forest 60+ years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,1.104633336,17.36032106,20.2383216,38.70327599,405.0640404,0,1.491670189,0.022417025,0.336255347,4.035064384,7.823541514,0,14.57106614,14.57106614,1.56919173,0,1.56919173,2.241702311,0,0.762000061,1.345021387
1567,1173,0,449969.875,3692749.943,-81.53783398,33.3728356,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,668,Eastern Small Stream Riparian Forests,1.51159982,31.20750005,37.85267909,70.57177896,291.5839135,0,1.032798568,0.470757508,0.112085116,1.636442687,4.169566523,0,1.120851156,1.120851156,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,9.144,16.14025731
1568,1173,7,449837.8559,3692601.68,-81.53924491,33.37149219,Pine forest greater than   60 years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,1.450240617,9.294395928,24.21270288,34.95733942,360.7891868,0,0.330731971,0,0.381089393,4.035064384,12.01552439,0,4.371319506,4.371319506,0.448340462,1.345021387,1.793361849,0,0.672510693,2.794000102,4.931745084
1569,1173,6,449987.059,3692362.41,-81.53762775,33.36934106,Pine forest greater than   60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,3.618504088,9.864075253,1.822121993,15.30470133,72.83359629,0,3.038155828,0.022417025,0.874263946,7.307949982,22.97745093,3.07113239,0,3.07113239,0.448340462,1.345021387,1.793361849,0,0.672510693,2.540000081,4.483404622
1570,1174,0,450801.3112,3692734.931,-81.52889539,33.3727386,Pine - Mixed hardwoods   forest 41-60 years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,4.905650101,19.42579194,16.6913119,41.02275394,143.2032726,59.18665838,1.391561592,0,0.605259624,7.756290669,8.877141824,0,40.30580979,40.30580979,0.672510693,1.120851156,1.793361849,0,0,3.81,6.725107381
1571,1174,6,450790.8811,3692485.941,-81.52899392,33.37049237,Hardwood forest 60+ years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,2.945716096,0,0,2.945716095,16.75621905,0,2.357784382,0.403506416,0.313838324,2.690042773,8.361550293,0,3.07113239,3.07113239,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,1.270000041,2.241702311
1572,1174,1,450507.1875,3693035.543,-81.53207366,33.37543644,Pine - Mixed hardwoods   forest 60+ years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,8.615849004,31.99709037,12.6710506,53.28398997,238.7245192,12.03852425,1.223057403,0.201753208,0.403506416,2.690042773,7.823541514,0.919098015,0,0.919098015,1.56919173,0,1.56919173,2.241702311,0,3.30200002,5.828426233
1573,1176,0,452399.6316,3692747.709,-81.51171442,33.37292586,Hardwood forest 60+ years,SAF 72: Southern Scrub Oak,658,Coastal Plain Oak Forest,4.479472005,6.034274807,41.44594856,51.95969537,170.5961014,0,5.666525112,0.089668099,0.246587277,2.398621473,2.645208951,0,0,0,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,5.588000203,9.863490168
1574,1176,5,452543.2898,3692606.636,-81.51016268,33.37165982,Pine - Mixed hardwoods   forest 21-40 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,1.012698322,2.80629342,7.053581331,10.87257307,99.25439612,0,0.453001163,0,0.246587277,2.376204674,9.93074191,1.636442687,0,1.636442687,0,1.120851156,1.120851156,0,0,0.508000041,0.896680924
1575,1176,1,452109.2057,3693036.249,-81.51485178,33.37551543,Pine forest greater than   60 years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,0.895518288,6.299392869,5.281919833,12.47683099,88.62677016,0,1.662308569,0,0.448340462,4.169566523,13.5847169,2.152034308,2.01753217,4.169566478,0.448340462,1.345021387,1.793361849,0,0.672510693,3.048000305,5.380085546
1576,1177,0,453205.2998,3692749.891,-81.50305371,33.37298094,Hardwood forest 60+ years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,3.287006754,26.38620364,30.47674993,60.14996032,210.2048628,0,1.450486979,0.201753208,0.224170231,3.42980476,5.223166833,0,0,0,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,1.270000041,2.241702311
1577,1177,7,453063.68,3692607.184,-81.50456868,33.37168762,Pine forest greater than   60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.248669168,5.599133488,2.772072041,8.619874697,53.45083607,0,0.649917741,0,0.538008577,6.411268834,8.361550293,1.031183063,0,1.031183063,0.448340462,1.345021387,1.793361849,0,0.672510693,5.080000102,8.966809244
1578,1177,3,453490.7141,3693034.866,-81.50000025,33.37556367,Pine - Mixed hardwoods   forest 60+ years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,6.551514215,8.017511755,9.867674082,24.43670005,96.58716267,3.424573142,1.576944545,0,0.515591532,2.981464074,7.307949982,0,0,0,1.56919173,0,1.56919173,2.241702311,0,2.540000081,4.483404622
1579,1178,0,437917.0182,3693558.05,-81.66745339,33.37949513,Pine forest 21-40 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,3.162250416,2.897262148,4.802667865,10.86218043,66.42712716,0,0.933547423,0,0.425923462,4.617907209,17.75428365,0,3.609140945,3.609140945,0.112085116,0.112085116,0.224170231,0,0,3.30200002,5.828426233
1580,1178,1,437774.3545,3693696.9,-81.66899667,33.38073919,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.31859692,4.935496125,3.209609515,8.46370256,81.85480044,32.56432019,1.553765567,0,0.224170231,2.824545136,8.877141824,0,18.15779096,18.15779096,0.448340462,1.793361849,2.241702311,0,0,6.09600061,10.76017109
1581,1178,4,438319.2227,3693554.072,-81.66312928,33.37948243,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.796096571,2.72914927,7.995941423,11.52118726,98.14868542,0,2.641515298,0.022417025,0.044834048,1.793361849,0,0,0.515591532,0.515591532,0.448340462,1.793361849,2.241702311,0,0,4.318000406,7.621787857
1582,1179,0,441939.1431,3693554.215,-81.62421364,33.37968553,Pine forest 21-40 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,4.446219489,6.571767321,9.474830547,20.49281736,129.2016291,0,0.807053474,0,0.201753208,3.272885374,1.56919173,0,0,0,0.112085116,0.112085116,0.224170231,0,0,1.524000122,2.690042773
1583,1179,3,442081.605,3693695.541,-81.6226912,33.38096788,Pine - Mixed hardwoods   forest 60+ years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,1.365417067,18.96617123,7.387953423,27.71954172,143.0613526,0,0.747791495,0.022417025,0.313838324,3.13838346,4.169566523,35.64306899,1.412272568,37.05534155,1.56919173,0,1.56919173,2.241702311,0,1.270000041,2.241702311
1584,1179,8,441537.0211,3693555.311,-81.62853671,33.37967359,Hardwood forest 60+ years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,1.23096252,8.364347489,62.06611052,71.66142053,322.8329075,0,0.1869908,0,0.358672392,1.793361849,1.56919173,0,0,0,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,1.524000122,2.690042773
1585,1180,0,445962.5278,3693554.163,-81.58096014,33.37989503,Longleaf pine - scrub   oak forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,1.044627314,0,3.513691726,4.55831904,24.04610629,0,0.38619951,0.246587277,0.246587277,1.501940548,0.515591532,0,1.389855433,1.389855433,0,0,0,0,0,0.25400002,0.448340462
1586,1180,4,446165.1491,3693554.036,-81.57878184,33.37990407,Longleaf pine - scrub   oak forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,1.804162707,3.710731531,5.76150985,11.27640409,97.14540707,0,2.813587471,0.313838324,0.201753208,0.739761763,1.053600153,0,1.36743841,1.36743841,0,0,0,0,0,0.508000041,0.896680924
1587,1180,6,445963.2673,3693152.279,-81.58092809,33.37627034,Longleaf pine - scrub   oak forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,5.512552445,13.58310198,7.082196661,26.17785108,167.291608,0,2.333746832,0.089668099,0.358672392,3.72122606,2.600374905,0,0,0,0,0,0,0,0,1.016000051,1.793361849
1588,1182,0,434694.722,3693560.137,-81.70209421,33.37932284,Pine forest 41-60 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,7.486927496,5.401262236,11.18317046,24.07136019,222.7116339,0,1.000381849,0.044834048,0.246587277,2.533123611,3.653974991,14.63831609,1.905446964,16.54376306,0.448340462,1.793361849,2.241702311,0,0,5.588000203,9.863490168
1589,1182,7,434564.356,3693409.022,-81.7034847,33.37795198,Pine forest 5-20 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,0.717716907,6.023781847,5.868189324,12.60968808,78.72893263,0,1.067408614,0.089668099,0.470757508,5.223166833,7.823541514,5.021413177,0.470757508,5.492170684,0.089668099,1.008766085,1.098434184,0,0.784595854,5.080000102,8.966809244
1590,1182,3,434982.455,3693832.055,-81.69902062,33.38179277,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,10.01435898,20.01260684,6.537739625,36.56470544,186.6919589,0,3.288254709,0.022417025,0.246587277,2.084783306,3.13838346,13.40538094,0.650093715,14.05547466,0.448340462,1.793361849,2.241702311,0,0,6.350000203,11.20851156
1591,1183,0,435502.1131,3693555.248,-81.69341419,33.37932754,Pine - Mixed hardwoods   forest 41-60 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,1.218067957,22.42111198,21.40983747,45.0490174,269.3343904,0,2.398625508,0.022417025,0.067251072,1.636442687,3.13838346,0,10.11007742,10.11007742,0.672510693,1.120851156,1.793361849,0,0,7.62,13.45021499
1592,1183,7,435356.675,3693408.476,-81.69496716,33.37799503,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,5.555527223,4.704788417,2.906687161,13.1670028,69.07449689,0,6.055187872,0.044834048,0.067251072,2.241702311,4.707575077,0,8.944392669,8.944392669,0.448340462,1.793361849,2.241702311,0,0,9.651999797,17.03693846
1593,1183,8,435105.357,3693561.234,-81.69767985,33.37935763,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,1.764723878,1.175049084,1.792445441,4.732218402,20.21525897,0,3.812377711,0.156919162,0.269004289,2.533123611,4.169566523,0,1.65885971,1.65885971,0.448340462,1.793361849,2.241702311,0,0,2.794000102,4.931745084
1594,1185,0,437112.3355,3693560.557,-81.67610418,33.37947092,Pine - Mixed hardwoods   forest 41-60 years,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,3.851597191,3.700606883,5.168088207,12.72029228,73.37623396,0,3.241619455,0.112085116,0.403506416,4.169566523,1.56919173,37.59334776,0,37.59334776,0.672510693,1.120851156,1.793361849,0,0,6.09600061,10.76017109
1595,1185,4,437314.9849,3693556.081,-81.67392532,33.3794424,Pine forest 5-20 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,5.444914682,2.997124158,5.549749682,13.99178852,69.47517428,16.89312765,0.868465671,0,0.807012832,5.693924318,2.622791928,19.05446964,8.585720299,27.64018994,0.089668099,1.008766085,1.098434184,0,0.784595854,2.032000102,3.586723698
1596,1185,3,437396.7676,3693841.365,-81.67306595,33.38202021,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,6.461570393,7.606987242,10.69463784,24.76319547,116.5838355,0,1.076830847,0.044834048,0.246587277,3.13838346,1.56919173,4.169566523,2.981464074,7.151030596,0.448340462,1.793361849,2.241702311,0,0,4.064000203,7.173447395
1597,1187,0,439526.0951,3693553.781,-81.65015492,33.37954844,Pine forest 5-20 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,1.429292581,0,0,1.429292581,2.894766909,0,0.737286766,0.156919162,0.313838324,4.035064384,4.707575077,0,6.030179217,6.030179217,0.089668099,1.008766085,1.098434184,0,0.784595854,2.032000102,3.586723698
1598,1187,1,439384.002,3693696.242,-81.65169207,33.38082532,Pine forest 5-20 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,3.06016688,0.746791786,1.882592025,5.68955069,24.04520737,0,0.706844516,0.156919162,0.515591532,4.035064384,4.707575077,0,13.04670745,13.04670745,0.089668099,1.008766085,1.098434184,0,0.784595854,2.794000102,4.931745084
1599,1187,2,439525.7486,3693957.071,-81.65018572,33.38318579,Pine forest 41-60 years,SAF 71: Longleaf Pine-Scrub Oak,677,Longleaf Pine Woodland,0.917777271,1.743964212,3.829954003,6.491695486,70.36706468,7.993070699,1.017918103,0,0.246587277,2.690042773,6.254349896,0,2.846962159,2.846962159,0.448340462,1.793361849,2.241702311,0,0,4.318000406,7.621787857
1600,1189,0,441134.7172,3693555.534,-81.63286167,33.37965363,Hardwood forest 5-20   years,SAF 72: Southern Scrub Oak,658,Coastal Plain Oak Forest,9.438754833,0,0,9.438754832,6.086743643,0,0.423241332,0.022417025,0.717344784,5.066247223,2.084783306,0,0,0,0,0,0,0,0,0.762000061,1.345021387
1601,1189,4,441336.6848,3693553.949,-81.63069033,33.37965038,Clearcut <5,LF 61: Managed Tree Plantation,731,Managed Tree Plantation,0.23626658,0,0,0.23626658,0.511415778,0,0.967255317,0.224170231,0.201753208,6.254349896,4.707575077,17.19385807,0.650093715,17.84395179,0,0,0,0,0,0,0
1602,1189,0,441420.2084,3693268.712,-81.62977387,33.37708231,Hardwood forest 60+ years,LF 46: Atlantic Coastal Plain Swamp,694,Atlantic Swamp Forests,0.368734251,29.38194063,43.76607682,73.5167517,308.4377264,0,0.39518775,0,0.448340462,3.272885374,4.169566523,2.241702311,2.510706588,4.752408899,0.672510693,1.905446964,2.577957658,0.336255347,0.336255347,0.508000041,0.896680924
