subplot_id,network,site,plot,subplot,year,east_ae,north_ae,SAFSRM,EVG_GP,EVG_GP_N,os_loading_Mgha,snag_loading_Mgha,shrub_loading_Mgha,herb_loading_Mgha,10hr_loading_Mgha,100hr_loading_Mgha,1KhrS_loading_Mgha,1KhrR_loading_Mgha,litter_depth_,litter_loading_Mgha,duff_depth_,duff_loading_Mgha
WJ-BM-MC039,WJ,BM,mech,39,8,-2027022.25920000000,753207.96120000000,LF 20: Developed,17,Developed-Upland Shrubland,-1.66300000000,0.00000000000,-1.66300000000,0.47600000000,4.99000000000,19.52000000000,34.67000000000,0.00000000000,1.70000000000,6.45700000000,2.40000000000,11.30500000000
WJ-BM-MC039,WJ,BM,mech,39,9,-2027022.25920000000,753207.96120000000,LF 20: Developed,17,Developed-Upland Shrubland,-1.70900000000,0.00000000000,-1.70900000000,0.96600000000,2.88300000000,13.34400000000,21.50100000000,0.00000000000,NA,NA,NA,NA
WJ-BM-MC039,WJ,BM,mech,39,10,-2027022.25920000000,753207.96120000000,LF 20: Developed,17,Developed-Upland Shrubland,-2.36400000000,0.00000000000,-2.36400000000,0.57500000000,2.03700000000,6.17600000000,20.33700000000,0.00000000000,NA,NA,NA,NA
WJ-BM-MC039,WJ,BM,mech,39,17,-2027022.25920000000,753207.96120000000,LF 20: Developed,17,Developed-Upland Shrubland,3.43200000000,-0.00200000000,3.57800000000,3.40400000000,3.61700000000,6.17600000000,33.83200000000,0.00000000000,NA,NA,NA,NA
WJ-BM-MC040,WJ,BM,mech,40,7,-2027762.91300000000,753468.54080000000,No Dominant Lifeform,25,Developed-Roads,30.30400000000,2.00900000000,3.39700000000,0.91200000000,0.67900000000,2.75700000000,0.53900000000,0.00000000000,1.10000000000,1.01600000000,3.70000000000,7.70300000000
WJ-BM-MC040,WJ,BM,mech,40,8,-2027762.91300000000,753468.54080000000,No Dominant Lifeform,25,Developed-Roads,-2.54000000000,0.00000000000,-2.54000000000,1.11200000000,1.31700000000,8.38100000000,4.21300000000,0.00000000000,1.00000000000,1.97600000000,2.40000000000,6.97100000000
WJ-BM-MC040,WJ,BM,mech,40,9,-2027762.91300000000,753468.54080000000,No Dominant Lifeform,25,Developed-Roads,-2.28200000000,0.00000000000,-2.28200000000,1.09600000000,1.51100000000,7.16800000000,3.27300000000,0.00000000000,NA,NA,NA,NA
WJ-BM-MC040,WJ,BM,mech,40,10,-2027762.91300000000,753468.54080000000,No Dominant Lifeform,25,Developed-Roads,-3.19500000000,0.00000000000,-3.19500000000,2.23100000000,3.47900000000,4.63200000000,6.46300000000,0.00000000000,NA,NA,NA,NA
WJ-BM-MC040,WJ,BM,mech,40,11,-2027762.91300000000,753468.54080000000,No Dominant Lifeform,25,Developed-Roads,0.00000000000,0.00000000000,NA,3.44200000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-BM-MC040,WJ,BM,mech,40,12,-2027762.91300000000,753468.54080000000,No Dominant Lifeform,25,Developed-Roads,0.00000000000,0.00000000000,NA,1.49500000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-BM-MC040,WJ,BM,mech,40,13,-2027762.91300000000,753468.54080000000,No Dominant Lifeform,25,Developed-Roads,2.64800000000,0.00000000000,2.64800000000,2.36900000000,2.86900000000,6.28600000000,5.71300000000,0.00000000000,NA,NA,NA,NA
WJ-BM-MC040,WJ,BM,mech,40,14,-2027762.91300000000,753468.54080000000,No Dominant Lifeform,25,Developed-Roads,0.00000000000,0.00000000000,NA,2.76800000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-BM-MC040,WJ,BM,mech,40,16,-2027762.91300000000,753468.54080000000,No Dominant Lifeform,25,Developed-Roads,0.00000000000,0.00000000000,NA,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-BM-MC040,WJ,BM,mech,40,17,-2027762.91300000000,753468.54080000000,No Dominant Lifeform,25,Developed-Roads,6.28700000000,0.00000000000,6.11300000000,3.40400000000,2.13400000000,5.73500000000,5.15400000000,0.00000000000,NA,NA,NA,NA
WJ-CH-BC002,WJ,CH,burn,2,6,-1684691.39830000000,739255.13758700000,SRM 106: Bluegrass Scabland,620,Juniper Woodland and Savanna,42.12600000000,3.90300000000,NA,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-BC002,WJ,CH,burn,2,7,-1684691.39830000000,739255.13758700000,SRM 106: Bluegrass Scabland,620,Juniper Woodland and Savanna,0.19000000000,0.00000000000,0.19000000000,0.32900000000,0.63800000000,1.98500000000,2.12800000000,0.00000000000,1.40000000000,10.46200000000,2.10000000000,15.97500000000
WJ-CH-BC002,WJ,CH,burn,2,8,-1684691.39830000000,739255.13758700000,SRM 106: Bluegrass Scabland,620,Juniper Woodland and Savanna,0.00000000000,0.00000000000,NA,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-BC006,WJ,CH,burn,6,6,-1684655.55317000000,739178.95977100000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,618,Grassland and Steppe,9.28000000000,0.70500000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-BC006,WJ,CH,burn,6,7,-1684655.55317000000,739178.95977100000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,618,Grassland and Steppe,1.94700000000,0.00000000000,1.94700000000,0.47600000000,0.19400000000,0.55100000000,0.21100000000,0.00000000000,1.00000000000,1.01500000000,3.80000000000,6.30400000000
WJ-CH-BC011,WJ,CH,burn,11,6,-1684722.08788000000,739327.05936600000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,23.82100000000,2.28800000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-BC011,WJ,CH,burn,11,7,-1684722.08788000000,739327.05936600000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,-1.26600000000,0.00000000000,-1.26600000000,0.78900000000,1.02600000000,0.99300000000,0.00000000000,0.00000000000,1.00000000000,1.87800000000,2.80000000000,9.94200000000
WJ-CH-BC016,WJ,CH,burn,16,6,-1684768.73526000000,739400.50709900000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,33.12400000000,2.99800000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-BC016,WJ,CH,burn,16,7,-1684768.73526000000,739400.50709900000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,-0.02100000000,0.00000000000,-0.02100000000,0.48300000000,0.02800000000,0.44100000000,0.00000000000,0.00000000000,0.90000000000,0.69000000000,4.30000000000,16.28400000000
WJ-CH-BC019,WJ,CH,burn,19,6,-1684700.47065000000,738761.80613800000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,6.13500000000,0.22900000000,0.00000000000,0.00000000000,NA,NA,0.00000000000,0.00000000000,NA,NA,NA,NA
WJ-CH-BC019,WJ,CH,burn,19,7,-1684700.47065000000,738761.80613800000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,-3.25900000000,0.00000000000,-3.25900000000,0.81300000000,0.62400000000,1.87500000000,4.76600000000,0.00000000000,0.90000000000,1.02700000000,0.70000000000,1.27600000000
WJ-CH-BC019,WJ,CH,burn,19,8,-1684700.47065000000,738761.80613800000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,0.00000000000,0.00000000000,NA,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-BC020,WJ,CH,burn,20,6,-1684648.55007000000,739423.00545400000,SRM 406: Low Sagebrush,623,Low Sagebrush Shrubland and Steppe,7.07500000000,0.60800000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-BC020,WJ,CH,burn,20,7,-1684648.55007000000,739423.00545400000,SRM 406: Low Sagebrush,623,Low Sagebrush Shrubland and Steppe,1.99800000000,0.00000000000,1.99800000000,0.60600000000,0.20800000000,2.97800000000,0.26600000000,0.00000000000,0.90000000000,0.96400000000,2.00000000000,2.30500000000
WJ-CH-BC023,WJ,CH,burn,23,6,-1684634.06660000000,739469.28397600000,SRM 406: Low Sagebrush,623,Low Sagebrush Shrubland and Steppe,9.10100000000,0.71900000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-BC023,WJ,CH,burn,23,7,-1684634.06660000000,739469.28397600000,SRM 406: Low Sagebrush,623,Low Sagebrush Shrubland and Steppe,1.14700000000,0.00000000000,1.14700000000,1.02700000000,0.33300000000,0.66200000000,0.00000000000,0.00000000000,1.00000000000,0.62200000000,3.10000000000,2.88400000000
WJ-CH-BC028,WJ,CH,burn,28,6,-1684623.80623000000,739533.02486100000,SRM 406: Low Sagebrush,623,Low Sagebrush Shrubland and Steppe,22.60300000000,2.11200000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-BC028,WJ,CH,burn,28,7,-1684623.80623000000,739533.02486100000,SRM 406: Low Sagebrush,623,Low Sagebrush Shrubland and Steppe,-0.87700000000,0.00000000000,-0.87700000000,0.82000000000,0.22200000000,2.20600000000,0.74300000000,0.15800000000,1.60000000000,1.69100000000,4.30000000000,10.43600000000
WJ-CH-BC032,WJ,CH,burn,32,6,-1684554.42665000000,739515.35205700000,SRM 406: Low Sagebrush,623,Low Sagebrush Shrubland and Steppe,4.60800000000,0.37400000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-BC032,WJ,CH,burn,32,7,-1684554.42665000000,739515.35205700000,SRM 406: Low Sagebrush,623,Low Sagebrush Shrubland and Steppe,3.83200000000,0.00000000000,3.83200000000,0.69000000000,0.72100000000,1.32300000000,0.74000000000,0.00000000000,0.70000000000,0.43600000000,1.60000000000,0.70100000000
WJ-CH-BC033,WJ,CH,burn,33,6,-1684722.07110000000,739617.05304800000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,623,Low Sagebrush Shrubland and Steppe,10.57700000000,0.85400000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-BC033,WJ,CH,burn,33,7,-1684722.07110000000,739617.05304800000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,623,Low Sagebrush Shrubland and Steppe,-2.07500000000,0.00000000000,-2.07500000000,0.88200000000,0.77600000000,1.32300000000,1.77600000000,0.24700000000,1.00000000000,0.96000000000,1.80000000000,1.22100000000
WJ-CH-BC035,WJ,CH,burn,35,6,-1684558.21560000000,739349.01723500000,SRM 406: Low Sagebrush,620,Juniper Woodland and Savanna,25.01900000000,3.01700000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-BC035,WJ,CH,burn,35,7,-1684558.21560000000,739349.01723500000,SRM 406: Low Sagebrush,620,Juniper Woodland and Savanna,1.93100000000,0.00000000000,1.93100000000,0.94300000000,1.42800000000,2.75700000000,0.00000000000,0.00000000000,1.10000000000,3.73900000000,5.20000000000,13.00100000000
WJ-CH-BC037,WJ,CH,burn,37,6,-1684613.06685000000,739585.30572500000,SRM 406: Low Sagebrush,623,Low Sagebrush Shrubland and Steppe,8.09600000000,0.57300000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-BC037,WJ,CH,burn,37,7,-1684613.06685000000,739585.30572500000,SRM 406: Low Sagebrush,623,Low Sagebrush Shrubland and Steppe,2.02400000000,0.00000000000,2.02400000000,0.81300000000,0.26300000000,1.32300000000,0.00000000000,0.00000000000,0.50000000000,0.67500000000,2.20000000000,2.51700000000
WJ-CH-BC038,WJ,CH,burn,38,6,-1684556.15897000000,739575.59886000000,SRM 406: Low Sagebrush,623,Low Sagebrush Shrubland and Steppe,0.70600000000,0.01400000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-BC038,WJ,CH,burn,38,7,-1684556.15897000000,739575.59886000000,SRM 406: Low Sagebrush,623,Low Sagebrush Shrubland and Steppe,2.21200000000,0.00000000000,2.21200000000,0.80500000000,0.19400000000,1.87500000000,0.26600000000,0.00000000000,0.80000000000,0.06600000000,1.60000000000,0.23000000000
WJ-CH-CC001,WJ,CH,control,1,6,-1682658.70006000000,738884.48237500000,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,623,Low Sagebrush Shrubland and Steppe,0.00000000000,0.00000000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-CC001,WJ,CH,control,1,7,-1682658.70006000000,738884.48237500000,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,623,Low Sagebrush Shrubland and Steppe,3.99100000000,0.00000000000,3.99100000000,0.93500000000,0.37400000000,0.44100000000,0.00000000000,0.00000000000,NA,NA,NA,NA
WJ-CH-CC005,WJ,CH,control,5,6,-1683108.26229000000,738570.76175800000,SRM 406: Low Sagebrush,604,Big Sagebrush Shrubland and Steppe,16.81500000000,1.45900000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-CC005,WJ,CH,control,5,7,-1683108.26229000000,738570.76175800000,SRM 406: Low Sagebrush,604,Big Sagebrush Shrubland and Steppe,-0.95200000000,0.00000000000,-0.95200000000,0.75900000000,0.20800000000,0.00000000000,0.00000000000,0.00000000000,0.90000000000,1.16200000000,2.70000000000,9.69900000000
WJ-CH-CC009,WJ,CH,control,9,6,-1682922.08708000000,738506.16614300000,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,604,Big Sagebrush Shrubland and Steppe,2.71700000000,0.11400000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-CC009,WJ,CH,control,9,7,-1682922.08708000000,738506.16614300000,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,604,Big Sagebrush Shrubland and Steppe,7.42000000000,0.00000000000,7.42000000000,0.72100000000,0.43000000000,1.32300000000,0.00000000000,0.00000000000,0.90000000000,0.22700000000,0.20000000000,0.07100000000
WJ-CH-CC010,WJ,CH,control,10,6,-1682876.43569000000,738713.65299700000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,618,Grassland and Steppe,8.55800000000,0.58900000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-CC010,WJ,CH,control,10,7,-1682876.43569000000,738713.65299700000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,618,Grassland and Steppe,-3.13800000000,0.00000000000,-3.13800000000,0.46800000000,0.52700000000,3.08800000000,0.26600000000,0.00000000000,0.90000000000,0.58200000000,1.30000000000,0.92800000000
WJ-CH-CC012,WJ,CH,control,12,6,-1683059.05168000000,738594.77816800000,SRM 402: Mountain Big Sagebrush,604,Big Sagebrush Shrubland and Steppe,0.56900000000,0.01100000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-CC012,WJ,CH,control,12,7,-1683059.05168000000,738594.77816800000,SRM 402: Mountain Big Sagebrush,604,Big Sagebrush Shrubland and Steppe,3.54300000000,0.00000000000,3.54300000000,1.02700000000,0.31900000000,0.22100000000,0.00000000000,0.00000000000,2.50000000000,0.12100000000,2.00000000000,0.13200000000
WJ-CH-CC017,WJ,CH,control,17,6,-1683012.01375000000,738595.54665100000,SRM 106: Bluegrass Scabland,604,Big Sagebrush Shrubland and Steppe,-8.07900000000,-0.55600000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-CC017,WJ,CH,control,17,7,-1683012.01375000000,738595.54665100000,SRM 106: Bluegrass Scabland,604,Big Sagebrush Shrubland and Steppe,-1.42700000000,0.00000000000,-1.42700000000,0.48300000000,0.67900000000,1.76400000000,0.00000000000,0.00000000000,1.70000000000,2.02200000000,2.40000000000,5.26600000000
WJ-CH-CC017,WJ,CH,control,17,8,-1683012.01375000000,738595.54665100000,SRM 106: Bluegrass Scabland,604,Big Sagebrush Shrubland and Steppe,0.00000000000,0.00000000000,NA,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-CC019,WJ,CH,control,19,6,-1682825.17510000000,738696.95868900000,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,-34.11600000000,-3.35600000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-CC019,WJ,CH,control,19,7,-1682825.17510000000,738696.95868900000,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,-1.20900000000,0.00000000000,-1.20900000000,0.75100000000,0.49900000000,2.64700000000,2.05600000000,0.00000000000,0.80000000000,7.86500000000,1.30000000000,13.86600000000
WJ-CH-CC026,WJ,CH,control,26,6,-1682911.12533000000,738559.42945700000,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,604,Big Sagebrush Shrubland and Steppe,14.98100000000,1.33000000000,0.00000000000,0.00000000000,NA,NA,0.00000000000,0.00000000000,NA,NA,NA,NA
WJ-CH-CC026,WJ,CH,control,26,7,-1682911.12533000000,738559.42945700000,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,604,Big Sagebrush Shrubland and Steppe,-1.80900000000,0.00000000000,-1.80900000000,0.19900000000,0.74800000000,3.75000000000,2.15100000000,0.15800000000,1.10000000000,2.08400000000,3.10000000000,5.45500000000
WJ-CH-CC027,WJ,CH,control,27,6,-1682763.61560000000,738730.58054300000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,10.97700000000,1.09100000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-CC027,WJ,CH,control,27,7,-1682763.61560000000,738730.58054300000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,-3.23100000000,0.00000000000,-3.23100000000,0.42200000000,0.22200000000,1.10300000000,0.21100000000,0.00000000000,1.20000000000,0.71300000000,3.70000000000,5.23900000000
WJ-CH-CC029,WJ,CH,control,29,6,-1682805.46112000000,738793.66183100000,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,28.64000000000,2.56900000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-CC029,WJ,CH,control,29,7,-1682805.46112000000,738793.66183100000,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,-1.79400000000,0.00000000000,-1.79400000000,0.62100000000,0.83200000000,3.52900000000,1.89100000000,0.00000000000,1.60000000000,5.12800000000,3.40000000000,16.43700000000
WJ-CH-CC030,WJ,CH,control,30,6,-1682997.17317000000,738647.93715000000,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,604,Big Sagebrush Shrubland and Steppe,9.21900000000,0.87500000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-CC030,WJ,CH,control,30,7,-1682997.17317000000,738647.93715000000,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,604,Big Sagebrush Shrubland and Steppe,-6.00000000000,0.00000000000,-6.00000000000,1.74000000000,0.13900000000,0.77200000000,2.27900000000,0.00000000000,1.00000000000,0.77000000000,5.60000000000,6.82400000000
WJ-CH-CC034,WJ,CH,control,34,6,-1682697.95589000000,738845.84210400000,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,11.09600000000,0.93000000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-CC034,WJ,CH,control,34,7,-1682697.95589000000,738845.84210400000,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,-1.92500000000,0.00000000000,-1.92500000000,1.11100000000,0.76200000000,0.00000000000,0.00000000000,0.00000000000,1.40000000000,1.31600000000,3.50000000000,4.73200000000
WJ-CH-CC035,WJ,CH,control,35,6,-1682898.71515000000,738601.01446400000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,604,Big Sagebrush Shrubland and Steppe,6.34400000000,0.47400000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-CC035,WJ,CH,control,35,7,-1682898.71515000000,738601.01446400000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,604,Big Sagebrush Shrubland and Steppe,-3.66700000000,0.00000000000,-3.66700000000,0.82800000000,1.17800000000,0.33100000000,1.18700000000,0.00000000000,1.80000000000,0.36400000000,2.70000000000,1.80900000000
WJ-CH-CC039,WJ,CH,control,39,6,-1682859.31210000000,738667.48673400000,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,604,Big Sagebrush Shrubland and Steppe,5.53500000000,0.47600000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-CC039,WJ,CH,control,39,7,-1682859.31210000000,738667.48673400000,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,604,Big Sagebrush Shrubland and Steppe,-3.85500000000,0.00000000000,-3.85500000000,0.85900000000,0.65100000000,1.10300000000,0.80300000000,0.00000000000,1.60000000000,1.15200000000,2.00000000000,1.42000000000
WJ-CH-CC040,WJ,CH,control,40,6,-1682776.05053000000,738643.59181200000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,604,Big Sagebrush Shrubland and Steppe,0.07400000000,0.00000000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-CC040,WJ,CH,control,40,7,-1682776.05053000000,738643.59181200000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,604,Big Sagebrush Shrubland and Steppe,-3.48700000000,0.00000000000,-3.48700000000,0.59000000000,0.22200000000,1.54400000000,0.00000000000,0.00000000000,NA,NA,NA,NA
WJ-CH-MC009,WJ,CH,mech,9,6,-1688231.15886000000,738260.82193100000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,0.00000000000,0.00000000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-MC009,WJ,CH,mech,9,7,-1688231.15886000000,738260.82193100000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,29.48200000000,2.09100000000,0.69000000000,1.03500000000,0.54100000000,3.41900000000,0.00000000000,0.00000000000,0.70000000000,1.90000000000,1.40000000000,4.51200000000
WJ-CH-MC012,WJ,CH,mech,12,6,-1688358.02613000000,738362.63071100000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,0.00000000000,0.00000000000,0.00000000000,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-CH-MC012,WJ,CH,mech,12,7,-1688358.02613000000,738362.63071100000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,-104.40000000000,-10.42700000000,0.00000000000,0.15300000000,0.79000000000,5.18300000000,8.96900000000,0.41700000000,1.10000000000,12.37100000000,2.90000000000,31.07400000000
WJ-DR-BC002,WJ,DR,burn,2,6,-1824585.65640000000,916634.64950000000,SAF 217: Aspen,602,"Aspen Forest, Woodland, and Parkland",5.63700000000,0.44600000000,0.00000000000,0.43700000000,0.43000000000,4.85200000000,0.37200000000,0.00000000000,1.60000000000,0.38200000000,4.00000000000,1.99300000000
WJ-DR-BC002,WJ,DR,burn,2,7,-1824585.65640000000,916634.64950000000,SAF 217: Aspen,602,"Aspen Forest, Woodland, and Parkland",-1.02700000000,0.00000000000,-1.02700000000,0.49000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-DR-BC002,WJ,DR,burn,2,8,-1824585.65640000000,916634.64950000000,SAF 217: Aspen,602,"Aspen Forest, Woodland, and Parkland",-0.04700000000,0.00000000000,-0.04700000000,1.34900000000,0.38800000000,1.10300000000,0.84200000000,0.00000000000,0.70000000000,0.41500000000,0.00000000000,NA
WJ-DR-BC002,WJ,DR,burn,2,9,-1824585.65640000000,916634.64950000000,SAF 217: Aspen,602,"Aspen Forest, Woodland, and Parkland",-0.27300000000,0.00000000000,-0.27300000000,2.39200000000,0.47100000000,0.44100000000,0.00000000000,0.00000000000,NA,NA,NA,NA
WJ-DR-BC002,WJ,DR,burn,2,10,-1824585.65640000000,916634.64950000000,SAF 217: Aspen,602,"Aspen Forest, Woodland, and Parkland",-0.10100000000,0.00000000000,-0.10100000000,2.48400000000,0.45700000000,1.76400000000,0.55600000000,0.00000000000,NA,NA,NA,NA
WJ-DR-BC002,WJ,DR,burn,2,11,-1824585.65640000000,916634.64950000000,SAF 217: Aspen,602,"Aspen Forest, Woodland, and Parkland",0.00000000000,0.00000000000,NA,3.52700000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-DR-BC002,WJ,DR,burn,2,12,-1824585.65640000000,916634.64950000000,SAF 217: Aspen,602,"Aspen Forest, Woodland, and Parkland",0.00000000000,0.00000000000,NA,2.13900000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-DR-BC002,WJ,DR,burn,2,13,-1824585.65640000000,916634.64950000000,SAF 217: Aspen,602,"Aspen Forest, Woodland, and Parkland",0.00000000000,0.00000000000,0.00000000000,1.97100000000,0.90100000000,0.11000000000,0.32900000000,0.00000000000,NA,NA,NA,NA
WJ-DR-BC002,WJ,DR,burn,2,14,-1824585.65640000000,916634.64950000000,SAF 217: Aspen,602,"Aspen Forest, Woodland, and Parkland",0.00000000000,0.00000000000,NA,2.71400000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-DR-BC002,WJ,DR,burn,2,16,-1824585.65640000000,916634.64950000000,SAF 217: Aspen,602,"Aspen Forest, Woodland, and Parkland",0.00000000000,0.00000000000,NA,0.00000000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-DR-BC002,WJ,DR,burn,2,17,-1824585.65640000000,916634.64950000000,SAF 217: Aspen,602,"Aspen Forest, Woodland, and Parkland",0.29100000000,0.00000000000,0.29100000000,1.68700000000,0.51300000000,2.09500000000,0.94700000000,0.00000000000,NA,NA,NA,NA
WJ-DR-BC010,WJ,DR,burn,10,6,-1824464.67650000000,916674.00060000000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,12.48900000000,1.69800000000,0.00000000000,0.00000000000,0.59600000000,3.52900000000,0.26600000000,0.00000000000,1.20000000000,0.48500000000,5.50000000000,4.31800000000
WJ-DR-BC010,WJ,DR,burn,10,7,-1824464.67650000000,916674.00060000000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,-1.72500000000,0.00000000000,-1.72500000000,0.74400000000,NA,NA,NA,NA,NA,NA,NA,NA
WJ-DR-BC010,WJ,DR,burn,10,8,-1824464.67650000000,916674.00060000000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,0.06700000000,0.00000000000,0.06700000000,0.22200000000,0.34700000000,0.88200000000,0.00000000000,0.00000000000,0.70000000000,0.50000000000,3.30000000000,6.17700000000
WJ-DR-BC010,WJ,DR,burn,10,9,-1824464.67650000000,916674.00060000000,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,620,Juniper Woodland and Savanna,-0.07300000000,0.00000000000,-0.07300000000,1.83300000000,0.24900000000,0.77200000000,0.00000000000,0.00000000000,NA,NA,NA,NA
