"fuelType","distr","n.obs","prop0","param1.est","param1.sd","param1.cv","param2.est","param2.sd","param2.cv","KS.pVal","equivalence.val"
"X100hr_loading_Mgha","gammaLL",990,0.043,2.114,0.09,0.042,0.287,0.014,0.048,0.085,0.002
"X10hr_loading_Mgha","gammaLL",1028,0.006,1.738,0.071,0.041,0.379,0.018,0.046,0.002,0.009
"X10Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10KhrR_loading_Mgha","lnormLL",245,0.663,2.557,0.054,0.021,0.854,0.038,0.045,0.204,0.004
"X10KhrS_loading_Mgha","lnormLL",375,0.484,2.736,0.043,0.016,0.856,0.031,0.036,0.161,0.004
"X1hr_loading_Mgha","gammaLL",477,0.012,1.387,0.083,0.06,1.292,0.093,0.072,0,0.006
"X1Khr_loading_Mgha","gammaLL",51,0,1.246,0.244,0.196,0.04,0.01,0.243,0.188,0.012
"X1KhrR_loading_Mgha","lnormLL",294,0.6,1.281,0.061,0.048,1.056,0.043,0.041,0.106,0.006
"X1KhrS_loading_Mgha","lnormLL",528,0.282,1.834,0.044,0.024,1.029,0.032,0.031,0.007,0.012
"cwd_loading_Mgha","gammaLL",719,0.173,1.021,0.047,0.046,0.023,0.001,0.059,0.194,0.002
"cwd_rotten_loading_Mgha","gammaLL",440,0.492,0.923,0.034,0.037,26.558,1.428,0.054,0.15,0.013
"cwd_sound_loading_Mgha","gammaLL",649,0.267,0.881,0.027,0.031,31.481,1.487,0.047,0.009,0.014
"duff_depth_","gammaLL",133,0.007,2.465,0.296,0.12,0.699,0.093,0.133,0.247,0.016
"duff_loading_Mgha","gammaLL",234,0.025,1.641,0.139,0.085,0.063,0.006,0.1,0.096,0.006
"fwd_loading_Mgha","gammaLL",198,0.005,1.735,0.099,0.057,11.94,0.515,0.043,0.002,0.019
"GT10KhrR_loading_Mgha","lnormLL",71,0.902,3.299,0.079,0.024,0.671,0.056,0.084,0.16,0.019
"GT10KhrS_loading_Mgha","lnormLL",144,0.802,3.596,0.054,0.015,0.652,0.038,0.058,0.002,0.031
"herb_loading_Mgha","gammaLL",250,0.053,0.906,0.045,0.05,0.423,0.031,0.072,0.265,0.006
"herb_percentlive_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lichen_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_depth_","lnormLL",105,0,0.232,0.056,0.242,0.573,0.039,0.068,0.568,0.015
"litter_loading_Mgha","lnormLL",253,0.004,1.917,0.059,0.031,0.937,0.042,0.045,0,0.018
"moss_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ms_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"os_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shrub_loading_Mgha","gammaLL",121,0.047,1.43,0.105,0.073,2.709,0.184,0.068,0.017,0.013
"snag_loading_Mgha","gammaLL",90,0.159,0.824,0.111,0.135,0.043,0.008,0.182,0.341,0.015
"tree_crown_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_Mgha","gammaLL",106,0.009,1.433,0.188,0.131,0.009,0.001,0.158,0.365,0.006
"us_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
