"fuelType","distr","n.obs","prop0","param1.est","param1.sd","param1.cv","param2.est","param2.sd","param2.cv","KS.pVal","equivalence.val"
"X100hr_loading_Mgha","lnormLL",809,0.137,1.393,0.029,0.021,0.848,0.021,0.025,0.001,0.004
"X10hr_loading_Mgha","lnormLL",895,0.045,0.601,0.033,0.055,0.992,0.024,0.024,0,0.009
"X10Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10KhrR_loading_Mgha","lnormLL",133,0.545,2.781,0.072,0.026,0.836,0.051,0.061,0.077,0.006
"X10KhrS_loading_Mgha","lnormLL",151,0.483,2.904,0.077,0.027,0.949,0.056,0.059,0.158,0.014
"X1hr_loading_Mgha","gammaLL",773,0.056,1.151,0.052,0.045,1.785,0.1,0.056,0,0.012
"X1Khr_loading_Mgha","gammaLL",42,0,1.196,0.156,0.131,63.466,8.666,0.137,0.009,0.045
"X1KhrR_loading_Mgha","lnormLL",184,0.395,1.769,0.075,0.042,1.021,0.053,0.052,0.293,0.008
"X1KhrS_loading_Mgha","lnormLL",240,0.211,2.105,0.075,0.036,1.172,0.053,0.045,0.61,0.003
"cwd_loading_Mgha","gammaLL",540,0.067,0.968,0.032,0.034,42.888,2.009,0.047,0.024,0.015
"cwd_rotten_loading_Mgha","lnormLL",586,0.256,0.879,0.028,0.032,24.458,1.221,0.05,0.01,0.013
"cwd_sound_loading_Mgha","lnormLL",607,0.23,2.352,0.057,0.024,1.412,0.041,0.029,0.001,0.009
"duff_depth_","gammaLL",363,0.005,1.394,0.095,0.068,0.498,0.041,0.083,0.296,0.012
"duff_loading_Mgha","gammaLL",489,0.008,1.449,0.085,0.059,0.061,0.004,0.07,0.327,0.007
"fwd_loading_Mgha","gammaLL",268,0.015,1.69,0.135,0.08,0.214,0.02,0.092,0.234,0.006
"GT10KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GT10KhrS_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"herb_loading_Mgha","gammaLL",461,0.021,0.934,0.054,0.058,1.63,0.124,0.076,0.002,0.008
"herb_percentlive_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lichen_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_depth_","lnormLL",318,0.012,-0.231,0.05,-0.218,0.915,0.037,0.04,0.051,0.008
"litter_loading_Mgha","lnormLL",477,0.004,1.328,0.043,0.032,0.934,0.031,0.033,0.004,0.01
"moss_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ms_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"os_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shrub_loading_Mgha","gammaLL",308,0.022,1.113,0.081,0.073,0.58,0.053,0.091,0.004,0.006
"snag_loading_Mgha","gammaLL",122,0.147,0.853,0.1,0.117,0.039,0.006,0.158,0.907,0.003
"tree_crown_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_Mgha","gammaLL",137,0.007,1.276,0.145,0.114,0.01,0.001,0.137,0.064,0.014
"us_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
