110001,3.346976837,0.096693081,0.267734579,61.4,0.944811825,1,97,0.5,Even,7.92,75,1,0.153608593,1.594162814,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110002,11.51426096,0.08697748,0.917470083,61.4,5.148590261,1,97,0.5,Even,7.92,75,1,0.003766363,0.50802682,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110003,6.222661307,0.055791178,0.374366886,61.4,2.734527693,1,97,0.5,Even,7.92,75,1,0.312099615,0.153301388,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110004,4.709148897,0.178516371,1.417225656,61.4,4.612985351,1,97,0.5,Even,7.92,75,1,0.107020816,0.785810061,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110005,13.63111056,0.046908559,1.041916628,61.4,2.623260633,1,97,0.5,Even,7.92,75,1,0.237317808,0.343970746,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110006,2.911327756,0.07149377,0.489118584,61.4,2.274760558,1,97,0.5,Even,7.92,75,1,0.363405181,0,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110007,2.161929132,0.156660962,0.788319133,61.4,1.450633795,1,97,0.5,Even,7.92,75,1,0.28077671,1.153293016,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110008,2.88133656,0.069675429,1.23746742,61.4,3.13381529,1,97,0.5,Even,7.92,75,1,0.111202163,0,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110009,7.188253758,0.058364169,1.259843858,61.4,2.988331422,1,97,0.5,Even,7.92,75,1,0.121010957,0.363584953,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110010,4.118902159,0.089039151,0.678940835,61.4,3.32914579,1,97,0.5,Even,7.92,75,1,0.163696952,1.21108891,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110011,1.8276363,0.013477328,0,61.4,0.156441629,1,97,0.5,Even,7.92,75,1,0.358318514,0.883581509,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110012,12.13118182,0.187312566,1.712630255,61.4,16.27146221,1,97,0.5,Even,7.92,75,1,0.06713526,0.260675935,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110013,4.674172974,0.060803119,1.814864973,61.4,3.494830559,1,97,0.5,Even,7.92,75,1,0.140794032,1.650554972,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110014,3.035171677,0.026409343,0.1277225,61.4,0.847956776,1,97,0.5,Even,7.92,75,1,0.010338783,0,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110015,1.705062287,0.08961565,0.345550759,61.4,2.017037863,1,97,0.5,Even,7.92,75,1,0.541627958,0.736114123,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110016,2.799887031,0.066078492,0.118999762,61.4,0.611762396,1,97,0.5,Even,7.92,75,1,0.238492362,0,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110017,2.413810499,0.046920234,0.667334816,61.4,6.970132351,1,97,0.5,Even,7.92,75,1,0.087006997,0.617477413,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110018,7.678096929,0.029558765,0.240782795,61.4,1.57508439,1,97,0.5,Even,7.92,75,1,0.15554264,0,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110019,2.62283071,0.049830082,0.421635441,61.4,1.933046878,1,97,0.5,Even,7.92,75,1,0.16816651,0,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110020,8.393081037,0.107648147,0.62468968,61.4,1.402854081,1,97,0.5,Even,7.92,75,1,0.076187197,1.26537894,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110021,5.046917253,0.03575334,0.245504509,61.4,0.893029605,1,97,0.5,Even,7.92,75,1,0.092039801,0.435491292,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110022,2.832343495,0.008513859,0.189036894,61.4,0,1,97,0.5,Even,7.92,75,1,0.423365599,1.13009351,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110023,1.101245458,0.039744747,0.268477411,61.4,1.549726986,1,97,0.5,Even,7.92,75,1,0.236731756,0.538870517,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110024,3.795189962,0.079341929,0.927175139,61.4,2.849523217,1,97,0.5,Even,7.92,75,1,0.113567365,1.011560835,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110025,5.889886382,0.124863423,0.939182439,61.4,2.414795499,1,97,0.5,Even,7.92,75,1,0.105893285,0.239617581,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110026,2.996359665,0.021714907,0.320151018,61.4,0.570798326,1,97,0.5,Even,7.92,75,1,0.191272503,0.261487899,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110027,3.359345542,0.133922315,1.157150553,61.4,1.766403412,1,97,0.5,Even,7.92,75,1,0.51139017,0.483014163,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110028,2.04492905,0.069800144,0.385760511,61.4,5.460072406,1,97,0.5,Even,7.92,75,1,0.083939726,0.519155145,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110029,1.634870482,0.040772856,0.73785515,61.4,3.846181721,1,97,0.5,Even,7.92,75,1,0.061931404,0,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110030,2.864067399,0.192393167,2.391591674,61.4,1.848076537,1,97,0.5,Even,7.92,75,1,0.091393421,0.301876374,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110031,7.577649465,0.063838073,0.15386337,61.4,0.906513335,1,97,0.5,Even,7.92,75,1,0.116579173,0.44727444,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110032,6.537129126,0.02218058,0.077358095,61.4,1.136688792,1,97,0.5,Even,7.92,75,1,0.144257308,0.28254793,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110033,9.933614418,0.167004693,0.762540142,61.4,4.97196183,1,97,0.5,Even,7.92,75,1,0.18401226,0.546724065,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110034,1.230244317,0.096734601,0.475763295,61.4,2.109741035,1,97,0.5,Even,7.92,75,1,0.224700705,0.76790673,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110035,1.620446727,0,0.032751967,61.4,0.554281519,1,97,0.5,Even,7.92,75,1,0.187117292,0.358365705,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
110036,2.103366411,0.051803339,0.275935831,61.4,0.952701698,1,97,0.5,Even,7.92,75,1,0.296171206,0.246064038,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
