Std,LitPre,LitCon,LitPos,DW1Pre,DW1Con,DW1Pos,DW10Pre,DW10Con,DW10Pos,DW100Pre,DW100Con,DW100Pos,DW1kSndPre,DW1kSndCon,DW1kSndPos,DW1kRotPre,DW1kRotCon,DW1kRotPos,DufPre,DufCon,DufPos,HerPre,HerCon,HerPos,ShrPre,ShrCon,ShrPos,FolPre,FolCon,FolPos,BraPre,BraCon,BraPos,MSEPer,DufDepPre,DufDepCon,DufDepPos,PM10F,PM10S,PM25F,PM25S,CH4F,CH4S,COF,COS,CO2F,CO2S,NOXF,NOXS,SO2F,SO2S,FlaDur,SmoDur,FlaCon,SmoCon
"8021", 4.35, 4.35, 0.00, 1.55, 1.55, 0.00, 0.33, 0.33, 0.00, 1.46, 1.46, 0.00,40.00,17.77,22.23,17.00, 7.79, 9.21,31.68,15.72,15.96, 0.69, 0.69, 0.00, 5.12, 3.07, 2.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 60,2298, 51,1948, 15,1183,127,25954,34577,105643, 62,  0, 19, 86,    90,  9945,  9.72, 43.00
"8022", 3.05, 3.05, 0.00, 1.09, 1.09, 0.00, 0.23, 0.23, 0.00, 2.06, 2.06, 0.00,40.00,17.78,22.22,17.00, 7.83, 9.17,31.68,15.72,15.96, 3.22, 3.22, 0.00, 5.24, 3.14, 2.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 65,2328, 55,1973, 17,1198,138,26286,37615,106995, 68,  0, 21, 87,    90,  8145, 10.58, 43.55
"8023", 3.81, 3.81, 0.00, 0.37, 0.37, 0.00, 0.10, 0.10, 0.00, 1.09, 1.09, 0.00,40.00,17.41,22.59,17.00, 7.69, 9.31,31.68,15.72,15.96, 0.80, 0.80, 0.00, 4.46, 2.67, 1.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 47,2245, 40,1903, 12,1156,100,25354,27235,103201, 49,  0, 15, 84,    75,  8100,  7.66, 42.01
"8024", 1.29, 1.29, 0.00, 0.16, 0.16, 0.00, 0.13, 0.13, 0.00, 1.07, 1.07, 0.00,40.00,17.34,22.66,17.00, 7.70, 9.30,31.68,15.72,15.96, 0.74, 0.74, 0.00, 8.43, 5.06, 3.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 44,2249, 37,1906, 11,1158, 93,25395,25329,103368, 46,  0, 14, 84,    60,  7995,  7.12, 42.08
"8025", 2.86, 2.86, 0.00, 0.24, 0.24, 0.00, 0.23, 0.23, 0.00, 3.25, 3.25, 0.00,40.00,17.98,22.02,17.00, 7.92, 9.08,31.68,15.72,15.96, 0.27, 0.27, 0.00, 7.27, 4.36, 2.91, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 46,2425, 39,2055, 12,1249, 97,27386,26509,111472, 48,  0, 15, 91,    60,  8115,  7.45, 45.37
"8026", 0.68, 0.68, 0.00, 0.74, 0.74, 0.00, 0.20, 0.20, 0.00, 0.07, 0.07, 0.00,40.00,16.99,23.01,17.00, 7.56, 9.44,31.68,15.72,15.96, 1.50, 1.50, 0.00, 1.91, 1.14, 0.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 25,2168, 21,1837,  6,1116, 53,24482,14354,99652, 26,  0,  8, 81,    75,  8115,  4.04, 40.56
"8027", 6.22, 6.22, 0.00, 0.54, 0.54, 0.00, 0.18, 0.18, 0.00, 0.37, 0.37, 0.00,40.00,17.32,22.68,17.00, 7.59, 9.41,31.68,15.72,15.96, 4.04, 4.04, 0.00, 5.60, 3.36, 2.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 87,2202, 74,1866, 23,1134,184,24862,50280,101197, 90,  0, 28, 82,    75, 10965, 14.14, 41.19
"8028", 6.69, 6.69, 0.00, 0.06, 0.06, 0.00, 0.08, 0.08, 0.00, 0.82, 0.82, 0.00,40.00,17.44,22.56,17.00, 7.63, 9.37,31.68,15.72,15.96, 0.70, 0.70, 0.00, 2.54, 1.52, 1.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 55,2232, 46,1892, 14,1149,116,25205,31666,102592, 57,  0, 18, 84,    60, 11100,  8.90, 41.76
"8029", 3.18, 3.18, 0.00, 0.27, 0.27, 0.00, 0.37, 0.37, 0.00, 2.90, 2.90, 0.00,40.00,17.97,22.03,17.00, 7.91, 9.09,31.68,15.72,15.96, 0.77, 0.77, 0.00, 3.42, 2.05, 1.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 38,2402, 32,2036, 10,1237, 81,27125,22061,110410, 40,  0, 12, 90,    60,  8115,  6.20, 44.94
"8030", 0.76, 0.76, 0.00, 0.06, 0.06, 0.00, 0.04, 0.04, 0.00, 0.54, 0.54, 0.00,40.00,17.01,22.99,17.00, 7.58, 9.42,31.68,15.72,15.96, 1.41, 1.41, 0.00, 4.01, 2.41, 1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 28,2187, 24,1854,  7,1126, 60,24700,16348,100539, 29,  0,  9, 82,    60,  8115,  4.60, 40.92
"8031", 0.79, 0.79, 0.00, 0.05, 0.05, 0.00, 0.08, 0.08, 0.00, 0.60, 0.60, 0.00,40.00,17.07,22.93,17.00, 7.60, 9.40,31.68,15.72,15.96, 0.90, 0.90, 0.00, 3.48, 2.09, 1.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 23,2197, 20,1862,  6,1131, 50,24810,13522,100986, 24,  0,  8, 82,    60,  8100,  3.80, 41.11
"8032", 1.82, 1.82, 0.00, 0.15, 0.15, 0.00, 0.20, 0.20, 0.00, 2.29, 2.29, 0.00,40.00,17.75,22.25,17.00, 7.84, 9.16,31.68,15.72,15.96, 1.20, 1.20, 0.00, 0.87, 0.52, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 22,2348, 18,1990,  6,1209, 46,26518,12618,107940, 23,  0,  7, 88,    60,  7845,  3.55, 43.94
"8033", 4.58, 4.58, 0.00, 0.59, 0.59, 0.00, 0.27, 0.27, 0.00, 0.77, 0.77, 0.00,40.00,17.44,22.56,17.00, 7.68, 9.32,31.68,15.72,15.96, 0.49, 0.49, 0.00, 2.54, 1.52, 1.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 44,2239, 37,1897, 11,1152, 93,25278,25487,102891, 46,  0, 14, 84,    75,  8310,  7.17, 41.88
"8034", 8.46, 8.46, 0.00, 0.92, 0.92, 0.00, 0.41, 0.41, 0.00, 3.73, 3.73, 0.00,40.00,18.52,21.48,17.00, 7.94, 9.06,31.68,15.72,15.96, 0.75, 0.75, 0.00, 2.40, 1.44, 0.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 71,2477, 60,2099, 18,1275,151,27968,41142,113841, 74,  0, 23, 93,    75, 15375, 11.57, 46.34
"8035", 1.68, 1.68, 0.00, 0.37, 0.37, 0.00, 0.07, 0.07, 0.00, 0.06, 0.06, 0.00,40.00,16.86,23.14,17.00, 7.51, 9.49,31.68,15.72,15.96, 0.87, 0.87, 0.00, 5.90, 3.54, 2.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 39,2155, 33,1826, 10,1110, 83,24337,22647,99061, 41,  0, 13, 81,    60,  8115,  6.37, 40.32
"8036", 4.38, 4.38, 0.00, 0.60, 0.60, 0.00, 0.24, 0.24, 0.00, 0.40, 0.40, 0.00,40.00,17.27,22.73,17.00, 7.61, 9.39,31.68,15.72,15.96, 0.51, 0.51, 0.00, 2.53, 1.52, 1.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 43,2205, 36,1869, 11,1135, 91,24901,24878,101356, 45,  0, 14, 83,    75,  8385,  6.99, 41.26
"8037", 2.71, 2.71, 0.00, 1.60, 1.60, 0.00, 0.29, 0.29, 0.00, 0.62, 0.62, 0.00,40.00,17.38,22.62,17.00, 7.67, 9.33,31.68,15.72,15.96, 1.00, 1.00, 0.00, 2.68, 1.61, 1.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 43,2225, 36,1886, 11,1146, 91,25126,24772,102272, 45,  0, 14, 83,    90,  8085,  6.96, 41.63
"8038", 6.38, 6.38, 0.00, 0.19, 0.19, 0.00, 0.21, 0.21, 0.00, 0.71, 0.71, 0.00,40.00,17.47,22.53,17.00, 7.65, 9.35,31.68,15.72,15.96, 2.11, 2.11, 0.00, 7.00, 4.20, 2.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 78,2244, 66,1902, 20,1155,165,25342,45040,103152, 81,  0, 25, 84,    60, 10710, 12.66, 41.99
"8039", 3.54, 3.54, 0.00, 0.28, 0.28, 0.00, 0.04, 0.04, 0.00, 0.22, 0.22, 0.00,40.00,16.98,23.02,17.00, 7.53, 9.47,31.68,15.72,15.96, 0.53, 0.53, 0.00, 6.79, 4.08, 2.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 51,2168, 44,1837, 13,1116,109,24477,29714,99629, 53,  0, 17, 81,    60,  8115,  8.35, 40.55
"8040", 2.13, 2.13, 0.00, 0.03, 0.03, 0.00, 0.18, 0.18, 0.00, 0.34, 0.34, 0.00,40.00,17.07,22.93,17.00, 7.58, 9.42,31.68,15.72,15.96, 4.07, 4.07, 0.00, 5.06, 3.04, 2.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 57,2187, 48,1853, 15,1126,120,24696,32856,100522, 59,  0, 18, 82,    60,  8115,  9.24, 40.92
"8041", 3.76, 3.76, 0.00, 3.28, 3.28, 0.00, 0.16, 0.16, 0.00, 0.10, 0.10, 0.00,40.00,17.25,22.75,17.00, 7.55, 9.45,31.68,15.72,15.96, 1.35, 1.35, 0.00, 5.01, 3.00, 2.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 70,2179, 59,1846, 18,1122,149,24603,40554,100144, 73,  0, 23, 82,    90, 11550, 11.40, 40.76
"8042", 0.94, 0.94, 0.00, 0.17, 0.17, 0.00, 0.15, 0.15, 0.00, 0.27, 0.27, 0.00,40.00,17.01,22.99,17.00, 7.57, 9.43,31.68,15.72,15.96, 1.13, 1.13, 0.00, 5.20, 3.12, 2.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 32,2183, 27,1850,  8,1124, 68,24653,18657,100348, 34,  0, 10, 82,    60,  8115,  5.25, 40.85
"8043",11.10,11.10, 0.00, 0.38, 0.38, 0.00, 0.23, 0.23, 0.00, 0.74, 0.74, 0.00,40.00,17.87,22.13,17.00, 7.64, 9.36,31.68,15.72,15.96, 0.40, 0.40, 0.00, 4.96, 2.98, 1.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 91,2256, 77,1912, 24,1161,194,25472,52771,103681, 95,  0, 30, 84,    75, 16350, 14.84, 42.20
"8044", 5.54, 5.54, 0.00, 0.19, 0.19, 0.00, 0.03, 0.03, 0.00, 1.31, 1.31, 0.00,40.00,17.51,22.49,17.00, 7.69, 9.31,31.68,15.72,15.96, 2.17, 2.17, 0.00, 5.08, 3.05, 2.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 66,2271, 56,1925, 17,1169,140,25646,38146,104388, 69,  0, 21, 85,    60,  9135, 10.73, 42.49
"8045", 7.68, 7.68, 0.00, 3.80, 3.80, 0.00, 0.46, 0.46, 0.00, 2.63, 2.63, 0.00,40.00,18.50,21.50,17.00, 7.88, 9.12,31.68,15.72,15.96, 1.43, 1.43, 0.00, 3.99, 2.40, 1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 95,2412, 80,2044, 24,1242,201,27236,54721,110860, 98,  0, 31, 90,    90, 16245, 15.39, 45.13
"8046", 2.42, 2.42, 0.00, 0.22, 0.22, 0.00, 0.16, 0.16, 0.00, 0.68, 0.68, 0.00,40.00,17.23,22.77,17.00, 7.65, 9.35,31.68,15.72,15.96, 0.31, 0.31, 0.00, 2.17, 1.30, 0.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 25,2227, 21,1888,  6,1147, 52,25151,14250,102375, 26,  0,  8, 83,    60,  8070,  4.01, 41.67
"8047", 4.07, 4.07, 0.00, 0.11, 0.11, 0.00, 0.16, 0.16, 0.00, 1.69, 1.69, 0.00,40.00,17.63,22.37,17.00, 7.77, 9.23,31.68,15.72,15.96, 0.36, 0.36, 0.00, 3.15, 1.89, 1.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 39,2304, 33,1952, 10,1186, 82,26014,22423,105885, 40,  0, 13, 86,    60,  8160,  6.30, 43.10
"8048", 3.01, 3.01, 0.00, 1.35, 1.35, 0.00, 0.18, 0.18, 0.00, 1.00, 1.00, 0.00,40.00,17.45,22.55,17.00, 7.70, 9.30,31.68,15.72,15.96, 0.38, 0.38, 0.00, 1.59, 0.95, 0.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 35,2245, 30,1903,  9,1156, 75,25352,20437,103190, 37,  0, 11, 84,    90,  8160,  5.75, 42.00
"8049", 2.25, 2.25, 0.00, 0.25, 0.25, 0.00, 0.09, 0.09, 0.00, 0.58, 0.58, 0.00,40.00,17.16,22.84,17.00, 7.61, 9.39,31.68,15.72,15.96, 2.49, 2.49, 0.00, 5.12, 3.07, 2.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 48,2215, 41,1877, 12,1140,102,25011,27723,101802, 50,  0, 16, 83,    60,  8100,  7.79, 41.44
"8050", 0.74, 0.74, 0.00, 2.62, 2.62, 0.00, 0.24, 0.24, 0.00, 2.55, 2.55, 0.00,40.00,17.89,22.11,17.00, 7.88, 9.12,31.68,15.72,15.96, 0.11, 0.11, 0.00, 3.62, 2.17, 1.45, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 35,2362, 30,2001,  9,1216, 75,26669,20459,108552, 37,  0, 12, 88,    90,  8070,  5.75, 44.19
"8051", 4.86, 4.86, 0.00, 0.15, 0.15, 0.00, 0.12, 0.12, 0.00, 0.16, 0.16, 0.00,40.00,17.05,22.95,17.00, 7.54, 9.46,31.68,15.72,15.96, 0.58, 0.58, 0.00, 5.05, 3.03, 2.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 52,2179, 44,1847, 13,1122,110,24606,30003,100155, 54,  0, 17, 82,    60,  8415,  8.44, 40.77
"8052", 2.20, 2.20, 0.00, 0.98, 0.98, 0.00, 0.04, 0.04, 0.00, 0.32, 0.32, 0.00,40.00,17.04,22.96,17.00, 7.56, 9.44,31.68,15.72,15.96, 0.05, 0.05, 0.00, 2.39, 1.43, 0.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 29,2173, 24,1842,  7,1119, 61,24542,16647,99895, 30,  0,  9, 81,    90,  8115,  4.68, 40.66
"8053", 3.97, 3.97, 0.00, 0.79, 0.79, 0.00, 0.27, 0.27, 0.00, 1.88, 1.88, 0.00,40.00,17.77,22.23,17.00, 7.81, 9.19,31.68,15.72,15.96, 1.91, 1.91, 0.00, 2.61, 1.57, 1.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 51,2323, 43,1968, 13,1196,107,26226,29313,106749, 53,  0, 16, 87,    75,  8160,  8.24, 43.45
"8054", 0.38, 0.38, 0.00, 0.27, 0.27, 0.00, 0.17, 0.17, 0.00, 3.14, 3.14, 0.00,40.00,17.89,22.11,17.00, 7.90, 9.10,31.68,15.72,15.96, 0.46, 0.46, 0.00, 2.57, 1.54, 1.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 12,2431, 10,2060,  3,1251, 26,27448, 7109,111724, 13,  0,  4, 91,    60,  7815,  2.00, 45.48
"8055", 7.65, 7.65, 0.00, 0.06, 0.06, 0.00, 0.58, 0.58, 0.00, 3.39, 3.39, 0.00,40.00,18.37,21.63,17.00, 7.93, 9.07,31.68,15.72,15.96, 1.40, 1.40, 0.00, 7.06, 4.24, 2.83, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 82,2462, 69,2086, 21,1268,173,27802,47227,113162, 85,  0, 27, 92,    60, 14070, 13.28, 46.06
"8056",10.26,10.26, 0.00, 0.06, 0.06, 0.00, 0.41, 0.41, 0.00, 2.93, 2.93, 0.00,40.00,18.45,21.55,17.00, 7.88, 9.12,31.68,15.72,15.96, 3.18, 3.18, 0.00, 3.93, 2.36, 1.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 97,2431, 82,2060, 25,1251,206,27450,56168,111730,101,  0, 32, 91,    60, 15705, 15.79, 45.48
"8057", 0.56, 0.56, 0.00, 0.18, 0.18, 0.00, 0.38, 0.38, 0.00, 0.99, 0.99, 0.00,40.00,17.43,22.57,17.00, 7.74, 9.26,31.68,15.72,15.96, 0.68, 0.68, 0.00, 2.48, 1.49, 0.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 17,2265, 14,1919,  4,1166, 36,25575, 9893,104101, 18,  0,  6, 85,    60,  7950,  2.78, 42.37
"8058", 2.18, 2.18, 0.00, 0.06, 0.06, 0.00, 0.04, 0.04, 0.00, 0.47, 0.47, 0.00,40.00,17.02,22.98,17.00, 7.57, 9.43,31.68,15.72,15.96, 1.75, 1.75, 0.00, 7.95, 4.77, 3.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 53,2185, 45,1852, 14,1125,113,24675,30948,100434, 56,  0, 17, 82,    60,  8115,  8.70, 40.88
"8059", 2.86, 2.86, 0.00, 0.41, 0.41, 0.00, 0.05, 0.05, 0.00, 0.69, 0.69, 0.00,40.00,17.18,22.82,17.00, 7.62, 9.38,31.68,15.72,15.96, 1.44, 1.44, 0.00, 4.56, 2.74, 1.82, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 46,2206, 39,1869, 12,1136, 97,24909,26461,101387, 48,  0, 15, 83,    75,  8100,  7.44, 41.27
"8060", 0.33, 0.33, 0.00, 0.01, 0.01, 0.00, 0.06, 0.06, 0.00, 0.14, 0.14, 0.00,40.00,16.83,23.17,17.00, 7.51, 9.49,31.68,15.72,15.96, 0.34, 0.34, 0.00, 6.69, 4.02, 2.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 27,2170, 23,1839,  7,1117, 57,24506,15508,99748, 28,  0,  9, 81,    60,  8115,  4.36, 40.60
"8061", 2.82, 2.82, 0.00, 0.46, 0.46, 0.00, 0.30, 0.30, 0.00, 0.77, 0.77, 0.00,40.00,17.39,22.61,17.00, 7.69, 9.31,31.68,15.72,15.96, 0.71, 0.71, 0.00, 2.34, 1.40, 0.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 33,2238, 28,1897,  9,1152, 70,25273,19207,102869, 35,  0, 11, 84,    75,  7995,  5.40, 41.87
"8062", 0.35, 0.35, 0.00, 0.26, 0.26, 0.00, 0.41, 0.41, 0.00, 0.45, 0.45, 0.00,40.00,17.25,22.75,17.00, 7.68, 9.32,31.68,15.72,15.96, 0.77, 0.77, 0.00, 5.31, 3.18, 2.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 24,2251, 21,1908,  6,1159, 52,25423,14059,103480, 25,  0,  8, 84,    60,  8010,  3.95, 42.12
"8063", 1.61, 1.61, 0.00, 0.87, 0.87, 0.00, 0.76, 0.76, 0.00, 1.79, 1.79, 0.00,40.00,17.85,22.15,17.00, 7.87, 9.13,31.68,15.72,15.96, 1.86, 1.86, 0.00, 3.26, 1.95, 1.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 39,2350, 33,1992, 10,1210, 82,26540,22455,108027, 40,  0, 13, 88,    75,  7830,  6.31, 43.97
"8064", 4.73, 4.73, 0.00, 0.29, 0.29, 0.00, 0.13, 0.13, 0.00, 0.54, 0.54, 0.00,40.00,17.26,22.74,17.00, 7.61, 9.39,31.68,15.72,15.96, 1.84, 1.84, 0.00, 7.86, 4.72, 3.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 71,2206, 60,1869, 18,1135,151,24905,41137,101371, 74,  0, 23, 83,    75,  8400, 11.57, 41.26
"8065", 5.91, 5.91, 0.00, 0.75, 0.75, 0.00, 0.28, 0.28, 0.00, 2.69, 2.69, 0.00,40.00,18.13,21.87,17.00, 7.88, 9.12,31.68,15.72,15.96, 0.62, 0.62, 0.00, 2.95, 1.77, 1.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 56,2389, 47,2024, 14,1230,118,26974,32196,109793, 58,  0, 18, 89,    75, 12285,  9.05, 44.69
"8066", 1.60, 1.60, 0.00, 0.40, 0.40, 0.00, 0.34, 0.34, 0.00, 2.23, 2.23, 0.00,40.00,17.80,22.20,17.00, 7.85, 9.15,31.68,15.72,15.96, 2.77, 2.77, 0.00, 2.14, 1.28, 0.86, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 37,2354, 31,1995,  9,1212, 78,26579,21158,108188, 38,  0, 12, 88,    60,  7830,  5.95, 44.04
"8067", 0.34, 0.34, 0.00, 0.66, 0.66, 0.00, 0.29, 0.29, 0.00, 3.55, 3.55, 0.00,40.00,18.00,22.00,17.00, 7.95, 9.05,31.68,15.72,15.96, 0.28, 0.28, 0.00, 1.01, 0.61, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13,  5,2486,  5,2107,  1,1280, 12,28076, 3163,114279,  6,  0,  2, 93,    60,  7815,  0.89, 46.52
"8068", 3.67, 3.67, 0.00, 0.05, 0.05, 0.00, 0.15, 0.15, 0.00, 0.37, 0.37, 0.00,40.00,17.12,22.88,17.00, 7.58, 9.42,31.68,15.72,15.96, 1.41, 1.41, 0.00, 4.68, 2.81, 1.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 48,2192, 41,1857, 13,1128,103,24747,28005,100731, 50,  0, 16, 82,    60,  8115,  7.87, 41.00
"8069", 3.91, 3.91, 0.00, 1.95, 1.95, 0.00, 0.17, 0.17, 0.00, 1.79, 1.79, 0.00,40.00,17.79,22.21,17.00, 7.79, 9.21,31.68,15.72,15.96, 0.39, 0.39, 0.00, 2.88, 1.73, 1.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 49,2309, 42,1957, 13,1189,105,26075,28607,106136, 51,  0, 16, 86,    90, 10050,  8.04, 43.20
"8070", 5.45, 5.45, 0.00, 1.21, 1.21, 0.00, 0.18, 0.18, 0.00, 1.40, 1.40, 0.00,40.00,17.75,22.25,17.00, 7.75, 9.25,31.68,15.72,15.96, 0.94, 0.94, 0.00, 5.78, 3.47, 2.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 68,2285, 58,1937, 18,1177,145,25807,39557,105043, 71,  0, 22, 86,    90, 11250, 11.12, 42.76
"8071", 1.29, 1.29, 0.00, 1.36, 1.36, 0.00, 0.88, 0.88, 0.00, 1.25, 1.25, 0.00,40.00,17.77,22.23,17.00, 7.84, 9.16,31.68,15.72,15.96, 0.48, 0.48, 0.00, 3.94, 2.36, 1.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 34,2317, 29,1964,  9,1193, 73,26163,19937,106493, 36,  0, 11, 87,    90,  7845,  5.61, 43.35
"8072", 2.87, 2.87, 0.00, 0.12, 0.12, 0.00, 0.21, 0.21, 0.00, 0.06, 0.06, 0.00,40.00,17.01,22.99,17.00, 7.55, 9.45,31.68,15.72,15.96, 0.25, 0.25, 0.00, 2.24, 1.34, 0.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 27,2175, 23,1843,  7,1120, 58,24564,15803,99983, 28,  0,  9, 81,    60,  8115,  4.44, 40.70
"8073", 1.76, 1.76, 0.00, 0.15, 0.15, 0.00, 0.08, 0.08, 0.00, 0.69, 0.69, 0.00,40.00,17.15,22.85,17.00, 7.62, 9.38,31.68,15.72,15.96, 0.49, 0.49, 0.00, 3.89, 2.33, 1.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 28,2213, 24,1875,  7,1139, 60,24985,16344,101700, 29,  0,  9, 83,    60,  8085,  4.60, 41.40
"8074", 2.35, 2.35, 0.00, 0.26, 0.26, 0.00, 0.37, 0.37, 0.00, 2.24, 2.24, 0.00,40.00,17.80,22.20,17.00, 7.86, 9.14,31.68,15.72,15.96, 2.12, 2.12, 0.00, 5.77, 3.46, 2.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,28.93, 4.00, 1.87, 2.13, 49,2366, 41,2005, 13,1218,103,26719,28142,108756, 51,  0, 16, 89,    60,  7830,  7.91, 44.27
