"area","fm_duff","fm_1000hr","can_con_pct","shrub_black_pct","pile_black_pct","fuelbeds","units","ecoregion"
100,80,50,90,80,90,110120,"tons","western"
100,80,50,90,80,90,110121,"tons","western"
100,80,50,90,80,90,110122,"tons","western"
100,80,50,90,80,90,110123,"tons","western"
100,80,50,90,80,90,110124,"tons","western"
100,80,50,90,80,90,110125,"tons","western"
100,80,50,90,80,90,110126,"tons","western"
100,80,50,90,80,90,110127,"tons","western"
100,80,50,90,80,90,110128,"tons","western"
100,80,50,90,80,90,110129,"tons","western"
100,80,50,90,80,90,110130,"tons","western"
100,80,50,90,80,90,110131,"tons","western"
100,80,50,90,80,90,110132,"tons","western"
100,80,50,90,80,90,110133,"tons","western"
100,80,50,90,80,90,110134,"tons","western"
100,80,50,90,80,90,110135,"tons","western"
100,80,50,90,80,90,110136,"tons","western"
100,80,50,90,80,90,110137,"tons","western"
100,80,50,90,80,90,110138,"tons","western"
100,80,50,90,80,90,110139,"tons","western"
100,80,50,90,80,90,110140,"tons","western"
100,80,50,90,80,90,110141,"tons","western"
100,80,50,90,80,90,110142,"tons","western"
100,80,50,90,80,90,110143,"tons","western"
100,80,50,90,80,90,110144,"tons","western"
100,80,50,90,80,90,110145,"tons","western"
100,80,50,90,80,90,110146,"tons","western"
100,80,50,90,80,90,110147,"tons","western"
100,80,50,90,80,90,110148,"tons","western"
100,80,50,90,80,90,110149,"tons","western"
100,80,50,90,80,90,110150,"tons","western"
100,80,50,90,80,90,110151,"tons","western"
100,80,50,90,80,90,110152,"tons","western"
100,80,50,90,80,90,110153,"tons","western"
100,80,50,90,80,90,110154,"tons","western"
100,80,50,90,80,90,110155,"tons","western"
100,80,50,90,80,90,110156,"tons","western"
100,80,50,90,80,90,110157,"tons","western"
100,80,50,90,80,90,110158,"tons","western"
100,80,50,90,80,90,110159,"tons","western"
100,80,50,90,80,90,110160,"tons","western"
100,80,50,90,80,90,110161,"tons","western"
100,80,50,90,80,90,110162,"tons","western"
100,80,50,90,80,90,110163,"tons","western"
100,80,50,90,80,90,110164,"tons","western"
100,80,50,90,80,90,110165,"tons","western"
100,80,50,90,80,90,110166,"tons","western"
100,80,50,90,80,90,110167,"tons","western"
100,80,50,90,80,90,110168,"tons","western"
100,80,50,90,80,90,110169,"tons","western"
100,80,50,90,80,90,110170,"tons","western"
100,80,50,90,80,90,110171,"tons","western"
100,80,50,90,80,90,110172,"tons","western"
100,80,50,90,80,90,110173,"tons","western"
100,80,50,90,80,90,110174,"tons","western"
100,80,50,90,80,90,110175,"tons","western"
100,80,50,90,80,90,110176,"tons","western"
100,80,50,90,80,90,110177,"tons","western"
100,80,50,90,80,90,110178,"tons","western"
100,80,50,90,80,90,110179,"tons","western"
100,80,50,90,80,90,110180,"tons","western"
100,80,50,90,80,90,110181,"tons","western"
100,80,50,90,80,90,110182,"tons","western"
100,80,50,90,80,90,110183,"tons","western"
100,80,50,90,80,90,110184,"tons","western"
100,80,50,90,80,90,110185,"tons","western"
100,80,50,90,80,90,110186,"tons","western"
100,80,50,90,80,90,110187,"tons","western"
100,80,50,90,80,90,110188,"tons","western"
100,80,50,90,80,90,110189,"tons","western"
100,80,50,90,80,90,110190,"tons","western"
100,80,50,90,80,90,110191,"tons","western"
100,80,50,90,80,90,110192,"tons","western"
100,80,50,90,80,90,110193,"tons","western"
100,80,50,90,80,90,110194,"tons","western"
100,80,50,90,80,90,110195,"tons","western"
100,80,50,90,80,90,110196,"tons","western"
100,80,50,90,80,90,110197,"tons","western"
100,80,50,90,80,90,110198,"tons","western"
100,80,50,90,80,90,110199,"tons","western"
100,80,50,90,80,90,110200,"tons","western"
100,80,50,90,80,90,110201,"tons","western"
100,80,50,90,80,90,110202,"tons","western"
100,80,50,90,80,90,110203,"tons","western"
100,80,50,90,80,90,110204,"tons","western"
100,80,50,90,80,90,110205,"tons","western"
100,80,50,90,80,90,110206,"tons","western"
100,80,50,90,80,90,110207,"tons","western"
100,80,50,90,80,90,110208,"tons","western"
100,80,50,90,80,90,110209,"tons","western"
100,80,50,90,80,90,110210,"tons","western"
100,80,50,90,80,90,110211,"tons","western"
100,80,50,90,80,90,110212,"tons","western"
100,80,50,90,80,90,110213,"tons","western"
100,80,50,90,80,90,110214,"tons","western"
100,80,50,90,80,90,110215,"tons","western"
100,80,50,90,80,90,110216,"tons","western"
100,80,50,90,80,90,110217,"tons","western"
100,80,50,90,80,90,110218,"tons","western"
100,80,50,90,80,90,110219,"tons","western"
100,80,50,90,80,90,110220,"tons","western"
100,80,50,90,80,90,110221,"tons","western"
100,80,50,90,80,90,110222,"tons","western"
100,80,50,90,80,90,110223,"tons","western"
100,80,50,90,80,90,110224,"tons","western"
100,80,50,90,80,90,110225,"tons","western"
100,80,50,90,80,90,110226,"tons","western"
100,80,50,90,80,90,110227,"tons","western"
100,80,50,90,80,90,110228,"tons","western"
100,80,50,90,80,90,110229,"tons","western"
100,80,50,90,80,90,110230,"tons","western"
100,80,50,90,80,90,110231,"tons","western"
100,80,50,90,80,90,110232,"tons","western"
100,80,50,90,80,90,110233,"tons","western"
100,80,50,90,80,90,110234,"tons","western"
100,80,50,90,80,90,110235,"tons","western"
100,80,50,90,80,90,110236,"tons","western"
100,80,50,90,80,90,110237,"tons","western"
100,80,50,90,80,90,110238,"tons","western"
100,80,50,90,80,90,110239,"tons","western"
100,80,50,90,80,90,110240,"tons","western"
100,80,50,90,80,90,110241,"tons","western"
100,80,50,90,80,90,110242,"tons","western"
100,80,50,90,80,90,110243,"tons","western"
100,80,50,90,80,90,110244,"tons","western"
100,80,50,90,80,90,110245,"tons","western"
100,80,50,90,80,90,110246,"tons","western"
100,80,50,90,80,90,110247,"tons","western"
100,80,50,90,80,90,110248,"tons","western"
100,80,50,90,80,90,110249,"tons","western"
100,80,50,90,80,90,110250,"tons","western"
100,80,50,90,80,90,110251,"tons","western"
100,80,50,90,80,90,110252,"tons","western"
100,80,50,90,80,90,110253,"tons","western"
100,80,50,90,80,90,110254,"tons","western"
100,80,50,90,80,90,110255,"tons","western"
100,80,50,90,80,90,110256,"tons","western"
100,80,50,90,80,90,110257,"tons","western"
100,80,50,90,80,90,110258,"tons","western"
100,80,50,90,80,90,110259,"tons","western"
100,80,50,90,80,90,110260,"tons","western"
100,80,50,90,80,90,110261,"tons","western"
100,80,50,90,80,90,110262,"tons","western"
100,80,50,90,80,90,110263,"tons","western"
100,80,50,90,80,90,110264,"tons","western"
100,80,50,90,80,90,110265,"tons","western"
100,80,50,90,80,90,110266,"tons","western"
100,80,50,90,80,90,110267,"tons","western"
100,80,50,90,80,90,110268,"tons","western"
100,80,50,90,80,90,110269,"tons","western"
100,80,50,90,80,90,110270,"tons","western"
100,80,50,90,80,90,110271,"tons","western"
100,80,50,90,80,90,110272,"tons","western"
100,80,50,90,80,90,110273,"tons","western"
100,80,50,90,80,90,110274,"tons","western"
100,80,50,90,80,90,110275,"tons","western"
100,80,50,90,80,90,110276,"tons","western"
100,80,50,90,80,90,110277,"tons","western"
100,80,50,90,80,90,110278,"tons","western"
100,80,50,90,80,90,110279,"tons","western"
100,80,50,90,80,90,110280,"tons","western"
100,80,50,90,80,90,110281,"tons","western"
100,80,50,90,80,90,110282,"tons","western"
100,80,50,90,80,90,110283,"tons","western"
100,80,50,90,80,90,110284,"tons","western"
100,80,50,90,80,90,110285,"tons","western"
100,80,50,90,80,90,110286,"tons","western"
100,80,50,90,80,90,110287,"tons","western"
100,80,50,90,80,90,110288,"tons","western"
100,80,50,90,80,90,110289,"tons","western"
100,80,50,90,80,90,110290,"tons","western"
100,80,50,90,80,90,110291,"tons","western"
100,80,50,90,80,90,110292,"tons","western"
100,80,50,90,80,90,110293,"tons","western"
100,80,50,90,80,90,110294,"tons","western"
100,80,50,90,80,90,110295,"tons","western"
100,80,50,90,80,90,110296,"tons","western"
100,80,50,90,80,90,110297,"tons","western"
100,80,50,90,80,90,110298,"tons","western"
100,80,50,90,80,90,110299,"tons","western"
100,80,50,90,80,90,110300,"tons","western"
100,80,50,90,80,90,110301,"tons","western"
100,80,50,90,80,90,110302,"tons","western"
100,80,50,90,80,90,110303,"tons","western"
100,80,50,90,80,90,110304,"tons","western"
100,80,50,90,80,90,110305,"tons","western"
100,80,50,90,80,90,110306,"tons","western"
100,80,50,90,80,90,110307,"tons","western"
100,80,50,90,80,90,110308,"tons","western"
100,80,50,90,80,90,110309,"tons","western"
100,80,50,90,80,90,110310,"tons","western"
100,80,50,90,80,90,110311,"tons","western"
100,80,50,90,80,90,110312,"tons","western"
100,80,50,90,80,90,110313,"tons","western"
100,80,50,90,80,90,110314,"tons","western"
100,80,50,90,80,90,110315,"tons","western"
100,80,50,90,80,90,110316,"tons","western"
100,80,50,90,80,90,110317,"tons","western"
100,80,50,90,80,90,110318,"tons","western"
100,80,50,90,80,90,110319,"tons","western"
100,80,50,90,80,90,110320,"tons","western"
100,80,50,90,80,90,110321,"tons","western"
100,80,50,90,80,90,110322,"tons","western"
100,80,50,90,80,90,110323,"tons","western"
100,80,50,90,80,90,110324,"tons","western"
100,80,50,90,80,90,110325,"tons","western"
100,80,50,90,80,90,110326,"tons","western"
100,80,50,90,80,90,110327,"tons","western"
100,80,50,90,80,90,110328,"tons","western"
100,80,50,90,80,90,110329,"tons","western"
100,80,50,90,80,90,110330,"tons","western"
100,80,50,90,80,90,110331,"tons","western"
100,80,50,90,80,90,110332,"tons","western"
100,80,50,90,80,90,110333,"tons","western"
100,80,50,90,80,90,110334,"tons","western"
100,80,50,90,80,90,110335,"tons","western"
100,80,50,90,80,90,110336,"tons","western"
100,80,50,90,80,90,110337,"tons","western"
100,80,50,90,80,90,110338,"tons","western"
100,80,50,90,80,90,110339,"tons","western"
100,80,50,90,80,90,110340,"tons","western"
100,80,50,90,80,90,110341,"tons","western"
100,80,50,90,80,90,110342,"tons","western"
100,80,50,90,80,90,110343,"tons","western"
100,80,50,90,80,90,110344,"tons","western"
100,80,50,90,80,90,110345,"tons","western"
100,80,50,90,80,90,110346,"tons","western"
100,80,50,90,80,90,110347,"tons","western"
100,80,50,90,80,90,110348,"tons","western"
100,80,50,90,80,90,110349,"tons","western"
100,80,50,90,80,90,110350,"tons","western"
