Stand,Litter_tpa,1hr ,10hr,10FM,100hr,3S,6S,9S,20S,3R,6R,9R,20R,1000FM,Duff_tpa,DuffFM,DuffDepth,Herb,Shrub,Foliage,Branch,%Burn,Region,Group,Season,Category
AP018,2.39,0.03,0.24,20,0.17,0.34,0,,,,0,,,50,0,80,0,0.39,1.34,0,0,0,InteriorWest,WhiPinHem,Summer,Natural
