"fuelType","distr","n.obs","prop0","param1.est","param1.sd","param1.cv","param2.est","param2.sd","param2.cv","KS.pVal","equivalence.val"
"X100hr_loading_Mgha","lnormLL",237,0.056,1.513,0.06,0.04,0.932,0.043,0.046,0.055,0.007
"X10hr_loading_Mgha","lnormLL",247,0.016,0.622,0.062,0.099,0.975,0.044,0.045,0.001,0.014
"X10Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10KhrR_loading_Mgha","gammaLL",51,0.582,1.666,0.334,0.2,0.066,0.016,0.237,0.21,0.013
"X10KhrS_loading_Mgha","lnormLL",107,0.123,3.159,0.082,0.026,0.867,0.06,0.069,0.651,0.005
"X1hr_loading_Mgha","lnormLL",130,0.008,-1.083,0.098,-0.09,1.113,0.069,0.062,0.139,0.012
"X1Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1KhrR_loading_Mgha","lnormLL",54,0.578,1.398,0.169,0.121,1.242,0.118,0.095,0.046,0.028
"X1KhrS_loading_Mgha","gammaLL",118,0.078,1.342,0.163,0.121,0.099,0.015,0.148,0.052,0.018
"cwd_loading_Mgha","gammaLL",330,0.018,1.001,0.07,0.07,0.007,0.001,0.089,0.156,0.008
"cwd_rotten_loading_Mgha","gammaLL",166,0.284,0.915,0.091,0.1,0.005,0.001,0.133,NA,0.002
"cwd_sound_loading_Mgha","gammaLL",190,0.181,1.027,0.097,0.094,0.012,0.001,0.12,0.295,0.019
"duff_depth_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"duff_loading_Mgha","gammaLL",107,0.009,1.628,0.127,0.078,52.182,3.268,0.063,0.001,0.019
"fwd_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GT10KhrR_loading_Mgha","lnormLL",31,0.746,3.623,0.153,0.042,0.846,0.107,0.127,0.226,0.055
"GT10KhrS_loading_Mgha","lnormLL",72,0.41,4.088,0.106,0.026,0.887,0.074,0.083,0.027,0.033
"herb_loading_Mgha","gammaLL",112,0,1.627,0.124,0.076,0.793,0.048,0.061,0,0.034
"herb_percentlive_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lichen_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_depth_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_loading_Mgha","gammaLL",108,0,1.636,0.126,0.077,11.278,0.696,0.062,0.095,0.014
"moss_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ms_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"os_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shrub_loading_Mgha","lnormLL",105,0.019,1.048,0.056,0.054,0.573,0.04,0.069,0.164,0.007
"snag_loading_Mgha","lnormLL",99,0.066,2.565,0.162,0.063,1.61,0.115,0.072,0.069,0.013
"tree_crown_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_Mgha","gammaLL",102,0.019,1.331,0.107,0.08,268.818,20.938,0.078,0,0.038
"us_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
