"fuelType","distr","n.obs","prop0","param1.est","param1.sd","param1.cv","param2.est","param2.sd","param2.cv","KS.pVal","equivalence.val"
"X100hr_loading_Mgha","lnormLL",153,0.164,1.185,0.077,0.065,0.943,0.053,0.057,0.679,0.007
"X10hr_loading_Mgha","lnormLL",163,0.109,0.198,0.08,0.405,1.039,0.057,0.055,0.228,0.011
"X10Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10KhrS_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1hr_loading_Mgha","lnormLL",147,0.109,-1.547,0.095,-0.062,1.156,0.066,0.057,0.179,0.005
"X1Khr_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1KhrS_loading_Mgha","gammaLL",32,0.304,1.317,0.359,0.273,0.354,0.116,0.329,0.232,0.047
"cwd_loading_Mgha","lnormLL",138,0.164,1.833,0.107,0.058,1.264,0.076,0.06,0.271,0.012
"cwd_rotten_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cwd_sound_loading_Mgha","lnormLL",33,0.214,1.301,0.231,0.177,1.327,0.163,0.123,0.546,0.031
"duff_depth_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"duff_loading_Mgha","gammaLL",125,0.126,1.036,0.12,0.116,0.074,0.011,0.147,0.184,0.012
"fwd_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GT10KhrR_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GT10KhrS_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"herb_loading_Mgha","lnormLL",134,0.069,-1.455,0.114,-0.079,1.306,0.079,0.061,0.032,0.016
"herb_percentlive_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lichen_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_depth_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_loading_Mgha","lnormLL",153,0.013,2.122,0.07,0.033,0.869,0.05,0.057,0.001,0.008
"moss_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ms_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"os_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shrub_loading_Mgha","gammaLL",130,0.071,1.398,0.098,0.07,2.649,0.175,0.066,0,0.036
"snag_loading_Mgha","lnormLL",89,0.276,1.79,0.156,0.087,1.462,0.108,0.074,0.311,0.007
"tree_crown_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_Mgha","gammaLL",123,0,1.045,0.12,0.115,0.006,0.001,0.147,0.106,0.007
"us_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
