"area","fm_duff","fm_1000hr","can_con_pct","shrub_black_pct","pile_black_pct","fuelbeds","units","ecoregion","fm_litter","season"
100,20,5,50,80,90,59494,"tons","western",4,"summer"
100,20,5,50,80,90,59495,"tons","western",4,"summer"
100,20,5,50,80,90,59496,"tons","western",4,"summer"
100,20,5,50,80,90,59497,"tons","western",4,"summer"
100,20,5,50,80,90,59498,"tons","western",4,"summer"
100,20,5,50,80,90,59499,"tons","western",4,"summer"
100,20,5,50,80,90,59500,"tons","western",4,"summer"
100,20,5,50,80,90,59501,"tons","western",4,"summer"
100,20,5,50,80,90,59502,"tons","western",4,"summer"
100,20,5,50,80,90,59503,"tons","western",4,"summer"
100,20,5,50,80,90,59504,"tons","western",4,"summer"
100,20,5,50,80,90,59505,"tons","western",4,"summer"
100,20,5,50,80,90,59506,"tons","western",4,"summer"
100,20,5,50,80,90,59507,"tons","western",4,"summer"
100,20,5,50,80,90,59508,"tons","western",4,"summer"
100,20,5,50,80,90,59509,"tons","western",4,"summer"
100,20,5,50,80,90,59510,"tons","western",4,"summer"
100,20,5,50,80,90,59511,"tons","western",4,"summer"
100,20,5,50,80,90,59512,"tons","western",4,"summer"
100,20,5,50,80,90,59513,"tons","western",4,"summer"
100,20,5,50,80,90,59514,"tons","western",4,"summer"
100,20,5,50,80,90,59515,"tons","western",4,"summer"
100,20,5,50,80,90,59516,"tons","western",4,"summer"
100,20,5,50,80,90,59517,"tons","western",4,"summer"
100,20,5,50,80,90,59518,"tons","western",4,"summer"
100,20,5,50,80,90,59519,"tons","western",4,"summer"
100,20,5,50,80,90,59520,"tons","western",4,"summer"
100,20,5,50,80,90,59521,"tons","western",4,"summer"
100,20,5,50,80,90,59522,"tons","western",4,"summer"
100,20,5,50,80,90,59523,"tons","western",4,"summer"
100,20,5,50,80,90,59524,"tons","western",4,"summer"
100,20,5,50,80,90,59525,"tons","western",4,"summer"
100,20,5,50,80,90,59526,"tons","western",4,"summer"
100,20,5,50,80,90,59527,"tons","western",4,"summer"
100,20,5,50,80,90,59528,"tons","western",4,"summer"
100,20,5,50,80,90,59529,"tons","western",4,"summer"
100,20,5,50,80,90,59530,"tons","western",4,"summer"
100,20,5,50,80,90,59531,"tons","western",4,"summer"
100,20,5,50,80,90,59532,"tons","western",4,"summer"
100,20,5,50,80,90,59533,"tons","western",4,"summer"
100,20,5,50,80,90,59534,"tons","western",4,"summer"
100,20,5,50,80,90,59535,"tons","western",4,"summer"
100,20,5,50,80,90,59536,"tons","western",4,"summer"
100,20,5,50,80,90,59537,"tons","western",4,"summer"
100,20,5,50,80,90,59538,"tons","western",4,"summer"
100,20,5,50,80,90,59539,"tons","western",4,"summer"
100,20,5,50,80,90,59540,"tons","western",4,"summer"
100,20,5,50,80,90,59541,"tons","western",4,"summer"
100,20,5,50,80,90,59542,"tons","western",4,"summer"
100,20,5,50,80,90,59543,"tons","western",4,"summer"
100,20,5,50,80,90,59544,"tons","western",4,"summer"
100,20,5,50,80,90,59545,"tons","western",4,"summer"
100,20,5,50,80,90,59546,"tons","western",4,"summer"
100,20,5,50,80,90,59547,"tons","western",4,"summer"
100,20,5,50,80,90,59548,"tons","western",4,"summer"
100,20,5,50,80,90,59549,"tons","western",4,"summer"
100,20,5,50,80,90,59550,"tons","western",4,"summer"
100,20,5,50,80,90,59551,"tons","western",4,"summer"
100,20,5,50,80,90,59552,"tons","western",4,"summer"
100,20,5,50,80,90,59553,"tons","western",4,"summer"
100,20,5,50,80,90,59554,"tons","western",4,"summer"
100,20,5,50,80,90,59555,"tons","western",4,"summer"
100,20,5,50,80,90,59556,"tons","western",4,"summer"
100,20,5,50,80,90,59557,"tons","western",4,"summer"
100,20,5,50,80,90,59558,"tons","western",4,"summer"
100,20,5,50,80,90,59559,"tons","western",4,"summer"
100,20,5,50,80,90,59560,"tons","western",4,"summer"
100,20,5,50,80,90,59561,"tons","western",4,"summer"
100,20,5,50,80,90,59562,"tons","western",4,"summer"
100,20,5,50,80,90,59563,"tons","western",4,"summer"
100,20,5,50,80,90,59564,"tons","western",4,"summer"
100,20,5,50,80,90,59565,"tons","western",4,"summer"
100,20,5,50,80,90,59566,"tons","western",4,"summer"
100,20,5,50,80,90,59567,"tons","western",4,"summer"
100,20,5,50,80,90,59568,"tons","western",4,"summer"
100,20,5,50,80,90,59569,"tons","western",4,"summer"
100,20,5,50,80,90,59570,"tons","western",4,"summer"
100,20,5,50,80,90,59571,"tons","western",4,"summer"
100,20,5,50,80,90,59572,"tons","western",4,"summer"
100,20,5,50,80,90,59573,"tons","western",4,"summer"
100,20,5,50,80,90,59574,"tons","western",4,"summer"
100,20,5,50,80,90,59575,"tons","western",4,"summer"
100,20,5,50,80,90,59576,"tons","western",4,"summer"
100,20,5,50,80,90,59577,"tons","western",4,"summer"
100,20,5,50,80,90,59578,"tons","western",4,"summer"
100,20,5,50,80,90,59579,"tons","western",4,"summer"
100,20,5,50,80,90,59580,"tons","western",4,"summer"
100,20,5,50,80,90,59581,"tons","western",4,"summer"
100,20,5,50,80,90,59582,"tons","western",4,"summer"
100,20,5,50,80,90,59583,"tons","western",4,"summer"
100,20,5,50,80,90,59584,"tons","western",4,"summer"
100,20,5,50,80,90,59585,"tons","western",4,"summer"
100,20,5,50,80,90,59586,"tons","western",4,"summer"
100,20,5,50,80,90,59587,"tons","western",4,"summer"
100,20,5,50,80,90,59588,"tons","western",4,"summer"
100,20,5,50,80,90,59589,"tons","western",4,"summer"
100,20,5,50,80,90,59590,"tons","western",4,"summer"
100,20,5,50,80,90,59591,"tons","western",4,"summer"
100,20,5,50,80,90,59592,"tons","western",4,"summer"
100,20,5,50,80,90,59593,"tons","western",4,"summer"
100,20,5,50,80,90,59594,"tons","western",4,"summer"
100,20,5,50,80,90,59595,"tons","western",4,"summer"
100,20,5,50,80,90,59596,"tons","western",4,"summer"
100,20,5,50,80,90,59597,"tons","western",4,"summer"
100,20,5,50,80,90,59598,"tons","western",4,"summer"
100,20,5,50,80,90,59599,"tons","western",4,"summer"
100,20,5,50,80,90,59600,"tons","western",4,"summer"
100,20,5,50,80,90,59601,"tons","western",4,"summer"
100,20,5,50,80,90,59602,"tons","western",4,"summer"
100,20,5,50,80,90,59603,"tons","western",4,"summer"
100,20,5,50,80,90,59604,"tons","western",4,"summer"
100,20,5,50,80,90,59605,"tons","western",4,"summer"
100,20,5,50,80,90,59606,"tons","western",4,"summer"
100,20,5,50,80,90,59607,"tons","western",4,"summer"
100,20,5,50,80,90,59608,"tons","western",4,"summer"
100,20,5,50,80,90,59609,"tons","western",4,"summer"
100,20,5,50,80,90,59610,"tons","western",4,"summer"
100,20,5,50,80,90,59611,"tons","western",4,"summer"
100,20,5,50,80,90,59612,"tons","western",4,"summer"
100,20,5,50,80,90,59613,"tons","western",4,"summer"
100,20,5,50,80,90,59614,"tons","western",4,"summer"
100,20,5,50,80,90,59615,"tons","western",4,"summer"
100,20,5,50,80,90,59616,"tons","western",4,"summer"
100,20,5,50,80,90,59617,"tons","western",4,"summer"
100,20,5,50,80,90,59618,"tons","western",4,"summer"
100,20,5,50,80,90,59619,"tons","western",4,"summer"
100,20,5,50,80,90,59620,"tons","western",4,"summer"
100,20,5,50,80,90,59621,"tons","western",4,"summer"
100,20,5,50,80,90,59622,"tons","western",4,"summer"
100,20,5,50,80,90,59623,"tons","western",4,"summer"
100,20,5,50,80,90,59624,"tons","western",4,"summer"
100,20,5,50,80,90,59625,"tons","western",4,"summer"
100,20,5,50,80,90,59626,"tons","western",4,"summer"
100,20,5,50,80,90,59627,"tons","western",4,"summer"
100,20,5,50,80,90,59628,"tons","western",4,"summer"
100,20,5,50,80,90,59629,"tons","western",4,"summer"
100,20,5,50,80,90,59630,"tons","western",4,"summer"
100,20,5,50,80,90,59631,"tons","western",4,"summer"
100,20,5,50,80,90,59632,"tons","western",4,"summer"
100,20,5,50,80,90,59633,"tons","western",4,"summer"
100,20,5,50,80,90,59634,"tons","western",4,"summer"
100,20,5,50,80,90,59635,"tons","western",4,"summer"
100,20,5,50,80,90,59636,"tons","western",4,"summer"
100,20,5,50,80,90,59637,"tons","western",4,"summer"
100,20,5,50,80,90,59638,"tons","western",4,"summer"
100,20,5,50,80,90,59639,"tons","western",4,"summer"
100,20,5,50,80,90,59640,"tons","western",4,"summer"
100,20,5,50,80,90,59641,"tons","western",4,"summer"
100,20,5,50,80,90,59642,"tons","western",4,"summer"
100,20,5,50,80,90,59643,"tons","western",4,"summer"
100,20,5,50,80,90,59644,"tons","western",4,"summer"
100,20,5,50,80,90,59645,"tons","western",4,"summer"
100,20,5,50,80,90,59646,"tons","western",4,"summer"
100,20,5,50,80,90,59647,"tons","western",4,"summer"
100,20,5,50,80,90,59648,"tons","western",4,"summer"
100,20,5,50,80,90,59649,"tons","western",4,"summer"
100,20,5,50,80,90,59650,"tons","western",4,"summer"
100,20,5,50,80,90,59651,"tons","western",4,"summer"
100,20,5,50,80,90,59652,"tons","western",4,"summer"
100,20,5,50,80,90,59653,"tons","western",4,"summer"
100,20,5,50,80,90,59654,"tons","western",4,"summer"
100,20,5,50,80,90,59655,"tons","western",4,"summer"
100,20,5,50,80,90,59656,"tons","western",4,"summer"
100,20,5,50,80,90,59657,"tons","western",4,"summer"
100,20,5,50,80,90,59658,"tons","western",4,"summer"
100,20,5,50,80,90,59659,"tons","western",4,"summer"
100,20,5,50,80,90,59660,"tons","western",4,"summer"
100,20,5,50,80,90,59661,"tons","western",4,"summer"
100,20,5,50,80,90,59662,"tons","western",4,"summer"
100,20,5,50,80,90,59663,"tons","western",4,"summer"
100,20,5,50,80,90,59664,"tons","western",4,"summer"
100,20,5,50,80,90,59665,"tons","western",4,"summer"
100,20,5,50,80,90,59666,"tons","western",4,"summer"
100,20,5,50,80,90,59667,"tons","western",4,"summer"
100,20,5,50,80,90,59668,"tons","western",4,"summer"
100,20,5,50,80,90,59669,"tons","western",4,"summer"
100,20,5,50,80,90,59670,"tons","western",4,"summer"
100,20,5,50,80,90,59671,"tons","western",4,"summer"
100,20,5,50,80,90,59672,"tons","western",4,"summer"
100,20,5,50,80,90,59673,"tons","western",4,"summer"
100,20,5,50,80,90,59674,"tons","western",4,"summer"
100,20,5,50,80,90,59675,"tons","western",4,"summer"
100,20,5,50,80,90,59676,"tons","western",4,"summer"
100,20,5,50,80,90,59677,"tons","western",4,"summer"
100,20,5,50,80,90,59678,"tons","western",4,"summer"
100,20,5,50,80,90,59679,"tons","western",4,"summer"
100,20,5,50,80,90,59680,"tons","western",4,"summer"
100,20,5,50,80,90,59681,"tons","western",4,"summer"
100,20,5,50,80,90,59682,"tons","western",4,"summer"
100,20,5,50,80,90,59683,"tons","western",4,"summer"
100,20,5,50,80,90,59684,"tons","western",4,"summer"
100,20,5,50,80,90,59685,"tons","western",4,"summer"
100,20,5,50,80,90,59686,"tons","western",4,"summer"
100,20,5,50,80,90,59687,"tons","western",4,"summer"
100,20,5,50,80,90,59688,"tons","western",4,"summer"
100,20,5,50,80,90,59689,"tons","western",4,"summer"
100,20,5,50,80,90,59690,"tons","western",4,"summer"
100,20,5,50,80,90,59691,"tons","western",4,"summer"
100,20,5,50,80,90,59692,"tons","western",4,"summer"
100,20,5,50,80,90,59693,"tons","western",4,"summer"
100,20,5,50,80,90,59694,"tons","western",4,"summer"
100,20,5,50,80,90,59695,"tons","western",4,"summer"
100,20,5,50,80,90,59696,"tons","western",4,"summer"
100,20,5,50,80,90,59697,"tons","western",4,"summer"
100,20,5,50,80,90,59698,"tons","western",4,"summer"
100,20,5,50,80,90,59699,"tons","western",4,"summer"
100,20,5,50,80,90,59700,"tons","western",4,"summer"
100,20,5,50,80,90,59701,"tons","western",4,"summer"
100,20,5,50,80,90,59702,"tons","western",4,"summer"
100,20,5,50,80,90,59703,"tons","western",4,"summer"
100,20,5,50,80,90,59704,"tons","western",4,"summer"
100,20,5,50,80,90,59705,"tons","western",4,"summer"
100,20,5,50,80,90,59706,"tons","western",4,"summer"
100,20,5,50,80,90,59707,"tons","western",4,"summer"
100,20,5,50,80,90,59708,"tons","western",4,"summer"
100,20,5,50,80,90,59709,"tons","western",4,"summer"
100,20,5,50,80,90,59710,"tons","western",4,"summer"
100,20,5,50,80,90,59711,"tons","western",4,"summer"
100,20,5,50,80,90,59712,"tons","western",4,"summer"
100,20,5,50,80,90,59713,"tons","western",4,"summer"
100,20,5,50,80,90,59714,"tons","western",4,"summer"
100,20,5,50,80,90,59715,"tons","western",4,"summer"
100,20,5,50,80,90,59716,"tons","western",4,"summer"
100,20,5,50,80,90,59717,"tons","western",4,"summer"
100,20,5,50,80,90,59718,"tons","western",4,"summer"
100,20,5,50,80,90,59719,"tons","western",4,"summer"
100,20,5,50,80,90,59720,"tons","western",4,"summer"
100,20,5,50,80,90,59721,"tons","western",4,"summer"
100,20,5,50,80,90,59722,"tons","western",4,"summer"
100,20,5,50,80,90,59723,"tons","western",4,"summer"
100,20,5,50,80,90,59724,"tons","western",4,"summer"
100,20,5,50,80,90,59725,"tons","western",4,"summer"
100,20,5,50,80,90,59726,"tons","western",4,"summer"
100,20,5,50,80,90,59727,"tons","western",4,"summer"
100,20,5,50,80,90,59728,"tons","western",4,"summer"
100,20,5,50,80,90,59729,"tons","western",4,"summer"
100,20,5,50,80,90,59730,"tons","western",4,"summer"
100,20,5,50,80,90,59731,"tons","western",4,"summer"
100,20,5,50,80,90,59732,"tons","western",4,"summer"
100,20,5,50,80,90,59733,"tons","western",4,"summer"
100,20,5,50,80,90,59734,"tons","western",4,"summer"
100,20,5,50,80,90,59735,"tons","western",4,"summer"
100,20,5,50,80,90,59736,"tons","western",4,"summer"
100,20,5,50,80,90,59737,"tons","western",4,"summer"
100,20,5,50,80,90,59738,"tons","western",4,"summer"
100,20,5,50,80,90,59739,"tons","western",4,"summer"
100,20,5,50,80,90,59740,"tons","western",4,"summer"
100,20,5,50,80,90,59741,"tons","western",4,"summer"
100,20,5,50,80,90,59742,"tons","western",4,"summer"
100,20,5,50,80,90,59743,"tons","western",4,"summer"
100,20,5,50,80,90,59744,"tons","western",4,"summer"
100,20,5,50,80,90,59745,"tons","western",4,"summer"
100,20,5,50,80,90,59746,"tons","western",4,"summer"
100,20,5,50,80,90,59747,"tons","western",4,"summer"
100,20,5,50,80,90,59748,"tons","western",4,"summer"
100,20,5,50,80,90,59749,"tons","western",4,"summer"
100,20,5,50,80,90,59750,"tons","western",4,"summer"
100,20,5,50,80,90,59751,"tons","western",4,"summer"
100,20,5,50,80,90,59752,"tons","western",4,"summer"
100,20,5,50,80,90,59753,"tons","western",4,"summer"
100,20,5,50,80,90,59754,"tons","western",4,"summer"
100,20,5,50,80,90,59755,"tons","western",4,"summer"
100,20,5,50,80,90,59756,"tons","western",4,"summer"
100,20,5,50,80,90,59757,"tons","western",4,"summer"
100,20,5,50,80,90,59758,"tons","western",4,"summer"
100,20,5,50,80,90,59759,"tons","western",4,"summer"
100,20,5,50,80,90,59760,"tons","western",4,"summer"
100,20,5,50,80,90,59761,"tons","western",4,"summer"
100,20,5,50,80,90,59762,"tons","western",4,"summer"
100,20,5,50,80,90,59763,"tons","western",4,"summer"
100,20,5,50,80,90,59764,"tons","western",4,"summer"
100,20,5,50,80,90,59765,"tons","western",4,"summer"
100,20,5,50,80,90,59766,"tons","western",4,"summer"
100,20,5,50,80,90,59767,"tons","western",4,"summer"
100,20,5,50,80,90,59768,"tons","western",4,"summer"
100,20,5,50,80,90,59769,"tons","western",4,"summer"
100,20,5,50,80,90,59770,"tons","western",4,"summer"
100,20,5,50,80,90,59771,"tons","western",4,"summer"
100,20,5,50,80,90,59772,"tons","western",4,"summer"
100,20,5,50,80,90,59773,"tons","western",4,"summer"
100,20,5,50,80,90,59774,"tons","western",4,"summer"
100,20,5,50,80,90,59775,"tons","western",4,"summer"
100,20,5,50,80,90,59776,"tons","western",4,"summer"
100,20,5,50,80,90,59777,"tons","western",4,"summer"
100,20,5,50,80,90,59778,"tons","western",4,"summer"
100,20,5,50,80,90,59779,"tons","western",4,"summer"
100,20,5,50,80,90,59780,"tons","western",4,"summer"
100,20,5,50,80,90,59781,"tons","western",4,"summer"
100,20,5,50,80,90,59782,"tons","western",4,"summer"
100,20,5,50,80,90,59783,"tons","western",4,"summer"
100,20,5,50,80,90,59784,"tons","western",4,"summer"
100,20,5,50,80,90,59785,"tons","western",4,"summer"
100,20,5,50,80,90,59786,"tons","western",4,"summer"
100,20,5,50,80,90,59787,"tons","western",4,"summer"
100,20,5,50,80,90,59788,"tons","western",4,"summer"
100,20,5,50,80,90,59789,"tons","western",4,"summer"
100,20,5,50,80,90,59790,"tons","western",4,"summer"
100,20,5,50,80,90,59791,"tons","western",4,"summer"
100,20,5,50,80,90,59792,"tons","western",4,"summer"
100,20,5,50,80,90,59793,"tons","western",4,"summer"
100,20,5,50,80,90,59794,"tons","western",4,"summer"
100,20,5,50,80,90,59795,"tons","western",4,"summer"
100,20,5,50,80,90,59796,"tons","western",4,"summer"
100,20,5,50,80,90,59797,"tons","western",4,"summer"
100,20,5,50,80,90,59798,"tons","western",4,"summer"
100,20,5,50,80,90,59799,"tons","western",4,"summer"
100,20,5,50,80,90,59800,"tons","western",4,"summer"
100,20,5,50,80,90,59801,"tons","western",4,"summer"
100,20,5,50,80,90,59802,"tons","western",4,"summer"
100,20,5,50,80,90,59803,"tons","western",4,"summer"
100,20,5,50,80,90,59804,"tons","western",4,"summer"
100,20,5,50,80,90,59805,"tons","western",4,"summer"
100,20,5,50,80,90,59806,"tons","western",4,"summer"
100,20,5,50,80,90,59807,"tons","western",4,"summer"
100,20,5,50,80,90,59808,"tons","western",4,"summer"
100,20,5,50,80,90,59809,"tons","western",4,"summer"
100,20,5,50,80,90,59810,"tons","western",4,"summer"
100,20,5,50,80,90,59811,"tons","western",4,"summer"
100,20,5,50,80,90,59812,"tons","western",4,"summer"
100,20,5,50,80,90,59813,"tons","western",4,"summer"
100,20,5,50,80,90,59814,"tons","western",4,"summer"
100,20,5,50,80,90,59815,"tons","western",4,"summer"
100,20,5,50,80,90,59816,"tons","western",4,"summer"
100,20,5,50,80,90,59817,"tons","western",4,"summer"
100,20,5,50,80,90,59818,"tons","western",4,"summer"
100,20,5,50,80,90,59819,"tons","western",4,"summer"
100,20,5,50,80,90,59820,"tons","western",4,"summer"
100,20,5,50,80,90,59821,"tons","western",4,"summer"
100,20,5,50,80,90,59822,"tons","western",4,"summer"
100,20,5,50,80,90,59823,"tons","western",4,"summer"
100,20,5,50,80,90,59824,"tons","western",4,"summer"
100,20,5,50,80,90,59825,"tons","western",4,"summer"
100,20,5,50,80,90,59826,"tons","western",4,"summer"
100,20,5,50,80,90,59827,"tons","western",4,"summer"
100,20,5,50,80,90,59828,"tons","western",4,"summer"
100,20,5,50,80,90,59829,"tons","western",4,"summer"
100,20,5,50,80,90,59830,"tons","western",4,"summer"
100,20,5,50,80,90,59831,"tons","western",4,"summer"
100,20,5,50,80,90,59832,"tons","western",4,"summer"
100,20,5,50,80,90,59833,"tons","western",4,"summer"
100,20,5,50,80,90,59834,"tons","western",4,"summer"
100,20,5,50,80,90,59835,"tons","western",4,"summer"
100,20,5,50,80,90,59836,"tons","western",4,"summer"
100,20,5,50,80,90,59837,"tons","western",4,"summer"
100,20,5,50,80,90,59838,"tons","western",4,"summer"
100,20,5,50,80,90,59839,"tons","western",4,"summer"
100,20,5,50,80,90,59840,"tons","western",4,"summer"
100,20,5,50,80,90,59841,"tons","western",4,"summer"
100,20,5,50,80,90,59842,"tons","western",4,"summer"
100,20,5,50,80,90,59843,"tons","western",4,"summer"
100,20,5,50,80,90,59844,"tons","western",4,"summer"
100,20,5,50,80,90,59845,"tons","western",4,"summer"
100,20,5,50,80,90,59846,"tons","western",4,"summer"
100,20,5,50,80,90,59847,"tons","western",4,"summer"
100,20,5,50,80,90,59848,"tons","western",4,"summer"
100,20,5,50,80,90,59849,"tons","western",4,"summer"
100,20,5,50,80,90,59850,"tons","western",4,"summer"
100,20,5,50,80,90,59851,"tons","western",4,"summer"
100,20,5,50,80,90,59852,"tons","western",4,"summer"
100,20,5,50,80,90,59853,"tons","western",4,"summer"
100,20,5,50,80,90,59854,"tons","western",4,"summer"
100,20,5,50,80,90,59855,"tons","western",4,"summer"
100,20,5,50,80,90,59856,"tons","western",4,"summer"
100,20,5,50,80,90,59857,"tons","western",4,"summer"
100,20,5,50,80,90,59858,"tons","western",4,"summer"
100,20,5,50,80,90,59859,"tons","western",4,"summer"
100,20,5,50,80,90,59860,"tons","western",4,"summer"
100,20,5,50,80,90,59861,"tons","western",4,"summer"
100,20,5,50,80,90,59862,"tons","western",4,"summer"
100,20,5,50,80,90,59863,"tons","western",4,"summer"
100,20,5,50,80,90,59864,"tons","western",4,"summer"
100,20,5,50,80,90,59865,"tons","western",4,"summer"
100,20,5,50,80,90,59866,"tons","western",4,"summer"
100,20,5,50,80,90,59867,"tons","western",4,"summer"
100,20,5,50,80,90,59868,"tons","western",4,"summer"
100,20,5,50,80,90,59869,"tons","western",4,"summer"
100,20,5,50,80,90,59870,"tons","western",4,"summer"
100,20,5,50,80,90,59871,"tons","western",4,"summer"
100,20,5,50,80,90,59872,"tons","western",4,"summer"
100,20,5,50,80,90,59873,"tons","western",4,"summer"
100,20,5,50,80,90,59874,"tons","western",4,"summer"
100,20,5,50,80,90,59875,"tons","western",4,"summer"
100,20,5,50,80,90,59876,"tons","western",4,"summer"
100,20,5,50,80,90,59877,"tons","western",4,"summer"
100,20,5,50,80,90,59878,"tons","western",4,"summer"
100,20,5,50,80,90,59879,"tons","western",4,"summer"
100,20,5,50,80,90,59880,"tons","western",4,"summer"
100,20,5,50,80,90,59881,"tons","western",4,"summer"
100,20,5,50,80,90,59882,"tons","western",4,"summer"
100,20,5,50,80,90,59883,"tons","western",4,"summer"
100,20,5,50,80,90,59884,"tons","western",4,"summer"
100,20,5,50,80,90,59885,"tons","western",4,"summer"
100,20,5,50,80,90,59886,"tons","western",4,"summer"
100,20,5,50,80,90,59887,"tons","western",4,"summer"
100,20,5,50,80,90,59888,"tons","western",4,"summer"
100,20,5,50,80,90,59889,"tons","western",4,"summer"
100,20,5,50,80,90,59890,"tons","western",4,"summer"
100,20,5,50,80,90,59891,"tons","western",4,"summer"
100,20,5,50,80,90,59892,"tons","western",4,"summer"
100,20,5,50,80,90,59893,"tons","western",4,"summer"
100,20,5,50,80,90,59894,"tons","western",4,"summer"
100,20,5,50,80,90,59895,"tons","western",4,"summer"
100,20,5,50,80,90,59896,"tons","western",4,"summer"
100,20,5,50,80,90,59897,"tons","western",4,"summer"
100,20,5,50,80,90,59898,"tons","western",4,"summer"
100,20,5,50,80,90,59899,"tons","western",4,"summer"
100,20,5,50,80,90,59900,"tons","western",4,"summer"
100,20,5,50,80,90,59901,"tons","western",4,"summer"
100,20,5,50,80,90,59902,"tons","western",4,"summer"
100,20,5,50,80,90,59903,"tons","western",4,"summer"
100,20,5,50,80,90,59904,"tons","western",4,"summer"
100,20,5,50,80,90,59905,"tons","western",4,"summer"
100,20,5,50,80,90,59906,"tons","western",4,"summer"
100,20,5,50,80,90,59907,"tons","western",4,"summer"
100,20,5,50,80,90,59908,"tons","western",4,"summer"
100,20,5,50,80,90,59909,"tons","western",4,"summer"
100,20,5,50,80,90,59910,"tons","western",4,"summer"
100,20,5,50,80,90,59911,"tons","western",4,"summer"
100,20,5,50,80,90,59912,"tons","western",4,"summer"
100,20,5,50,80,90,59913,"tons","western",4,"summer"
100,20,5,50,80,90,59914,"tons","western",4,"summer"
100,20,5,50,80,90,59915,"tons","western",4,"summer"
100,20,5,50,80,90,59916,"tons","western",4,"summer"
100,20,5,50,80,90,59917,"tons","western",4,"summer"
100,20,5,50,80,90,59918,"tons","western",4,"summer"
100,20,5,50,80,90,59919,"tons","western",4,"summer"
100,20,5,50,80,90,59920,"tons","western",4,"summer"
100,20,5,50,80,90,59921,"tons","western",4,"summer"
100,20,5,50,80,90,59922,"tons","western",4,"summer"
100,20,5,50,80,90,59923,"tons","western",4,"summer"
100,20,5,50,80,90,59924,"tons","western",4,"summer"
100,20,5,50,80,90,59925,"tons","western",4,"summer"
100,20,5,50,80,90,59926,"tons","western",4,"summer"
100,20,5,50,80,90,59927,"tons","western",4,"summer"
100,20,5,50,80,90,59928,"tons","western",4,"summer"
100,20,5,50,80,90,59929,"tons","western",4,"summer"
100,20,5,50,80,90,59930,"tons","western",4,"summer"
100,20,5,50,80,90,59931,"tons","western",4,"summer"
100,20,5,50,80,90,59932,"tons","western",4,"summer"
100,20,5,50,80,90,59933,"tons","western",4,"summer"
100,20,5,50,80,90,59934,"tons","western",4,"summer"
100,20,5,50,80,90,59935,"tons","western",4,"summer"
100,20,5,50,80,90,59936,"tons","western",4,"summer"
100,20,5,50,80,90,59937,"tons","western",4,"summer"
100,20,5,50,80,90,59938,"tons","western",4,"summer"
100,20,5,50,80,90,59939,"tons","western",4,"summer"
100,20,5,50,80,90,59940,"tons","western",4,"summer"
100,20,5,50,80,90,59941,"tons","western",4,"summer"
100,20,5,50,80,90,59942,"tons","western",4,"summer"
100,20,5,50,80,90,59943,"tons","western",4,"summer"
100,20,5,50,80,90,59944,"tons","western",4,"summer"
100,20,5,50,80,90,59945,"tons","western",4,"summer"
100,20,5,50,80,90,59946,"tons","western",4,"summer"
100,20,5,50,80,90,59947,"tons","western",4,"summer"
100,20,5,50,80,90,59948,"tons","western",4,"summer"
100,20,5,50,80,90,59949,"tons","western",4,"summer"
100,20,5,50,80,90,59950,"tons","western",4,"summer"
100,20,5,50,80,90,59951,"tons","western",4,"summer"
100,20,5,50,80,90,59952,"tons","western",4,"summer"
100,20,5,50,80,90,59953,"tons","western",4,"summer"
100,20,5,50,80,90,59954,"tons","western",4,"summer"
100,20,5,50,80,90,59955,"tons","western",4,"summer"
100,20,5,50,80,90,59956,"tons","western",4,"summer"
100,20,5,50,80,90,59957,"tons","western",4,"summer"
100,20,5,50,80,90,59958,"tons","western",4,"summer"
100,20,5,50,80,90,59959,"tons","western",4,"summer"
100,20,5,50,80,90,59960,"tons","western",4,"summer"
100,20,5,50,80,90,59961,"tons","western",4,"summer"
100,20,5,50,80,90,59962,"tons","western",4,"summer"
100,20,5,50,80,90,59963,"tons","western",4,"summer"
100,20,5,50,80,90,59964,"tons","western",4,"summer"
100,20,5,50,80,90,59965,"tons","western",4,"summer"
100,20,5,50,80,90,59966,"tons","western",4,"summer"
100,20,5,50,80,90,59967,"tons","western",4,"summer"
100,20,5,50,80,90,59968,"tons","western",4,"summer"
100,20,5,50,80,90,59969,"tons","western",4,"summer"
100,20,5,50,80,90,59970,"tons","western",4,"summer"
100,20,5,50,80,90,59971,"tons","western",4,"summer"
100,20,5,50,80,90,59972,"tons","western",4,"summer"
100,20,5,50,80,90,59973,"tons","western",4,"summer"
100,20,5,50,80,90,59974,"tons","western",4,"summer"
100,20,5,50,80,90,59975,"tons","western",4,"summer"
100,20,5,50,80,90,59976,"tons","western",4,"summer"
100,20,5,50,80,90,59977,"tons","western",4,"summer"
100,20,5,50,80,90,59978,"tons","western",4,"summer"
100,20,5,50,80,90,59979,"tons","western",4,"summer"
100,20,5,50,80,90,59980,"tons","western",4,"summer"
100,20,5,50,80,90,59981,"tons","western",4,"summer"
100,20,5,50,80,90,59982,"tons","western",4,"summer"
100,20,5,50,80,90,59983,"tons","western",4,"summer"
100,20,5,50,80,90,59984,"tons","western",4,"summer"
100,20,5,50,80,90,59985,"tons","western",4,"summer"
100,20,5,50,80,90,59986,"tons","western",4,"summer"
100,20,5,50,80,90,59987,"tons","western",4,"summer"
100,20,5,50,80,90,59988,"tons","western",4,"summer"
100,20,5,50,80,90,59989,"tons","western",4,"summer"
100,20,5,50,80,90,59990,"tons","western",4,"summer"
