fuelbeds,filename,c_total,c_canopy,c_shrub,c_herb,c_wood,c_llm,c_ground,c_total_f,c_canopy_f,c_shrub_f,c_herb_f,c_wood_f,c_llm_f,c_ground_f,c_total_s,c_canopy_s,c_shrub_s,c_herb_s,c_wood_s,c_llm_s,c_ground_s,c_total_r,c_canopy_r,c_wood_r,c_llm_r,c_ground_r,ch4,co,co2,nmhc,pm,pm10,pm25,e_ch4_f,e_co_f,e_co2_f,e_nmhc_f,e_pm_f,e_pm10_f,e_pm25_f,e_ch4_s,e_co_s,e_co2_s,e_nmhc_s,e_pm_s,e_pm10_s,e_pm25_s,e_ch4_r,e_co_r,e_co2_r,e_nmhc_r,e_pm_r,e_pm10_r,e_pm25_r,c_overstory_crown,c_midstory_crown,c_understory_crown,c_snagc1f_crown,c_snagc1f_wood,c_snagc1_wood,c_snagc2_wood,c_snagc3_wood,c_ladder,c_shrub_1live,c_shrub_2live,c_herb_1live,c_herb_2live,c_piles,c_wood_1hr,c_wood_10hr,c_wood_100hr,c_wood_s1000hr,c_wood_r1000hr,c_wood_s10khr,c_wood_r10khr,c_wood_s+10khr,c_wood_r+10khr,c_stump_sound,c_stump_rotten,c_stump_lightered,c_litter,c_lichen,c_moss,c_upperduff,c_lowerduff,c_basal,c_squirrel,ch4_canopy,ch4_shrub,ch4_herb,ch4_wood,ch4_llm,ch4_ground,co_canopy,co_shrub,co_herb,co_wood,co_llm,co_ground,co2_canopy,co2_shrub,co2_herb,co2_wood,co2_llm,co2_ground,nmhc_canopy,nmhc_shrub,nmhc_herb,nmhc_wood,nmhc_llm,nmhc_ground,pm_canopy,pm_shrub,pm_herb,pm_wood,pm_llm,pm_ground,pm10_canopy,pm10_shrub,pm10_herb,pm10_wood,pm10_llm,pm10_ground,pm25_canopy,pm25_shrub,pm25_herb,pm25_wood,pm25_llm,pm25_ground,heat_total,heat_flaming,heat_smoldering,heat_residual
52596,sobolSamplefb,20.49,7.86,0.5,0.19,10.73,1.21,0.0,11.79,6.71,0.45,0.18,3.36,1.09,0.0,4.28,0.82,0.05,0.02,3.28,0.12,0.0,4.42,0.33,4.09,0.0,0.0,162.44,3529.74,65947.44,125.99,644.62,454.99,415.55,35.36,1049.03,40087.18,42.43,221.59,135.55,117.87,62.54,1220.91,12727.47,41.13,208.2,157.22,146.51,64.54,1259.79,13132.79,42.44,214.83,162.23,151.18,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.26,0.3,3.32,5.17,0.16,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,117.67,5.02,0.0,924.04,53.9,21.15,2399.32,131.32,0.0,26224.41,1666.74,653.98,33332.3,4070.01,0.0,35.16,2.08,0.82,82.84,5.08,0.0,181.88,10.81,4.24,421.34,26.35,0.0,119.25,6.96,2.73,309.1,16.95,0.0,106.32,6.16,2.42,285.63,15.02,0.0,327857751.45,188590091.56,68542440.68,70725219.22
52597,sobolSamplefb,28.85,7.86,0.5,0.19,19.09,1.21,0.0,13.65,6.71,0.45,0.18,5.23,1.09,0.0,7.14,0.82,0.05,0.02,6.13,0.12,0.0,8.06,0.33,7.73,0.0,0.0,262.85,5546.54,91587.75,195.05,995.3,714.78,656.3,40.96,1215.14,46434.8,49.15,256.68,157.01,136.53,104.22,2034.43,21208.08,68.53,346.92,261.98,244.13,117.67,2296.97,23944.87,77.37,391.69,295.78,275.64,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.24,0.29,6.8,10.1,0.14,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,218.07,5.02,0.0,924.04,53.9,21.15,4416.12,131.32,0.0,26224.41,1666.74,653.98,58972.61,4070.01,0.0,35.16,2.08,0.82,151.9,5.08,0.0,181.88,10.81,4.24,772.02,26.35,0.0,119.25,6.96,2.73,568.88,16.95,0.0,106.32,6.16,2.42,526.38,15.02,0.0,461618810.14,218452446.9,114213825.16,128952538.07
52598,sobolSamplefb,14.63,7.86,0.5,0.19,4.87,1.21,0.0,10.65,6.71,0.45,0.18,2.23,1.09,0.0,2.33,0.82,0.05,0.02,1.33,0.12,0.0,1.65,0.33,1.32,0.0,0.0,90.11,2083.16,48053.69,76.58,393.82,268.67,242.74,31.95,947.77,36217.78,38.34,200.2,122.47,106.49,34.06,664.89,6931.17,22.4,113.38,85.62,79.79,24.1,470.5,4904.74,15.85,80.23,60.59,56.46,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.32,0.36,1.35,1.13,0.19,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,45.34,5.02,0.0,924.04,53.9,21.15,952.74,131.32,0.0,26224.41,1666.74,653.98,15438.55,4070.01,0.0,35.16,2.08,0.82,33.43,5.08,0.0,181.88,10.81,4.24,170.53,26.35,0.0,119.25,6.96,2.73,122.77,16.95,0.0,106.32,6.16,2.42,112.82,15.02,0.0,234127524.41,170386488.96,37327082.81,26413952.64
52599,sobolSamplefb,25.21,7.86,0.5,0.19,3.99,1.21,11.46,11.65,6.71,0.45,0.18,2.08,1.09,1.15,10.07,0.82,0.05,0.02,1.04,0.12,8.02,3.5,0.33,0.87,0.0,2.29,232.95,4901.88,79910.82,172.13,878.11,631.68,580.3,34.95,1036.77,39618.75,41.94,219.0,133.97,116.49,146.96,2868.79,29905.86,96.63,489.2,369.42,344.25,51.04,996.32,10386.21,33.56,169.9,128.3,119.56,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.34,0.4,1.1,0.42,0.2,0.0,0.02,0.12,0.0,1.18,0.0,0.03,11.46,0.0,0.0,0.0,36.88,2.06,0.81,34.19,5.02,153.99,924.04,53.9,21.15,730.69,131.32,3040.78,26224.41,1666.74,653.98,12763.23,4070.01,34532.45,35.16,2.08,0.82,25.87,5.08,103.12,181.88,10.81,4.24,132.14,26.35,522.68,119.25,6.96,2.73,94.17,16.95,391.61,106.32,6.16,2.42,86.27,15.02,364.11,403374977.29,186386369.39,161054800.75,55933807.16
52600,sobolSamplefb,19.52,7.86,0.5,0.19,9.76,1.21,0.0,11.64,6.71,0.45,0.18,3.22,1.09,0.0,3.97,0.82,0.05,0.02,2.97,0.12,0.0,3.9,0.33,3.57,0.0,0.0,149.88,3280.06,62985.44,117.5,601.52,422.84,385.69,34.92,1036.1,39593.13,41.91,218.86,133.88,116.42,58.03,1132.83,11809.26,38.16,193.18,145.88,135.94,56.92,1111.13,11583.05,37.43,189.48,143.08,133.34,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.26,0.3,3.15,4.35,0.16,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,105.1,5.02,0.0,924.04,53.9,21.15,2149.65,131.32,0.0,26224.41,1666.74,653.98,30370.3,4070.01,0.0,35.16,2.08,0.82,74.35,5.08,0.0,181.88,10.81,4.24,378.23,26.35,0.0,119.25,6.96,2.73,276.94,16.95,0.0,106.32,6.16,2.42,255.77,15.02,0.0,312242582.22,186265843.91,63597492.67,62379245.65
52601,sobolSamplefb,19.11,7.86,0.5,0.19,4.21,1.21,5.14,10.75,6.71,0.45,0.18,1.81,1.09,0.51,5.61,0.82,0.05,0.02,1.01,0.12,3.6,2.75,0.33,1.39,0.0,1.03,154.37,3340.47,61401.98,118.99,608.57,430.58,393.55,32.24,956.46,36549.78,38.69,202.04,123.59,107.47,81.98,1600.24,16681.78,53.9,272.88,206.07,192.03,40.15,783.77,8170.42,26.4,133.65,100.93,94.05,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.34,0.0,1.59,0.35,0.0,0.02,0.12,0.0,1.18,0.0,0.03,5.14,0.0,0.0,0.0,36.88,2.06,0.81,40.47,5.02,69.12,924.04,53.9,21.15,845.15,131.32,1364.9,26224.41,1666.74,653.98,13286.38,4070.01,15500.46,35.16,2.08,0.82,29.56,5.08,46.29,181.88,10.81,4.24,150.68,26.35,234.62,119.25,6.96,2.73,108.9,16.95,175.78,106.32,6.16,2.42,100.19,15.02,163.44,305787258.91,171948394.61,89837951.82,44000912.49
52602,sobolSamplefb,25.58,7.86,0.5,0.19,15.82,1.21,0.0,14.25,6.71,0.45,0.18,5.83,1.09,0.0,6.47,0.82,0.05,0.02,5.46,0.12,0.0,4.86,0.33,4.53,0.0,0.0,208.12,4496.49,82126.77,160.04,818.41,579.58,529.89,42.76,1268.59,48477.42,51.31,267.97,163.92,142.54,94.41,1842.95,19211.93,62.08,314.27,237.32,221.15,70.95,1384.94,14437.41,46.65,236.17,178.34,166.19,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.23,0.3,9.89,3.72,0.14,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,163.34,5.02,0.0,924.04,53.9,21.15,3366.07,131.32,0.0,26224.41,1666.74,653.98,49511.62,4070.01,0.0,35.16,2.08,0.82,116.89,5.08,0.0,181.88,10.81,4.24,595.13,26.35,0.0,119.25,6.96,2.73,433.68,16.95,0.0,106.32,6.16,2.42,399.96,15.02,0.0,409276875.96,228061976.42,103463788.99,77751110.55
52603,sobolSamplefb,16.59,7.86,0.5,0.19,5.28,1.21,1.55,10.95,6.71,0.45,0.18,2.38,1.09,0.15,3.58,0.82,0.05,0.02,1.49,0.12,1.08,2.06,0.33,1.42,0.0,0.31,115.13,2580.89,53995.15,93.53,479.8,332.78,302.26,32.86,974.87,37253.08,39.43,205.93,125.97,109.54,52.24,1019.78,10630.76,34.35,173.9,131.32,122.37,30.03,586.24,6111.31,19.75,99.97,75.49,70.35,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.3,0.35,1.75,1.17,0.18,0.0,0.02,0.12,0.0,1.18,0.0,0.03,1.55,0.0,0.0,0.0,36.88,2.06,0.81,49.55,5.02,20.81,924.04,53.9,21.15,1039.57,131.32,410.9,26224.41,1666.74,653.98,16713.61,4070.01,4666.4,35.16,2.08,0.82,36.45,5.08,13.93,181.88,10.81,4.24,185.88,26.35,70.63,119.25,6.96,2.73,133.96,16.95,52.92,106.32,6.16,2.42,123.13,15.02,49.2,265419656.84,175257047.13,57250785.27,32911824.44
52604,sobolSamplefb,44.81,7.86,0.5,0.19,34.41,1.21,0.65,22.3,6.71,0.45,0.18,13.81,1.09,0.06,14.54,0.82,0.05,0.02,13.08,0.12,0.45,7.98,0.33,7.52,0.0,0.13,395.63,8401.59,142726.93,296.43,1513.48,1082.76,993.03,66.89,1984.39,75830.47,80.27,419.17,256.41,222.97,212.22,4142.6,43184.74,139.54,706.42,533.45,497.11,116.52,2274.6,23711.72,76.62,387.88,292.9,272.95,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.22,0.33,30.3,1.89,0.13,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.65,0.0,0.0,0.0,36.88,2.06,0.81,342.16,5.02,8.7,924.04,53.9,21.15,7099.44,131.32,171.73,26224.41,1666.74,653.98,108161.53,4070.01,1950.25,35.16,2.08,0.82,247.45,5.08,5.82,181.88,10.81,4.24,1260.67,26.35,29.52,119.25,6.96,2.73,914.75,16.95,22.12,106.32,6.16,2.42,842.54,15.02,20.56,717007991.06,356744325.1,232566758.42,127696907.54
52605,sobolSamplefb,37.69,7.86,0.5,0.19,27.35,1.21,0.58,19.62,6.71,0.45,0.18,11.14,1.09,0.06,11.72,0.82,0.05,0.02,10.3,0.12,0.41,6.35,0.33,5.9,0.0,0.12,322.66,6895.79,120422.18,244.1,1247.02,888.76,814.15,58.87,1746.62,66744.3,70.65,368.95,225.69,196.25,171.11,3340.19,34820.05,112.51,569.59,430.12,400.82,92.67,1808.98,18857.82,60.93,308.48,232.95,217.08,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.22,0.34,23.76,1.35,0.13,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.58,0.0,0.0,0.0,36.88,2.06,0.81,270.03,5.02,7.85,924.04,53.9,21.15,5610.42,131.32,154.95,26224.41,1666.74,653.98,86047.38,4070.01,1759.66,35.16,2.08,0.82,195.69,5.08,5.25,181.88,10.81,4.24,997.1,26.35,26.63,119.25,6.96,2.73,722.9,16.95,19.96,106.32,6.16,2.42,665.67,15.02,18.55,603074883.92,313998456.23,187519646.53,101556781.15
52606,sobolSamplefb,26.43,7.86,0.5,0.19,5.75,1.21,10.92,11.97,6.71,0.45,0.18,2.46,1.09,1.09,10.29,0.82,0.05,0.02,1.64,0.12,7.65,4.17,0.33,1.65,0.0,2.18,247.01,5186.09,83667.54,181.9,927.74,668.29,614.19,35.91,1065.34,40710.54,43.09,225.04,137.66,119.7,150.27,2933.43,30579.72,98.81,500.23,377.74,352.01,60.82,1187.32,12377.28,39.99,202.47,152.89,142.48,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.29,0.34,1.88,1.53,0.18,0.0,0.02,0.12,0.0,1.18,0.0,0.03,10.92,0.0,0.0,0.0,36.88,2.06,0.81,55.41,5.02,146.82,924.04,53.9,21.15,1156.34,131.32,2899.34,26224.41,1666.74,653.98,18126.24,4070.01,32926.16,35.16,2.08,0.82,40.43,5.08,98.32,181.88,10.81,4.24,206.08,26.35,498.37,119.25,6.96,2.73,149.0,16.95,373.4,106.32,6.16,2.42,137.09,15.02,347.18,422862970.96,191522668.98,164683795.32,66656506.66
52607,sobolSamplefb,21.49,7.86,0.5,0.19,7.2,1.21,4.53,11.65,6.71,0.45,0.18,2.77,1.09,0.45,6.31,0.82,0.05,0.02,2.14,0.12,3.17,3.53,0.33,2.29,0.0,0.91,178.67,3842.32,68862.48,136.44,697.42,495.24,453.16,34.94,1036.67,39614.87,41.93,218.98,133.95,116.48,92.19,1799.52,18759.16,60.62,306.86,231.73,215.94,51.54,1006.13,10488.46,33.89,171.57,129.56,120.74,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.27,0.32,2.49,2.43,0.16,0.0,0.02,0.12,0.0,1.18,0.0,0.03,4.53,0.0,0.0,0.0,36.88,2.06,0.81,73.02,5.02,60.88,924.04,53.9,21.15,1509.68,131.32,1202.22,26224.41,1666.74,653.98,22594.45,4070.01,13652.89,35.16,2.08,0.82,52.52,5.08,40.77,181.88,10.81,4.24,267.49,26.35,206.65,119.25,6.96,2.73,194.51,16.95,154.83,106.32,6.16,2.42,179.28,15.02,143.96,343877948.92,186368089.62,101025414.21,56484445.09
52608,sobolSamplefb,21.11,7.86,0.5,0.19,3.27,1.21,8.08,10.95,6.71,0.45,0.18,1.72,1.09,0.81,7.39,0.82,0.05,0.02,0.73,0.12,5.66,2.77,0.33,0.82,0.0,1.62,181.16,3869.82,67430.71,136.95,699.59,498.75,456.93,32.86,974.83,37251.72,39.43,205.92,125.96,109.53,107.89,2105.99,21954.01,70.94,359.13,271.19,252.72,40.42,789.0,8224.98,26.58,134.55,101.6,94.68,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.4,0.0,0.59,0.35,0.0,0.02,0.12,0.0,1.18,0.0,0.03,8.08,0.0,0.0,0.0,36.88,2.06,0.81,27.8,5.02,108.59,924.04,53.9,21.15,595.04,131.32,2144.36,26224.41,1666.74,653.98,10463.21,4070.01,24352.35,35.16,2.08,0.82,21.08,5.08,72.72,181.88,10.81,4.24,107.71,26.35,368.6,119.25,6.96,2.73,76.69,16.95,276.17,106.32,6.16,2.42,70.23,15.02,256.77,337776346.27,175250672.18,118230953.82,44294720.27
52609,sobolSamplefb,14.34,7.86,0.5,0.19,3.82,1.21,0.76,10.63,6.71,0.45,0.18,2.14,1.09,0.08,2.55,0.82,0.05,0.02,1.02,0.12,0.53,1.15,0.33,0.67,0.0,0.15,86.02,2002.96,47182.44,73.87,380.09,258.34,233.12,31.9,946.51,36169.4,38.29,199.94,122.3,106.35,37.27,727.49,7583.82,24.51,124.06,93.68,87.3,16.85,328.96,3429.22,11.08,56.1,42.36,39.47,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.32,0.4,1.39,0.0,0.19,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.76,0.0,0.0,0.0,36.88,2.06,0.81,31.06,5.02,10.19,924.04,53.9,21.15,671.37,131.32,201.17,26224.41,1666.74,653.98,12282.67,4070.01,2284.62,35.16,2.08,0.82,23.9,5.08,6.82,181.88,10.81,4.24,122.23,26.35,34.58,119.25,6.96,2.73,86.54,16.95,25.91,106.32,6.16,2.42,79.11,15.02,24.09,229468418.24,170158893.71,40841822.56,18467701.97
52610,sobolSamplefb,17.07,7.86,0.5,0.19,7.26,1.21,0.05,11.29,6.71,0.45,0.18,2.86,1.09,0.01,3.23,0.82,0.05,0.02,2.18,0.12,0.04,2.55,0.33,2.21,0.0,0.01,118.23,2651.65,55567.11,96.12,493.08,341.9,310.52,33.87,1004.89,38400.38,40.65,212.27,129.85,112.91,47.09,919.25,9582.82,30.96,156.76,118.37,110.31,37.27,727.5,7583.91,24.51,124.06,93.68,87.3,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.27,0.32,2.78,2.19,0.16,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.05,0.0,0.0,0.0,36.88,2.06,0.81,72.74,5.02,0.71,924.04,53.9,21.15,1507.15,131.32,14.08,26224.41,1666.74,653.98,22792.01,4070.01,159.95,35.16,2.08,0.82,52.49,5.08,0.48,181.88,10.81,4.24,267.38,26.35,2.42,119.25,6.96,2.73,194.19,16.95,1.81,106.32,6.16,2.42,178.91,15.02,1.69,273104096.75,180654535.93,51607257.57,40842303.26
52611,sobolSamplefb,14.03,7.86,0.5,0.19,4.27,1.21,0.0,10.55,6.71,0.45,0.18,2.13,1.09,0.0,2.14,0.82,0.05,0.02,1.13,0.12,0.0,1.34,0.33,1.01,0.0,0.0,82.44,1930.36,46219.32,71.38,367.41,248.99,224.47,31.65,939.08,35885.68,37.99,198.37,121.34,105.52,31.19,608.88,6347.35,20.51,103.83,78.41,73.07,19.59,382.39,3986.28,12.88,65.21,49.24,45.89,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.33,0.4,1.18,0.62,0.2,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,37.66,5.02,0.0,924.04,53.9,21.15,799.94,131.32,0.0,26224.41,1666.74,653.98,13604.18,4070.01,0.0,35.16,2.08,0.82,28.23,5.08,0.0,181.88,10.81,4.24,144.12,26.35,0.0,119.25,6.96,2.73,103.09,16.95,0.0,106.32,6.16,2.42,94.55,15.02,0.0,224474823.47,168824152.29,34182973.49,21467697.69
52612,sobolSamplefb,16.21,7.86,0.5,0.19,5.01,1.21,1.44,10.54,6.71,0.45,0.18,1.98,1.09,0.14,3.29,0.82,0.05,0.02,1.27,0.12,1.01,2.38,0.33,1.76,0.0,0.29,114.33,2552.65,52685.78,92.33,473.49,329.12,299.15,31.63,938.34,35857.3,37.96,198.21,121.25,105.43,47.99,936.76,9765.28,31.55,159.74,120.63,112.41,34.71,677.55,7063.21,22.82,115.54,87.25,81.31,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.32,0.32,2.16,0.29,0.0,0.02,0.12,0.0,1.18,0.0,0.03,1.44,0.0,0.0,0.0,36.88,2.06,0.81,50.22,5.02,19.33,924.04,53.9,21.15,1040.54,131.32,381.69,26224.41,1666.74,653.98,15735.96,4070.01,4334.69,35.16,2.08,0.82,36.24,5.08,12.94,181.88,10.81,4.24,184.6,26.35,65.61,119.25,6.96,2.73,134.07,16.95,49.16,106.32,6.16,2.42,123.52,15.02,45.71,259318602.53,168690609.91,52589839.3,38038153.31
52613,sobolSamplefb,21.19,7.86,0.5,0.19,11.43,1.21,0.0,13.03,6.71,0.45,0.18,4.61,1.09,0.0,4.89,0.82,0.05,0.02,3.88,0.12,0.0,3.27,0.33,2.94,0.0,0.0,158.18,3484.43,68560.8,125.22,641.41,449.21,409.27,39.1,1160.07,44330.32,46.92,245.05,149.9,130.34,71.37,1393.11,14522.57,46.93,237.56,179.39,167.17,47.71,931.25,9707.91,31.37,158.8,119.92,111.75,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.24,0.33,7.28,1.92,0.14,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,113.4,5.02,0.0,924.04,53.9,21.15,2354.02,131.32,0.0,26224.41,1666.74,653.98,35945.65,4070.01,0.0,35.16,2.08,0.82,82.07,5.08,0.0,181.88,10.81,4.24,418.13,26.35,0.0,119.25,6.96,2.73,303.31,16.95,0.0,106.32,6.16,2.42,279.35,15.02,0.0,339042549.13,208551912.55,78209724.76,52280911.82
52614,sobolSamplefb,16.52,7.86,0.5,0.19,6.76,1.21,0.0,11.09,6.71,0.45,0.18,2.67,1.09,0.0,2.99,0.82,0.05,0.02,1.98,0.12,0.0,2.43,0.33,2.1,0.0,0.0,112.44,2532.61,53837.67,91.99,472.07,326.56,296.37,33.28,987.31,37728.63,39.94,208.56,127.57,110.93,43.65,851.98,8881.49,28.7,145.28,109.71,102.24,35.52,693.32,7227.55,23.35,118.23,89.28,83.2,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.28,0.32,2.29,2.17,0.17,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,67.67,5.02,0.0,924.04,53.9,21.15,1402.19,131.32,0.0,26224.41,1666.74,653.98,21222.53,4070.01,0.0,35.16,2.08,0.82,48.84,5.08,0.0,181.88,10.81,4.24,248.79,26.35,0.0,119.25,6.96,2.73,180.67,16.95,0.0,106.32,6.16,2.42,166.45,15.02,0.0,264247770.92,177494287.23,47830289.54,38923194.15
52615,sobolSamplefb,18.73,7.86,0.5,0.19,3.4,1.21,5.57,10.95,6.71,0.45,0.18,1.97,1.09,0.56,5.75,0.82,0.05,0.02,0.84,0.12,3.9,2.03,0.33,0.59,0.0,1.11,146.45,3192.05,60359.27,114.12,584.0,411.48,375.6,32.85,974.62,37243.54,39.42,205.87,125.93,109.51,83.91,1638.0,17075.45,55.17,279.32,210.93,196.56,29.68,579.43,6040.28,19.52,98.81,74.61,69.53,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.36,0.4,0.89,0.0,0.22,0.0,0.02,0.12,0.0,1.18,0.0,0.03,5.57,0.0,0.0,0.0,36.88,2.06,0.81,26.81,5.02,74.87,924.04,53.9,21.15,583.26,131.32,1478.36,26224.41,1666.74,653.98,10955.17,4070.01,16788.96,35.16,2.08,0.82,20.83,5.08,50.13,181.88,10.81,4.24,106.6,26.35,254.12,119.25,6.96,2.73,75.19,16.95,190.39,106.32,6.16,2.42,68.65,15.02,177.02,299699440.49,175212197.38,91957977.53,32529265.58
52616,sobolSamplefb,18.83,7.86,0.5,0.19,9.07,1.21,0.0,11.02,6.71,0.45,0.18,2.6,1.09,0.0,3.58,0.82,0.05,0.02,2.57,0.12,0.0,4.23,0.33,3.9,0.0,0.0,147.06,3206.08,60680.48,114.63,586.65,413.29,377.23,33.06,980.91,37484.1,39.68,207.2,126.75,110.21,52.22,1019.27,10625.46,34.33,173.81,131.25,122.31,61.78,1205.89,12570.92,40.62,205.64,155.29,144.71,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.33,0.3,1.19,5.53,0.2,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,102.28,5.02,0.0,924.04,53.9,21.15,2075.66,131.32,0.0,26224.41,1666.74,653.98,28065.34,4070.01,0.0,35.16,2.08,0.82,71.48,5.08,0.0,181.88,10.81,4.24,363.37,26.35,0.0,119.25,6.96,2.73,267.39,16.95,0.0,106.32,6.16,2.42,247.31,15.02,0.0,301265494.48,176343902.73,57222256.17,67699335.59
52617,sobolSamplefb,35.95,7.86,0.5,0.19,20.18,1.21,6.01,13.0,6.71,0.45,0.18,3.97,1.09,0.6,11.21,0.82,0.05,0.02,6.0,0.12,4.21,11.74,0.33,10.21,0.0,1.2,374.07,7697.65,112387.24,267.11,1359.74,991.75,914.88,38.99,1156.67,44200.44,46.79,244.33,149.46,129.96,163.66,3194.82,33304.58,107.61,544.8,411.4,383.38,171.42,3346.16,34882.21,112.71,570.61,430.89,401.54,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.28,0.29,2.16,15.75,0.17,0.0,0.02,0.12,0.0,1.18,0.0,0.03,6.01,0.0,0.0,0.0,36.88,2.06,0.81,248.53,5.02,80.77,924.04,53.9,21.15,4972.33,131.32,1594.9,26224.41,1666.74,653.98,61659.67,4070.01,18112.43,35.16,2.08,0.82,169.88,5.08,54.08,181.88,10.81,4.24,862.31,26.35,274.15,119.25,6.96,2.73,640.45,16.95,205.4,106.32,6.16,2.42,593.98,15.02,190.98,575153556.07,207940928.71,179358225.58,187854401.78
52618,sobolSamplefb,25.46,7.86,0.5,0.19,8.18,1.21,7.52,12.39,6.71,0.45,0.18,3.21,1.09,0.75,8.82,0.82,0.05,0.02,2.55,0.12,5.26,4.25,0.33,2.42,0.0,1.5,227.99,4827.67,80966.61,170.08,868.13,622.16,570.9,37.17,1102.61,42134.48,44.6,232.91,142.47,123.89,128.72,2512.73,26194.08,84.64,428.49,323.57,301.53,62.11,1212.33,12638.05,40.84,206.73,156.11,145.48,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.26,0.32,3.67,2.25,0.15,0.0,0.02,0.12,0.0,1.18,0.0,0.03,7.52,0.0,0.0,0.0,36.88,2.06,0.81,82.17,5.02,101.05,924.04,53.9,21.15,1701.81,131.32,1995.44,26224.41,1666.74,653.98,25690.32,4070.01,22661.15,35.16,2.08,0.82,59.26,5.08,67.67,181.88,10.81,4.24,301.85,26.35,343.0,119.25,6.96,2.73,219.27,16.95,256.99,106.32,6.16,2.42,202.03,15.02,238.94,407347828.64,198221610.08,141065370.88,68060847.67
