fuelbeds,filename,c_total,c_canopy,c_shrub,c_herb,c_wood,c_llm,c_ground,c_total_f,c_canopy_f,c_shrub_f,c_herb_f,c_wood_f,c_llm_f,c_ground_f,c_total_s,c_canopy_s,c_shrub_s,c_herb_s,c_wood_s,c_llm_s,c_ground_s,c_total_r,c_canopy_r,c_wood_r,c_llm_r,c_ground_r,ch4,co,co2,nmhc,pm,pm10,pm25,e_ch4_f,e_co_f,e_co2_f,e_nmhc_f,e_pm_f,e_pm10_f,e_pm25_f,e_ch4_s,e_co_s,e_co2_s,e_nmhc_s,e_pm_s,e_pm10_s,e_pm25_s,e_ch4_r,e_co_r,e_co2_r,e_nmhc_r,e_pm_r,e_pm10_r,e_pm25_r,c_overstory_crown,c_midstory_crown,c_understory_crown,c_snagc1f_crown,c_snagc1f_wood,c_snagc1_wood,c_snagc2_wood,c_snagc3_wood,c_ladder,c_shrub_1live,c_shrub_2live,c_herb_1live,c_herb_2live,c_piles,c_wood_1hr,c_wood_10hr,c_wood_100hr,c_wood_s1000hr,c_wood_r1000hr,c_wood_s10khr,c_wood_r10khr,c_wood_s+10khr,c_wood_r+10khr,c_stump_sound,c_stump_rotten,c_stump_lightered,c_litter,c_lichen,c_moss,c_upperduff,c_lowerduff,c_basal,c_squirrel,ch4_canopy,ch4_shrub,ch4_herb,ch4_wood,ch4_llm,ch4_ground,co_canopy,co_shrub,co_herb,co_wood,co_llm,co_ground,co2_canopy,co2_shrub,co2_herb,co2_wood,co2_llm,co2_ground,nmhc_canopy,nmhc_shrub,nmhc_herb,nmhc_wood,nmhc_llm,nmhc_ground,pm_canopy,pm_shrub,pm_herb,pm_wood,pm_llm,pm_ground,pm10_canopy,pm10_shrub,pm10_herb,pm10_wood,pm10_llm,pm10_ground,pm25_canopy,pm25_shrub,pm25_herb,pm25_wood,pm25_llm,pm25_ground,heat_total,heat_flaming,heat_smoldering,heat_residual
52001,sobolSamplefb,17.62,7.86,0.5,0.19,7.86,1.21,0.0,11.03,6.71,0.45,0.18,2.61,1.09,0.0,3.26,0.82,0.05,0.02,2.26,0.12,0.0,3.32,0.33,2.99,0.0,0.0,129.24,2858.65,57090.67,102.94,527.45,368.55,335.53,33.1,982.06,37528.09,39.72,207.45,126.9,110.34,47.62,929.63,9691.04,31.31,158.53,119.71,111.56,48.51,946.95,9871.54,31.9,161.48,121.94,113.63,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.3,0.3,1.69,3.86,0.18,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,84.46,5.02,0.0,924.04,53.9,21.15,1728.23,131.32,0.0,26224.41,1666.74,653.98,24475.53,4070.01,0.0,35.16,2.08,0.82,59.79,5.08,0.0,181.88,10.81,4.24,304.17,26.35,0.0,119.25,6.96,2.73,222.65,16.95,0.0,106.32,6.16,2.42,205.61,15.02,0.0,281903006.7,176550854.84,52190030.47,53162121.39
52002,sobolSamplefb,15.12,7.86,0.5,0.19,3.55,1.21,1.81,10.63,6.71,0.45,0.18,2.03,1.09,0.18,3.18,0.82,0.05,0.02,0.9,0.12,1.27,1.31,0.33,0.62,0.0,0.36,97.45,2225.97,49503.95,81.38,418.11,287.06,259.89,31.9,946.39,36164.87,38.28,199.91,122.29,106.34,46.41,905.93,9443.87,30.52,154.48,116.66,108.71,19.14,373.66,3895.2,12.59,63.72,48.12,44.84,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.34,0.4,1.07,0.0,0.21,0.0,0.02,0.12,0.0,1.18,0.0,0.03,1.81,0.0,0.0,0.0,36.88,2.06,0.81,28.33,5.02,24.35,924.04,53.9,21.15,614.8,131.32,480.75,26224.41,1666.74,653.98,11429.19,4070.01,5459.61,35.16,2.08,0.82,21.93,5.08,16.3,181.88,10.81,4.24,112.19,26.35,82.64,119.25,6.96,2.73,79.25,16.95,61.91,106.32,6.16,2.42,72.4,15.02,57.57,241973744.54,170137604.29,50858961.89,20977178.36
52003,sobolSamplefb,12.53,7.86,0.5,0.19,2.68,1.21,0.09,10.1,6.71,0.45,0.18,1.66,1.09,0.01,1.62,0.82,0.05,0.02,0.55,0.12,0.06,0.82,0.33,0.47,0.0,0.02,65.83,1592.35,41566.79,59.72,308.11,205.45,184.22,30.29,898.46,34333.23,36.34,189.79,116.09,100.95,23.64,461.41,4809.98,15.54,78.68,59.42,55.37,11.91,232.49,2423.58,7.83,39.65,29.94,27.9,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.4,0.0,0.0,0.35,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.09,0.0,0.0,0.0,36.88,2.06,0.81,19.85,5.02,1.2,924.04,53.9,21.15,438.2,131.32,23.74,26224.41,1666.74,653.98,8682.06,4070.01,269.59,35.16,2.08,0.82,15.76,5.08,0.81,181.88,10.81,4.24,80.75,26.35,4.08,119.25,6.96,2.73,56.49,16.95,3.06,106.32,6.16,2.42,51.45,15.02,2.84,200476204.97,161520658.05,25903619.07,13051927.86
52004,sobolSamplefb,14.2,7.86,0.5,0.19,4.44,1.21,0.0,10.52,6.71,0.45,0.18,2.1,1.09,0.0,2.17,0.82,0.05,0.02,1.17,0.12,0.0,1.51,0.33,1.18,0.0,0.0,85.27,1984.84,46719.26,73.19,376.6,256.01,231.02,31.57,936.64,35792.19,37.89,197.85,121.03,105.24,31.71,619.09,6453.74,20.85,105.57,79.72,74.29,21.98,429.11,4473.33,14.45,73.18,55.26,51.49,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.35,0.37,1.02,0.97,0.21,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,40.49,5.02,0.0,924.04,53.9,21.15,854.42,131.32,0.0,26224.41,1666.74,653.98,14104.12,4070.01,0.0,35.16,2.08,0.82,30.05,5.08,0.0,181.88,10.81,4.24,153.32,26.35,0.0,119.25,6.96,2.73,110.11,16.95,0.0,106.32,6.16,2.42,101.1,15.02,0.0,227230890.97,168384330.78,34755911.77,24090648.42
52005,sobolSamplefb,17.49,7.86,0.5,0.19,5.01,1.21,2.73,11.07,6.71,0.45,0.18,2.37,1.09,0.27,4.33,0.82,0.05,0.02,1.41,0.12,1.91,2.1,0.33,1.22,0.0,0.55,127.01,2816.22,56727.31,101.53,520.33,363.09,330.42,33.2,984.9,37636.64,39.84,208.05,127.26,110.66,63.17,1233.19,12855.47,41.54,210.29,158.8,147.98,30.64,598.13,6235.2,20.15,102.0,77.02,71.78,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.29,0.38,1.82,0.8,0.18,0.0,0.02,0.12,0.0,1.18,0.0,0.03,2.73,0.0,0.0,0.0,36.88,2.06,0.81,45.61,5.02,36.63,924.04,53.9,21.15,962.45,131.32,723.35,26224.41,1666.74,653.98,15897.48,4070.01,8214.69,35.16,2.08,0.82,33.85,5.08,24.53,181.88,10.81,4.24,172.71,26.35,124.34,119.25,6.96,2.73,124.03,16.95,93.16,106.32,6.16,2.42,113.88,15.02,86.62,279872253.76,177061512.81,69231731.34,33579009.62
52006,sobolSamplefb,18.71,7.86,0.5,0.19,6.04,1.21,2.91,11.14,6.71,0.45,0.18,2.43,1.09,0.29,4.75,0.82,0.05,0.02,1.71,0.12,2.04,2.82,0.33,1.91,0.0,0.58,143.96,3149.32,60383.83,112.79,577.41,405.98,370.34,33.42,991.53,37889.85,40.11,209.45,128.12,111.41,69.39,1354.49,14120.01,45.63,230.98,174.42,162.54,41.15,803.29,8373.96,27.06,136.98,103.44,96.4,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.3,0.32,1.67,2.03,0.18,0.0,0.02,0.12,0.0,1.18,0.0,0.03,2.91,0.0,0.0,0.0,36.88,2.06,0.81,60.05,5.02,39.13,924.04,53.9,21.15,1246.18,131.32,772.72,26224.41,1666.74,653.98,18993.3,4070.01,8775.38,35.16,2.08,0.82,43.44,5.08,26.2,181.88,10.81,4.24,221.3,26.35,132.82,119.25,6.96,2.73,160.57,16.95,99.52,106.32,6.16,2.42,147.89,15.02,92.53,299391625.98,178252759.09,76041789.56,45097077.33
52007,sobolSamplefb,15.48,7.86,0.5,0.19,2.68,1.21,3.04,10.39,6.71,0.45,0.18,1.66,1.09,0.3,3.69,0.82,0.05,0.02,0.55,0.12,2.13,1.41,0.33,0.47,0.0,0.61,105.5,2375.69,50462.68,86.28,442.76,306.33,278.02,31.17,924.73,35337.05,37.4,195.34,119.49,103.9,53.8,1050.23,10948.16,35.38,179.09,135.24,126.03,20.53,400.73,4177.47,13.5,68.34,51.6,48.09,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.4,0.0,0.0,0.35,0.0,0.02,0.12,0.0,1.18,0.0,0.03,3.04,0.0,0.0,0.0,36.88,2.06,0.81,19.85,5.02,40.87,924.04,53.9,21.15,438.2,131.32,807.07,26224.41,1666.74,653.98,8682.06,4070.01,9165.47,35.16,2.08,0.82,15.76,5.08,27.37,181.88,10.81,4.24,80.75,26.35,138.73,119.25,6.96,2.73,56.49,16.95,103.94,106.32,6.16,2.42,51.45,15.02,96.64,247700542.05,166243091.76,58960151.96,22497298.33
52008,sobolSamplefb,17.04,7.86,0.5,0.19,3.27,1.21,4.02,10.74,6.71,0.45,0.18,1.92,1.09,0.4,4.6,0.82,0.05,0.02,0.78,0.12,2.81,1.7,0.33,0.56,0.0,0.8,124.2,2751.49,55252.93,99.15,508.13,354.74,322.87,32.23,956.13,36537.09,38.67,201.97,123.54,107.43,67.21,1312.04,13677.4,44.19,223.74,168.95,157.44,24.76,483.32,5038.44,16.28,82.42,62.24,58.0,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.39,0.4,0.71,0.0,0.23,0.0,0.02,0.12,0.0,1.18,0.0,0.03,4.02,0.0,0.0,0.0,36.88,2.06,0.81,25.42,5.02,54.01,924.04,53.9,21.15,554.63,131.32,1066.44,26224.41,1666.74,653.98,10526.83,4070.01,12110.95,35.16,2.08,0.82,19.84,5.08,36.16,181.88,10.81,4.24,101.53,26.35,183.31,119.25,6.96,2.73,71.5,16.95,137.34,106.32,6.16,2.42,65.25,15.02,127.7,272680822.8,171888672.22,73658182.87,27133967.71
52009,sobolSamplefb,16.21,7.86,0.5,0.19,3.85,1.21,2.61,10.49,6.71,0.45,0.18,1.8,1.09,0.26,3.74,0.82,0.05,0.02,0.91,0.12,1.83,1.99,0.33,1.14,0.0,0.52,115.09,2565.85,52680.3,92.74,475.53,330.82,300.77,31.46,933.19,35660.61,37.75,197.12,120.58,104.85,54.59,1065.63,11108.74,35.89,181.72,137.22,127.88,29.05,567.02,5910.96,19.1,96.69,73.02,68.04,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.36,0.09,1.14,0.33,0.0,0.02,0.12,0.0,1.18,0.0,0.03,2.61,0.0,0.0,0.0,36.88,2.06,0.81,35.26,5.02,35.05,924.04,53.9,21.15,743.21,131.32,692.22,26224.41,1666.74,653.98,12203.96,4070.01,7861.2,35.16,2.08,0.82,26.12,5.08,23.47,181.88,10.81,4.24,133.26,26.35,118.99,119.25,6.96,2.73,95.77,16.95,89.15,106.32,6.16,2.42,87.96,15.02,82.89,259423024.52,167765275.34,59824937.92,31832811.26
52010,sobolSamplefb,26.08,7.86,0.5,0.19,14.12,1.21,2.2,14.1,6.71,0.45,0.18,5.45,1.09,0.22,7.43,0.82,0.05,0.02,4.88,0.12,1.54,4.55,0.33,3.78,0.0,0.44,217.2,4668.88,83535.94,165.76,847.24,601.78,550.68,42.29,1254.63,47943.86,50.75,265.02,162.12,140.97,108.42,2116.34,22061.93,71.29,360.89,272.53,253.96,66.49,1297.91,13530.15,43.72,221.33,167.13,155.75,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.23,0.31,9.2,2.7,0.14,0.0,0.02,0.12,0.0,1.18,0.0,0.03,2.2,0.0,0.0,0.0,36.88,2.06,0.81,142.87,5.02,29.55,924.04,53.9,21.15,2954.93,131.32,583.54,26224.41,1666.74,653.98,44293.87,4070.01,6626.92,35.16,2.08,0.82,102.82,5.08,19.79,181.88,10.81,4.24,523.66,26.35,100.31,119.25,6.96,2.73,380.73,16.95,75.15,106.32,6.16,2.42,350.88,15.02,69.88,417229122.77,225551817.11,118812152.75,72865152.92
52011,sobolSamplefb,15.28,7.86,0.5,0.19,5.52,1.21,0.0,10.44,6.71,0.45,0.18,2.01,1.09,0.0,2.43,0.82,0.05,0.02,1.42,0.12,0.0,2.41,0.33,2.08,0.0,0.0,102.0,2308.85,49881.25,84.06,431.53,297.73,269.97,31.31,928.88,35495.62,37.57,196.21,120.02,104.37,35.47,692.36,7217.59,23.32,118.07,89.16,83.08,35.23,687.61,7168.05,23.16,117.26,88.55,82.51,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.31,0.27,2.71,0.3,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,57.23,5.02,0.0,924.04,53.9,21.15,1178.43,131.32,0.0,26224.41,1666.74,653.98,17266.11,4070.01,0.0,35.16,2.08,0.82,40.91,5.08,0.0,181.88,10.81,4.24,208.25,26.35,0.0,119.25,6.96,2.73,151.83,16.95,0.0,106.32,6.16,2.42,140.04,15.02,0.0,244461381.24,166989080.16,38869552.71,38602748.37
52012,sobolSamplefb,30.7,7.86,0.5,0.19,20.94,1.21,0.0,17.19,6.71,0.45,0.18,8.76,1.09,0.0,8.81,0.82,0.05,0.02,7.8,0.12,0.0,4.71,0.33,4.38,0.0,0.0,248.85,5380.86,98600.59,191.6,979.85,693.58,634.02,51.56,1529.66,58453.51,61.87,323.12,197.65,171.87,128.59,2510.14,26167.11,84.55,428.04,323.24,301.22,68.7,1341.06,13979.97,45.17,228.69,172.69,160.93,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.23,0.39,17.95,0.71,0.14,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,204.08,5.02,0.0,924.04,53.9,21.15,4250.44,131.32,0.0,26224.41,1666.74,653.98,65985.45,4070.01,0.0,35.16,2.08,0.82,148.45,5.08,0.0,181.88,10.81,4.24,756.57,26.35,0.0,119.25,6.96,2.73,547.68,16.95,0.0,106.32,6.16,2.42,504.09,15.02,0.0,491202253.37,274994454.19,140920164.0,75287635.19
52013,sobolSamplefb,15.09,7.86,0.5,0.19,5.33,1.21,0.0,10.65,6.71,0.45,0.18,2.23,1.09,0.0,2.46,0.82,0.05,0.02,1.45,0.12,0.0,1.98,0.33,1.65,0.0,0.0,96.78,2213.56,49423.23,80.98,416.07,285.46,258.38,31.96,948.14,36231.77,38.35,200.28,122.51,106.53,35.86,700.08,7297.99,23.58,119.38,90.15,84.01,28.96,565.34,5893.47,19.04,96.41,72.8,67.84,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.33,0.33,1.19,1.75,0.2,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,52.01,5.02,0.0,924.04,53.9,21.15,1083.14,131.32,0.0,26224.41,1666.74,653.98,16808.09,4070.01,0.0,35.16,2.08,0.82,37.83,5.08,0.0,181.88,10.81,4.24,192.79,26.35,0.0,119.25,6.96,2.73,139.57,16.95,0.0,106.32,6.16,2.42,128.46,15.02,0.0,241493507.72,170452312.95,39302554.8,31738639.97
52014,sobolSamplefb,15.53,7.86,0.5,0.19,3.67,1.21,2.1,10.71,6.71,0.45,0.18,2.08,1.09,0.21,3.43,0.82,0.05,0.02,0.95,0.12,1.47,1.39,0.33,0.64,0.0,0.42,102.46,2326.01,50730.75,84.8,435.44,299.95,271.84,32.12,953.01,36417.85,38.55,201.31,123.14,107.08,50.02,976.49,10179.49,32.89,166.52,125.74,117.18,20.31,396.51,4133.42,13.36,67.62,51.06,47.58,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.33,0.4,1.21,0.0,0.2,0.0,0.02,0.12,0.0,1.18,0.0,0.03,2.1,0.0,0.0,0.0,36.88,2.06,0.81,29.51,5.02,28.17,924.04,53.9,21.15,639.22,131.32,556.37,26224.41,1666.74,653.98,11797.26,4070.01,6318.35,35.16,2.08,0.82,22.78,5.08,18.87,181.88,10.81,4.24,116.53,26.35,95.63,119.25,6.96,2.73,82.4,16.95,71.65,106.32,6.16,2.42,75.3,15.02,66.62,248408315.37,171327706.79,54820519.65,22260088.94
52015,sobolSamplefb,31.06,7.86,0.5,0.19,16.43,1.21,4.87,16.08,6.71,0.45,0.18,7.17,1.09,0.49,10.48,0.82,0.05,0.02,6.07,0.12,3.41,4.5,0.33,3.19,0.0,0.97,266.95,5700.43,99196.72,201.7,1030.34,734.69,673.12,48.24,1431.23,54692.12,57.89,302.33,184.93,160.81,153.06,2987.76,31146.13,100.64,509.49,384.74,358.53,65.65,1281.44,13358.47,43.16,218.52,165.01,153.77,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.23,0.4,14.13,0.0,0.14,0.0,0.02,0.12,0.0,1.18,0.0,0.03,4.87,0.0,0.0,0.0,36.88,2.06,0.81,156.69,5.02,65.48,924.04,53.9,21.15,3276.93,131.32,1293.08,26224.41,1666.74,653.98,51896.76,4070.01,14684.82,35.16,2.08,0.82,114.7,5.08,43.85,181.88,10.81,4.24,584.79,26.35,222.27,119.25,6.96,2.73,422.26,16.95,166.53,106.32,6.16,2.42,388.36,15.02,154.84,496973718.89,257298983.54,167734110.0,71940625.35
52016,sobolSamplefb,20.31,7.86,0.5,0.19,10.55,1.21,0.0,12.87,6.71,0.45,0.18,4.44,1.09,0.0,4.6,0.82,0.05,0.02,3.59,0.12,0.0,2.84,0.33,2.51,0.0,0.0,147.22,3265.42,65863.37,117.74,603.46,421.0,383.1,38.6,1145.16,43760.65,46.32,241.9,147.97,128.67,67.1,1309.81,13654.22,44.12,223.36,168.67,157.18,41.52,810.44,8448.5,27.3,138.2,104.36,97.25,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.24,0.35,7.0,1.28,0.14,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,102.44,5.02,0.0,924.04,53.9,21.15,2135.0,131.32,0.0,26224.41,1666.74,653.98,33248.23,4070.01,0.0,35.16,2.08,0.82,74.59,5.08,0.0,181.88,10.81,4.24,380.18,26.35,0.0,119.25,6.96,2.73,275.1,16.95,0.0,106.32,6.16,2.42,253.18,15.02,0.0,324903753.04,205871941.16,73533328.48,45498483.4
52017,sobolSamplefb,13.03,7.86,0.5,0.19,2.82,1.21,0.45,10.15,6.71,0.45,0.18,1.68,1.09,0.05,1.92,0.82,0.05,0.02,0.59,0.12,0.32,0.97,0.33,0.55,0.0,0.09,72.59,1725.9,43083.4,64.24,331.07,222.65,200.21,30.44,902.94,34504.37,36.52,190.73,116.67,101.45,27.97,545.91,5690.86,18.39,93.09,70.3,65.51,14.19,277.05,2888.17,9.33,47.25,35.68,33.25,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.4,0.0,0.14,0.35,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.45,0.0,0.0,0.0,36.88,2.06,0.81,21.73,5.02,6.09,924.04,53.9,21.15,475.17,131.32,120.31,26224.41,1666.74,653.98,9101.97,4070.01,1366.29,35.16,2.08,0.82,17.02,5.08,4.08,181.88,10.81,4.24,87.11,26.35,20.68,119.25,6.96,2.73,61.25,16.95,15.49,106.32,6.16,2.42,55.88,15.02,14.41,208527208.95,162325758.45,30647522.1,15553928.41
52018,sobolSamplefb,24.24,7.86,0.5,0.19,8.76,1.21,5.72,12.64,6.71,0.45,0.18,3.65,1.09,0.57,7.86,0.82,0.05,0.02,2.85,0.12,4.0,3.74,0.33,2.27,0.0,1.14,207.26,4430.73,77461.07,156.86,801.37,571.05,523.09,37.93,1125.36,43004.06,45.52,237.72,145.41,126.45,114.74,2239.74,23348.31,75.44,381.93,288.42,268.77,54.59,1065.63,11108.7,35.89,181.72,137.22,127.88,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.25,0.34,4.94,1.56,0.15,0.0,0.02,0.12,0.0,1.18,0.0,0.03,5.72,0.0,0.0,0.0,36.88,2.06,0.81,85.6,5.02,76.88,924.04,53.9,21.15,1782.09,131.32,1518.22,26224.41,1666.74,653.98,27604.3,4070.01,17241.63,35.16,2.08,0.82,62.23,5.08,51.48,181.88,10.81,4.24,317.12,26.35,260.97,119.25,6.96,2.73,229.63,16.95,195.53,106.32,6.16,2.42,211.37,15.02,181.8,387877037.57,202312525.34,125739801.92,59824710.32
52019,sobolSamplefb,16.25,7.86,0.5,0.19,3.25,1.21,3.24,10.47,6.71,0.45,0.18,1.72,1.09,0.32,3.99,0.82,0.05,0.02,0.72,0.12,2.27,1.79,0.33,0.81,0.0,0.65,115.79,2578.89,52770.34,93.17,477.69,332.5,302.35,31.4,931.54,35597.44,37.68,196.78,120.37,104.67,58.3,1138.13,11864.5,38.34,194.08,146.56,136.58,26.09,509.22,5308.39,17.15,86.84,65.57,61.11,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.4,0.0,0.57,0.35,0.0,0.02,0.12,0.0,1.18,0.0,0.03,3.24,0.0,0.0,0.0,36.88,2.06,0.81,27.5,5.02,43.52,924.04,53.9,21.15,589.16,131.32,859.31,26224.41,1666.74,653.98,10396.47,4070.01,9758.73,35.16,2.08,0.82,20.88,5.08,29.14,181.88,10.81,4.24,106.7,26.35,147.71,119.25,6.96,2.73,75.93,16.95,110.67,106.32,6.16,2.42,69.53,15.02,102.9,259950894.75,167468127.03,63894982.9,28587784.82
52020,sobolSamplefb,16.61,7.86,0.5,0.19,6.85,1.21,0.0,11.76,6.71,0.45,0.18,3.34,1.09,0.0,3.24,0.82,0.05,0.02,2.23,0.12,0.0,1.61,0.33,1.28,0.0,0.0,106.0,2427.31,54395.2,88.84,456.54,313.03,283.28,35.29,1046.88,40004.78,42.35,221.14,135.27,117.63,47.27,922.8,9619.76,31.08,157.36,118.83,110.74,23.44,457.64,4770.66,15.42,78.04,58.93,54.92,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.25,0.4,4.52,0.0,0.15,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.0,0.0,0.0,0.0,36.88,2.06,0.81,61.23,5.02,0.0,924.04,53.9,21.15,1296.89,131.32,0.0,26224.41,1666.74,653.98,21780.06,4070.01,0.0,35.16,2.08,0.82,45.7,5.08,0.0,181.88,10.81,4.24,233.26,26.35,0.0,119.25,6.96,2.73,167.13,16.95,0.0,106.32,6.16,2.42,153.36,15.02,0.0,265700511.69,188202422.96,51806191.19,25691897.54
52021,sobolSamplefb,18.21,7.86,0.5,0.19,7.6,1.21,0.85,12.15,6.71,0.45,0.18,3.64,1.09,0.08,4.13,0.82,0.05,0.02,2.53,0.12,0.59,1.93,0.33,1.43,0.0,0.17,124.92,2808.33,59320.92,101.91,522.91,362.11,328.74,36.44,1081.2,41316.28,43.73,228.39,139.71,121.48,60.36,1178.2,12282.2,39.69,200.91,151.72,141.38,28.12,548.94,5722.44,18.49,93.61,70.69,65.87,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.24,0.4,5.28,0.0,0.15,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.85,0.0,0.0,0.0,36.88,2.06,0.81,68.73,5.02,11.42,924.04,53.9,21.15,1452.44,131.32,225.48,26224.41,1666.74,653.98,24145.15,4070.01,2560.63,35.16,2.08,0.82,51.12,5.08,7.65,181.88,10.81,4.24,260.87,26.35,38.76,119.25,6.96,2.73,187.18,16.95,29.04,106.32,6.16,2.42,171.82,15.02,27.0,291334443.05,194372395.15,66144456.5,30817591.39
52022,sobolSamplefb,12.77,7.86,0.5,0.19,2.84,1.21,0.17,10.18,6.71,0.45,0.18,1.74,1.09,0.02,1.74,0.82,0.05,0.02,0.62,0.12,0.12,0.85,0.33,0.49,0.0,0.03,68.39,1644.76,42315.59,61.53,317.35,212.2,190.45,30.53,905.75,34611.69,36.64,191.33,117.03,101.77,25.38,495.37,5164.06,16.69,84.47,63.79,59.44,12.48,243.64,2539.84,8.21,41.55,31.37,29.24,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.4,0.21,0.0,0.31,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.17,0.0,0.0,0.0,36.88,2.06,0.81,21.38,5.02,2.24,924.04,53.9,21.15,470.16,131.32,44.18,26224.41,1666.74,653.98,9198.71,4070.01,501.74,35.16,2.08,0.82,16.88,5.08,1.5,181.88,10.81,4.24,86.47,26.35,7.59,119.25,6.96,2.73,60.61,16.95,5.69,106.32,6.16,2.42,55.24,15.02,5.29,204319183.35,162830637.28,27810488.49,13678057.59
52023,sobolSamplefb,15.94,7.86,0.5,0.19,5.84,1.21,0.35,10.43,6.71,0.45,0.18,1.97,1.09,0.03,2.75,0.82,0.05,0.02,1.5,0.12,0.24,2.77,0.33,2.37,0.0,0.07,111.79,2499.62,51845.7,90.48,464.03,322.29,292.86,31.28,928.01,35462.31,37.54,196.03,119.91,104.27,40.08,782.34,8155.54,26.35,133.41,100.74,93.88,40.43,789.28,8227.86,26.59,134.59,101.64,94.71,0.73,4.5,0.5,0.0,0.0,0.05,0.14,0.66,1.27,0.39,0.11,0.19,0.01,0.0,0.34,0.76,0.29,0.4,0.31,0.0,3.25,0.35,0.0,0.02,0.12,0.0,1.18,0.0,0.03,0.35,0.0,0.0,0.0,36.88,2.06,0.81,62.37,5.02,4.65,924.04,53.9,21.15,1277.41,131.32,91.79,26224.41,1666.74,653.98,18188.1,4070.01,1042.46,35.16,2.08,0.82,44.21,5.08,3.11,181.88,10.81,4.24,224.97,26.35,15.78,119.25,6.96,2.73,164.57,16.95,11.82,106.32,6.16,2.42,151.95,15.02,10.99,255063391.23,166832373.5,43920790.69,44310227.04
