"EVT","sourceID","studyPoint","fuelType","data.val"
685,597,17929,"snag_loading..Mg.ha",65.67
685,597,19733,"shrub_loading..Mg.ha",10.58
685,597,13057,"X1hr_loading..Mg.ha",4.64
685,597,18522,"X10hr_loading..Mg.ha",14.41
685,597,23736,"X100hr_loading..Mg.ha",22.78
685,597,18387,"cwd_loading..Mg.ha",118.3
685,597,18212,"litter_loading..Mg.ha",39.44
686,597,19864,"snag_loading..Mg.ha",14.05
686,88,669,"X1hr_loading..Mg.ha",22.4
686,726,48690,"X10hr_loading..Mg.ha",21.6
686,726,48690,"X100hr_loading..Mg.ha",38.1
686,726,48690,"X1Khr_loading..Mg.ha",93
686,597,19726,"cwd_loading..Mg.ha",19.37
687,16,125,"herb_loading..Mg.ha",19
687,578,1239,"X1hr_loading..Mg.ha",1.88
689,597,19883,"snag_loading..Mg.ha",61.2
689,597,15650,"shrub_loading..Mg.ha",9.51
689,636,49117,"X1hr_loading..Mg.ha",1.31
689,597,17049,"X10hr_loading..Mg.ha",20.73
689,597,11996,"X100hr_loading..Mg.ha",21.48
689,636,49135,"cwd_sound_loading..Mg.ha",65.35
689,597,18093,"duff_loading..Mg.ha",64.11
690,597,16289,"snag_loading..Mg.ha",63.03
690,597,14489,"shrub_loading..Mg.ha",9.51
690,701,48413,"herb_loading..Mg.ha",3.36
690,737,48801,"X1hr_loading..Mg.ha",10.03
690,701,48413,"X10hr_loading..Mg.ha",13.67
690,597,16328,"X100hr_loading..Mg.ha",31.15
690,597,16289,"cwd_loading..Mg.ha",145.01
691,597,11944,"X100hr_loading..Mg.ha",12.98
691,729,48717,"litter_depth..cm",6.6
691,597,21528,"litter_loading..Mg.ha",29.74
693,570,1138,"snag_loading..Mg.ha",73.16
693,597,13069,"X1hr_loading..Mg.ha",3.37
693,597,13107,"X10hr_loading..Mg.ha",20.62
693,597,13846,"X100hr_loading..Mg.ha",49.87
693,597,13722,"litter_loading..Mg.ha",42.67
694,597,16806,"snag_loading..Mg.ha",56.57
694,597,17078,"X1hr_loading..Mg.ha",1.1
694,597,23726,"X10hr_loading..Mg.ha",8.86
694,597,23726,"X100hr_loading..Mg.ha",25.33
694,597,17315,"cwd_loading..Mg.ha",112.01
694,597,10404,"litter_loading..Mg.ha",46.78
694,597,23747,"duff_loading..Mg.ha",305.46
695,597,19920,"snag_loading..Mg.ha",48.1
695,88,673,"X1hr_loading..Mg.ha",17.25
695,597,19884,"X10hr_loading..Mg.ha",20.75
695,597,19252,"X100hr_loading..Mg.ha",92.45
696,597,21740,"snag_loading..Mg.ha",24.38
696,597,15165,"shrub_loading..Mg.ha",9.51
696,597,22715,"X1hr_loading..Mg.ha",1.31
696,597,22715,"X10hr_loading..Mg.ha",25.87
696,597,22715,"X100hr_loading..Mg.ha",20.39
696,597,19878,"duff_loading..Mg.ha",40.2
697,597,19626,"snag_loading..Mg.ha",116.64
697,682,48042,"shrub_loading..Mg.ha",41.79
697,681,48036,"herb_loading..Mg.ha",4
697,88,655,"X1hr_loading..Mg.ha",3.14
697,730,48742,"X10hr_loading..Mg.ha",24.1
697,730,48742,"X100hr_loading..Mg.ha",35.15
697,730,48741,"X1KhrR_loading..Mg.ha",282.4
697,88,654,"X1Khr_loading..Mg.ha",90.5
697,597,16981,"cwd_loading..Mg.ha",229.26
697,597,14846,"litter_loading..Mg.ha",113.12
697,597,11801,"duff_loading..Mg.ha",99.07
700,630,41317,"herb_loading..Mg.ha",1.64
700,630,32821,"X1hr_loading..Mg.ha",1.19
700,611,28623,"X10hr_loading..Mg.ha",12.1
700,618,29164,"X100hr_loading..Mg.ha",29.41
700,630,33335,"fwd_loading..Mg.ha",14.02
700,632,30313,"cwd_sound_loading..Mg.ha",180.77
700,632,30325,"cwd_rotten_loading..Mg.ha",169.43
700,632,30313,"cwd_loading..Mg.ha",180.77
700,597,22824,"litter_loading..Mg.ha",11.04
700,722,48638,"duff_depth..cm",1.3
700,630,41727,"duff_loading..Mg.ha",10.82
702,585,1423,"shrub_loading..Mg.ha",12.65
702,588,5445,"herb_loading..Mg.ha",14.49
702,630,33029,"X1hr_loading..Mg.ha",1.46
702,610,28281,"X10hr_loading..Mg.ha",3.52
702,610,27876,"X100hr_loading..Mg.ha",8.47
702,630,33029,"fwd_loading..Mg.ha",4.44
702,610,28281,"cwd_loading..Mg.ha",94.77
702,630,27196,"litter_depth..cm",9.45
702,630,27196,"litter_loading..Mg.ha",41.6
703,606,32134,"X1hr_loading..Mg.ha",1.05
703,586,9917,"X10hr_loading..Mg.ha",6.7
703,606,32134,"fwd_loading..Mg.ha",24.91
703,630,32845,"litter_depth..cm",2.26
703,629,27681,"litter_loading..Mg.ha",48.43
703,630,41780,"duff_loading..Mg.ha",30.67
707,597,20382,"snag_loading..Mg.ha",33.41
707,597,18378,"X10hr_loading..Mg.ha",8.3
707,597,19389,"cwd_loading..Mg.ha",46.62
707,597,19268,"duff_loading..Mg.ha",42.88
740,597,22777,"snag_loading..Mg.ha",35.25
740,597,18498,"X1hr_loading..Mg.ha",2.88
740,597,18498,"X10hr_loading..Mg.ha",24.87
740,597,19228,"X100hr_loading..Mg.ha",74.79
740,597,19373,"cwd_loading..Mg.ha",107.89
740,597,14842,"litter_loading..Mg.ha",75.93
740,597,18483,"duff_loading..Mg.ha",112.78
756,666,47766,"X1hr_loading..Mg.ha",1.35
756,597,23339,"X10hr_loading..Mg.ha",9.3
758,660,47715,"tree_crown_loading..Mg.ha",135.2
758,570,1142,"snag_loading..Mg.ha",68.09
758,571,1151,"shrub_loading..Mg.ha",10.75
758,597,13943,"cwd_loading..Mg.ha",58.09
758,656,47618,"lichen_loading..Mg.ha",2.85
758,597,13852,"litter_loading..Mg.ha",39.44
758,570,1120,"duff_loading..Mg.ha",417.47
775,571,1143,"shrub_loading..Mg.ha",2.52
