"","os_loading","ms_loading","us_loading","tree_loading","snag_loading","shrub_loading","herb_loading","herb_percentlive","moss_loading","lichen_loading","litter_loading","litter_depth","duff_loading","duff_depth","X1hr_loading","X10hr_loading","X100hr_loading","fwd_loading","X1000hrS_loading","X1000hrR_loading","X1000hr_loading","X10000hrS_loading","X10000hrR_loading","X10000hr_loading","GT10000hrS_loading","GT10000hrR_loading","GT10000hr_loading","cwd_sound_loading","cwd_rotten_loading","cwd_loading"
"os_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ms_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"us_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading",NA,NA,NA,NA,0.116999978061547,-0.0949224858055174,-0.286447707753733,NA,NA,NA,0.142595712561023,NA,0.183347558891932,NA,-0.0217186563559388,0.0192832201254734,-0.0191567785151922,-0.0125208933040111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0221933689629338
"snag_loading",NA,NA,NA,NA,NA,-0.038223005268741,0.000830493779031383,NA,NA,NA,0.000302688992176532,NA,0.0198071050870436,NA,0.00555818594498242,0.0542175925780172,0.0393955839833518,0.0480677220827909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0789718528042677
"shrub_loading",NA,NA,NA,NA,NA,NA,0.00782401230203766,NA,NA,NA,-0.0212897877325036,NA,0.0683676890032134,NA,0.0814885404034577,0.0468757976991174,0.0909745506623635,0.0931999348851238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00225442580080885
"herb_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.197391878409389,NA,-0.189804610933872,NA,-0.12833180197423,-0.0855458705964274,0.0124496638364205,-0.0132400788722631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0179371294478272
"herb_percentlive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moss_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lichen_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
