"","os_loading","ms_loading","us_loading","tree_loading","snag_loading","shrub_loading","herb_loading","herb_percentlive","moss_loading","lichen_loading","litter_loading","litter_depth","duff_loading","duff_depth","X1hr_loading","X10hr_loading","X100hr_loading","fwd_loading","X1000hrS_loading","X1000hrR_loading","X1000hr_loading","X10000hrS_loading","X10000hrR_loading","X10000hr_loading","GT10000hrS_loading","GT10000hrR_loading","GT10000hr_loading","cwd_sound_loading","cwd_rotten_loading","cwd_loading"
"litter_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47929625303423,NA,-0.16526548782728,-0.061750420424491,-0.200692010544652,-0.183340022474676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0287517725651207
"litter_depth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"duff_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0356911980799229,-0.103637000064178,-0.0929319906987016,-0.103552934228994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0981587471400843
"duff_depth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1hr_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.921872869815264,0.908674134573033,0.950123903848963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.473100600386953
"X10hr_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.351953837655973,0.969955121941363,0.15246202966587,-0.0890075919279855,0.215924222186816,0.0780011375148574,-0.087915485752011,0.0280772909860259,-0.0250107929666974,-0.0394554355535626,-0.0374574491867455,0.0146770237905548,-0.06953257280183,0.00703296921282414
"X100hr_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.990179208396413,0.2740772644005,-0.0626977763935477,0.335039222414954,0.245635284199598,-0.0636533230311183,0.190402768059071,0.184041108227918,-0.0471439110771028,0.158080633735339,0.25339260698884,-0.0642378847697679,0.229007540622825
"fwd_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339551767028786
"X1000hrS_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0399183174295291,0.948958409821563,0.340909970161316,-0.0825716215129312,0.267014868623337,0.0760802069849821,-0.119349833074419,0.0305650423309468,0.249957707814371,-0.119119749411402,0.191250455286591
"X1000hrR_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35303066218026,-0.0859072765730266,0.46203743650356,0.143772028753983,-0.129432315070426,0.177204949182663,-0.0609997705549831,-0.132902129162695,0.378459780328453,0.0231498165553452
"X1000hr_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.292096930816344,0.06852681621152,0.295403576537214,0.0303826409029473,-0.0558189380956467,0.00936507457470218,0.192098987161092,0.00792315821621535,0.186386214105592
"X10000hrS_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0432376597857365,0.878417894041405,0.288048922948472,-0.086279813119215,0.24306567231045,0.573835261108156,-0.0875121297057957,0.512728009822397
"X10000hrR_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.439465644469202,-0.0768051504671355,0.407650616599726,0.0691679557041937,-0.0853416111395014,0.722826495163764,0.204942647320152
"X10000hr_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222245826668806,0.117421655145111,0.251626244120741,0.475113051210352,0.26707510861679,0.559026264160358
"GT10000hrS_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0308028940334535,0.937437813804499,0.946000729168326,-0.0614475127986587,0.878074431794412
"GT10000hrR_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.319111757679077,-0.062039723845645,0.923311303713201,0.306594668466496
"GT10000hr_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875357134705441,0.263343484067712,0.939353671066982
"cwd_sound_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.100462504832908,0.668869449409288
"cwd_rotten_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.672422711642132
"cwd_loading",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
