Stand,Litter_tpa,1hr,10hr,10FM,100hr,3s,6S,9S,20S,3R,6R,9R,20R,1000FM,Duff_tpa,DuffFM,DuffDepth,Herb,Shrub,Foilage,Branch,%Burn,Region,Group,Season,Category
,2.39,0.03,0.24,6,0.17,0.34,0,,,,0,,,30,0,30,0,0.39,0.14,0,0,20,Interior West,Mixed Grass Prairie,Summer,Natural
