Stand,Litter_tpa,1hr,10hr,10FM,100hr,3s,6S,9S,20S,3R,6R,9R,20R,1000FM,Duff_tpa,DuffFM,DuffDepth,Herb,Shrub,Foilage,Branch,%Burn,Region,Group,Season,Category
,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,20,0,0,0,0,0,50,SouthEast,,Summer,Natural
