"fuelType","distr","n.obs","prop0","param1.est","param1.sd","param1.cv","param2.est","param2.sd","param2.cv","KS.pVal","equivalence.val","distr.fit.class"
"us_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ms_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"os_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_crown_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_summed_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tree_loading_entered_Mgha","gammaLL",105,0.009,1.515,0.202,0.133,0.01,0.002,0.157,0.155,0.011,"Excellent"
"tree_loading_Mgha","gammaLL",105,0.009,1.515,0.197,0.13,0.01,0.002,0.155,0.154,0.011,"Excellent"
"snag_loading_Mgha","gammaLL",90,0.159,0.824,0.113,0.137,0.043,0.008,0.185,0.335,0.015,"Good"
"shrub_loading_Mgha","gammaLL",122,0.047,1.725,0.215,0.124,0.704,0.101,0.143,0.017,0.013,NA
"herb_loading_Mgha","gammaLL",249,0.053,1.024,0.084,0.082,2.54,0.269,0.106,0.258,0.01,"Excellent"
"X1hr_loading_Mgha","gammaLL",473,0.012,1.521,0.092,0.061,1.503,0.108,0.072,0,0.015,NA
"X10hr_loading_Mgha","gammaLL",1024,0.006,1.808,0.076,0.042,0.402,0.019,0.048,0.045,0.007,NA
"X100hr_loading_Mgha","gammaLL",987,0.043,2.173,0.092,0.043,0.299,0.014,0.048,0.026,0.002,NA
"fwd_loading_summed_Mgha","gammaLL",475,0.004,2.229,0.136,0.061,0.193,0.013,0.069,0.006,0.012,NA
"fwd_loading_entered_Mgha","gammaLL",198,0.005,2.315,0.225,0.097,0.217,0.023,0.108,0.001,0.019,NA
"fwd_loading_Mgha","gammaLL",479,0.004,2.208,0.137,0.062,0.192,0.013,0.069,0.006,0.012,NA
"X1000hrS_loading_Mgha","gammaLL",521,0.282,1.31,0.073,0.056,0.14,0.01,0.068,0.314,0.011,"Excellent"
"X1000hrR_loading_Mgha","lnormLL",290,0.6,1.248,0.061,0.049,1.026,0.043,0.042,0.057,0.009,"Excellent"
"X1000hr_loading_summed_Mgha","gammaLL",579,0.205,1.336,0.072,0.054,0.116,0.008,0.065,0.725,0.007,"Excellent"
"X1000hr_loading_entered_Mgha","gammaLL",51,0,1.246,0.246,0.198,0.04,0.01,0.244,0.183,0.012,"Good"
"X1000hr_loading_Mgha","gammaLL",627,0.192,1.253,0.064,0.051,0.099,0.006,0.062,0.284,0.01,"Excellent"
"X10KhrS_loading_Mgha","lnormLL",369,0.484,2.702,0.043,0.016,0.821,0.03,0.037,0.056,0.004,"Excellent"
"X10KhrR_loading_Mgha","lnormLL",240,0.663,2.514,0.052,0.021,0.809,0.037,0.046,0.04,0.009,"Good"
"X10Khr_loading_summed_Mgha","lnormLL",475,0.343,2.922,0.04,0.014,0.858,0.027,0.032,0.003,0.008,NA
"X10Khr_loading_entered_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X10Khr_loading_Mgha","lnormLL",493,0.337,2.904,0.04,0.014,0.894,0.028,0.032,0.002,0.01,NA
"GT10KhrS_loading_Mgha","lnormLL",142,0.802,3.57,0.052,0.015,0.618,0.037,0.059,0.002,0.029,"Good"
"GT10KhrR_loading_Mgha","lnormLL",71,0.902,3.299,0.078,0.024,0.671,0.056,0.084,0.166,0.019,"Good"
"GT10Khr_loading_Mgha","lnormLL",195,0.726,3.518,0.046,0.013,0.655,0.033,0.051,0.414,0.014,"Good"
"cwd_sound_loading_Mgha","gammaLL",645,0.267,0.876,0.043,0.049,0.027,0.002,0.065,0.034,0.011,NA
"cwd_rotten_loading_Mgha","gammaLL",436,0.492,0.955,0.057,0.06,0.037,0.003,0.077,0.437,0.009,"Excellent"
"cwd_loading_summedByPieceSizeClass_Mgha","gammaLL",593,0.183,1.157,0.061,0.053,0.024,0.002,0.067,0.158,0.006,"Excellent"
"cwd_loading_summedBySR_Mgha","gammaLL",717,0.167,1.112,0.053,0.047,0.025,0.001,0.059,0.11,0.005,"Excellent"
"cwd_loading_entered_Mgha","gammaLL",715,0.173,1.047,0.049,0.047,0.025,0.001,0.06,0.06,0.004,"Excellent"
"cwd_loading_Mgha","gammaLL",833,0.154,1.055,0.046,0.044,0.024,0.001,0.056,0.16,0.003,"Excellent"
"lichen_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moss_loading_Mgha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litter_depth_cm","lnormLL",103,0,0.199,0.052,0.259,0.524,0.037,0.07,0.678,0.007,"Excellent"
"litter_loading_Mgha","gammaLL",237,0.004,2.288,0.199,0.087,0.314,0.03,0.097,0.088,0.007,"Excellent"
"duff_depth_cm","gammaLL",133,0.007,2.465,0.293,0.119,0.699,0.092,0.131,0.251,0.016,"Excellent"
"duff_loading_Mgha","gammaLL",233,0.025,1.68,0.149,0.089,0.066,0.007,0.101,0.073,0.009,"Excellent"
